mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
6	6	21	21	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	80					
6	6	22	22	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				1/4	b7			
6	6	22	22	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	81					
6	6	23	23	0.0	3/4	3/4	FiguredBass	4/4	4	1	0				1/4	6			
7	7	24	24	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	82					
7	7	51/2	51/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	83					2
7	7	103/4	103/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	84					
7	7	26	26	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	85					
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	86					
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	87					
7	7	24	24	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	88					
7	7	49/2	49/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	89					3
7	7	99/4	99/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	90					
7	7	25	25	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	91					
7	7	26	26	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	92					
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	93					
7	7	24	24	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	94					
7	7	26	26	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	95					
7	7	24	24	0.0	0	0	FiguredBass	4/4	4	1	0				1/4	7			
7	7	24	24	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	96					
7	7	25	25	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/4	6			
7	7	26	26	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				1/4	h			
7	7	26	26	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	97					
7	7	27	27	0.0	3/4	3/4	FiguredBass	4/4	4	1	0				1/4	b			
7	7	27	27	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	98					
8	8	28	28	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	99					
8	8	29	29	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	100					
8	8	30	30	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	101					
8	8	31	31	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	102					
8	8	28	28	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	103					
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	104					
8	8	29	29	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	105					
8	8	30	30	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	106					
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	107					
8	8	28	28	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	108					
8	8	29	29	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	109					
8	8	30	30	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	110					
8	8	31	31	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	111					
8	8	28	28	0.0	0	0	FiguredBass	4/4	4	1	0				1/4	5	4		
8	8	28	28	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	112					
8	8	29	29	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/4	h5			
8	8	29	29	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	113					
8	8	30	30	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	114					
9	9	32	32	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	115					
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	116					
9	9	34	34	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	117					
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	118					
9	9	35	35	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	119					
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	120					
9	9	33	33	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	121					
9	9	35	35	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	122					
9	9	32	32	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	123					
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	124					
9	9	33	33	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	125					
9	9	34	34	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	126					
9	9	35	35	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	127					
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	128					
9	9	32	32	0.0	0	0	FiguredBass	4/4	4	1	0				1/4	5	4		
9	9	32	32	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	129					
9	9	33	33	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/4	3			
9	9	34	34	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				1/4	7			
9	9	34	34	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	130					
9	9	35	35	0.0	3/4	3/4	FiguredBass	4/4	4	1	0				1/8	b			
9	9	35	35	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	131					
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	132					
10	10	36	36	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	133					
10	10	38	38	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	134					
10	10	36	36	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	135					
10	10	37	37	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	136					
10	10	39	39	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	137					
10	10	36	36	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	138					
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	139					
10	10	37	37	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	140					
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	141					
10	10	38	38	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	142					
10	10	39	39	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	143					
10	10	36	36	0.0	0	0	FiguredBass	4/4	4	1	0				1/8	6	5b		
10	10	36	36	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	144					
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	145					
10	10	37	37	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	146					
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	147					
10	10	38	38	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				1/4	6b	5		
10	10	38	38	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	148					
10	10	39	39	0.0	3/4	3/4	FiguredBass	4/4	4	1	0				1/4	5b			
10	10	39	39	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	149					
11	11	40	40	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	150					
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	151					
11	11	42	42	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	152					
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	153					
11	11	43	43	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	154					
11	11	40	40	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	155					
11	11	41	41	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	156					
11	11	42	42	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	157					
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	158					
11	11	40	40	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	159					
11	11	41	41	2.0	1/4	1/4	Chord	4/4	3	1	1/2	1/2	1	160					
11	11	43	43	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	161					
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	162					
11	11	40	40	0.0	0	0	FiguredBass	4/4	4	1	0				1/4	9			
11	11	40	40	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	163					
11	11	41	41	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/4	5			
11	11	41	41	2.0	1/4	1/4	Chord	4/4	4	1	1/2	1/2	1	164					
11	11	42	42	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				1/4	4+	2		
11	11	43	43	0.0	3/4	3/4	FiguredBass	4/4	4	1	0				1/8	6			
11	11	43	43	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	165					
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	166					
12	12	44	44	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	167					
12	12	45	45	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	168					
12	12	46	46	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	169					
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	170					
12	12	44	44	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	171					
12	12	89/2	89/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	172					
12	12	45	45	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	173					
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	174					
12	12	46	46	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	175					
12	12	93/2	93/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	176					
12	12	47	47	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	177					
12	12	44	44	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	178					
12	12	45	45	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	179					
12	12	46	46	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	180					
12	12	47	47	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	181					
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	182					
12	12	44	44	0.0	0	0	FiguredBass	4/4	4	1	0				1/4	5	4		
12	12	44	44	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	183					
12	12	45	45	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/4	#			
12	12	45	45	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	184					
12	12	46	46	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	185					
12	12	47	47	0.0	3/4	3/4	FiguredBass	4/4	4	1	0				1/8	6			
12	12	47	47	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	186					
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	187					
13	13	48	48	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	188					
13	13	97/2	97/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	189					
13	13	49	49	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	190					
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	191					
13	13	50	50	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	192					
13	13	101/2	101/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	193					
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	194					
13	13	48	48	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	195					
13	13	49	49	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	196					
13	13	50	50	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	197					
13	13	51	51	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	198					
13	13	48	48	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	199					
13	13	49	49	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	200					
13	13	50	50	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	201					
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	202					
13	13	48	48	0.0	0	0	FiguredBass	4/4	4	1	0				1/4	5	4		
13	13	48	48	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	203					
13	13	49	49	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/4	h			
13	13	49	49	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	204					
13	13	50	50	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	205					
13	13	103/2	103/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0				1/8	6b			
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	206					
14	14	52	52	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	207					
14	14	105/2	105/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4	1/4	1	208					
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	209					
14	14	54	54	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	210					
14	14	109/2	109/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4	1/4	1	211					
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	212					
14	14	52	52	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	213					
14	14	105/2	105/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	214					
14	14	53	53	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	215					
14	14	54	54	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	216					
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	217					
14	14	55	55	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	218					
14	14	52	52	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	219					
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	220					
14	14	54	54	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	221					
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	222					
14	14	52	52	0.0	0	0	FiguredBass	4/4	4	1	0				1/4	7			
14	14	52	52	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	223					
14	14	53	53	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/8	6			
14	14	107/2	107/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0				1/8	6			
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	224					
14	14	54	54	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				1/4	7			
14	14	54	54	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	225					
14	14	55	55	0.0	3/4	3/4	FiguredBass	4/4	4	1	0				1/8	6b			
14	14	111/2	111/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0				1/8	6			
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	226					
15	15	56	56	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	227					
15	15	113/2	113/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4	1/4	1	228					
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	229					
15	15	58	58	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	230					
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	231					
15	15	59	59	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	232					
15	15	239/4	239/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	233					
15	15	56	56	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	234					
15	15	57	57	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	235					
15	15	58	58	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	236					
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	237					
15	15	59	59	0.75	3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	238					
15	15	239/4	239/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	239					
15	15	56	56	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	240					
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	241					
15	15	58	58	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	242					
15	15	59	59	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	243					
15	15	56	56	0.0	0	0	FiguredBass	4/4	4	1	0				1/4	b7			
15	15	56	56	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	244					
15	15	57	57	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/8	6			
15	15	115/2	115/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0				1/8	6			
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	245					
15	15	58	58	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				1/8	5	b		
