mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
1	1	0	0	0.0	0	0	Tempo	6/8	1	1	0				𝅘𝅥.=126	189.0	𝅘𝅥.	126.0	0.0				
1	1	0	0	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	0									
1	1	3/2	3/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	1									
1	1	0	0	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	2									
1	1	3/2	3/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									3/8	6		
1	1	3/2	3/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	3									
2	2	3	3	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	4									
2	2	7/2	7/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	5									
2	2	4	4	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	6									
2	2	9/2	9/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	7									
2	2	5	5	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	8									
2	2	11/2	11/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	9									
2	2	3	3	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	10									
2	2	9/2	9/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									3/8	#		
2	2	9/2	9/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	11									
3	3	6	6	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	12									
3	3	13/2	13/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	13									
3	3	7	7	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	14									
3	3	15/2	15/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	15									
3	3	15/2	15/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	16									
3	3	6	6	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	17									
3	3	15/2	15/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									3/8	h		
3	3	15/2	15/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	18									
4	4	9	9	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	19									
4	4	21/2	21/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	20									
4	4	11	11	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	21									
4	4	23/2	23/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	22									
4	4	9	9	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	23									
4	4	21/2	21/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	24									
4	4	11	11	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	25									
4	4	23/2	23/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	26									
4	4	9	9	0.0	0	0	FiguredBass	6/8	4	1	0									3/8	4	#2	
4	4	9	9	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	27									
4	4	21/2	21/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									3/8	5		
4	4	21/2	21/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	28									
5	5	12	12	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	29									
5	5	27/2	27/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	30									
5	5	12	12	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	31									
5	5	25/2	25/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	32									
5	5	13	13	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	33									
5	5	27/2	27/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	34									
5	5	14	14	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	35									
5	5	29/2	29/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	36									
5	5	12	12	0.0	0	0	FiguredBass	6/8	4	1	0									3/8	#		
5	5	12	12	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	37									
5	5	27/2	27/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									3/8	5		
5	5	27/2	27/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	38									
6	6	15	15	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	39									
6	6	33/2	33/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	40									
6	6	15	15	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	41									
6	6	33/2	33/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	42									
6	6	15	15	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	43									
6	6	33/2	33/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	44									
6	6	15	15	0.0	0	0	FiguredBass	6/8	4	1	0									3/8	5		
6	6	15	15	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	45									
6	6	33/2	33/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									3/8	6\		
6	6	33/2	33/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	46									
7	7	18	18	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	47									
7	7	39/2	39/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	48									
7	7	18	18	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	49									
7	7	39/2	39/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	50									
7	7	18	18	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	51									
7	7	37/2	37/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	52									
7	7	19	19	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	53									
7	7	39/2	39/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	54									
7	7	20	20	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	55									
7	7	41/2	41/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	56									
7	7	18	18	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	6		
7	7	18	18	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	57									
7	7	37/2	37/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	58									
7	7	19	19	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	59									
7	7	39/2	39/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									1/8	6		
7	7	39/2	39/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	60									
7	7	20	20	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	61									
7	7	41/2	41/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	62									
8	8	21	21	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	63									
8	8	45/2	45/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	64									
8	8	21	21	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	65									
8	8	23	23	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	66									
8	8	47/2	47/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	67									
8	8	21	21	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	68									
8	8	43/2	43/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	69									
8	8	22	22	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	70									
8	8	45/2	45/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	71									
8	8	21	21	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	6		
8	8	21	21	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	72									
8	8	43/2	43/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	73									
8	8	22	22	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	74									
8	8	45/2	45/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									3/8	6		
8	8	45/2	45/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	75									
9	9	24	24	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	76									
9	9	49/2	49/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	77									
9	9	25	25	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	78									
9	9	51/2	51/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	79									
9	9	24	24	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	80									
9	9	26	26	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	81									
9	9	53/2	53/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	82									
9	9	24	24	3.0	0	0	Chord	6/8	3	1	3/4	1/2	3/2	83									
9	9	24	24	0.0	0	0	FiguredBass	6/8	4	1	0									3/8	7		
9	9	24	24	3.0	0	0	Chord	6/8	4	1	3/4	1/2	3/2	84									
9	9	51/2	51/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									3/8	6		
10	10	27	27	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	85									
10	10	55/2	55/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	86									
10	10	28	28	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	87									
10	10	57/2	57/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	88									
10	10	29	29	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	89									
10	10	59/2	59/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	90									
10	10	27	27	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	91									
10	10	29	29	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	92									
10	10	59/2	59/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	93									
10	10	27	27	3.0	0	0	Chord	6/8	3	1	3/4	1/2	3/2	94									
10	10	27	27	0.0	0	0	FiguredBass	6/8	4	1	0									3/8	7		
10	10	27	27	3.0	0	0	Chord	6/8	4	1	3/4	1/2	3/2	95									
10	10	57/2	57/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									3/8	6		
11	11	30	30	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	96									
11	11	63/2	63/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	97									
11	11	30	30	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	98									
11	11	30	30	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	99									
11	11	30	30	0.0	0	0	FiguredBass	6/8	4	1	0									3/8	#		
11	11	30	30	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	100									
11	11	63/2	63/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									3/8	6	#	
11	11	63/2	63/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	101									
12	12	33	33	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	102									
12	12	67/2	67/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	103									
12	12	34	34	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	104									
12	12	69/2	69/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	105									
12	12	35	35	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	106									
12	12	71/2	71/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	107									
12	12	33	33	0.0	0	0	FiguredBass	6/8	4	1	0									3/8	h		
12	12	33	33	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	108									
12	12	69/2	69/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									3/8	#		
12	12	69/2	69/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	109									
13	13	36	36	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	110									
13	13	73/2	73/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	111									
13	13	37	37	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	112									
13	13	75/2	75/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	113									
13	13	75/2	75/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	114									
13	13	36	36	0.0	0	0	FiguredBass	6/8	4	1	0									3/8	h		
13	13	36	36	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	115									
13	13	75/2	75/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	116									
14	14	39	39	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	117									
14	14	81/2	81/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	118									
14	14	41	41	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	119									
14	14	83/2	83/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	120									
14	14	39	39	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	121									
14	14	81/2	81/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	122									
14	14	41	41	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	123									
14	14	83/2	83/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	124									
14	14	39	39	0.0	0	0	FiguredBass	6/8	4	1	0									3/8	4	2	
