mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
27	25	289/2	289/2	1.5	0	0	Chord	12/8	3	1	3/8	1/4	3/2	533										
27	25	146	146	0.0	3/8	3/8	FiguredBass	12/8	3	1	0										3/8	6		
27	25	146	146	1.5	3/8	3/8	Chord	12/8	3	1	3/8	1/4	3/2	534										
27	25	295/2	295/2	0.0	3/4	3/4	FiguredBass	12/8	3	1	0										3/8	5		
27	25	295/2	295/2	3.0	3/4	3/4	Chord	12/8	3	1	3/4	1/2	3/2	535										
27	25	149	149	0.0	9/8	9/8	FiguredBass	12/8	3	1	0										3/8	6		
28	26	301/2	301/2	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	536										86
28	26	151	151	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	537										
28	26	303/2	303/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	538										
28	26	152	152	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	539										87
28	26	305/2	305/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	540										
28	26	153	153	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	541										
28	26	307/2	307/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	542										88
28	26	154	154	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	543										
28	26	309/2	309/2	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	544										
28	26	155	155	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	545										89
28	26	311/2	311/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	546										
28	26	156	156	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	547										
28	26	301/2	301/2	1.5	0	0	Chord	12/8	2	1	3/8	1/4	3/2	548										
28	26	152	152	1.5	3/8	3/8	Chord	12/8	2	1	3/8	1/4	3/2	549										
28	26	307/2	307/2	1.5	3/4	3/4	Chord	12/8	2	1	3/8	1/4	3/2	550										
28	26	155	155	1.5	9/8	9/8	Chord	12/8	2	1	3/8	1/4	3/2	551										
28	26	301/2	301/2	0.0	0	0	FiguredBass	12/8	3	1	0										3/8	5		
28	26	301/2	301/2	3.0	0	0	Chord	12/8	3	1	3/4	1/2	3/2	552										
28	26	152	152	0.0	3/8	3/8	FiguredBass	12/8	3	1	0										3/8	6		
28	26	307/2	307/2	0.0	3/4	3/4	FiguredBass	12/8	3	1	0										1/4	5		
28	26	307/2	307/2	3.0	3/4	3/4	Chord	12/8	3	1	3/4	1/2	3/2	553										
28	26	155	155	0.0	9/8	9/8	FiguredBass	12/8	3	1	0										3/8	6		
29	27	313/2	313/2	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	554										90
29	27	157	157	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	555										
29	27	315/2	315/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	556										
29	27	158	158	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	557										91
29	27	317/2	317/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	558										
29	27	159	159	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	559										
29	27	319/2	319/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	560										92
29	27	160	160	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	561										
29	27	321/2	321/2	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	562										
29	27	161	161	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	563										93
29	27	323/2	323/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	564										
29	27	162	162	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	565										
29	27	313/2	313/2	1.5	0	0	Chord	12/8	2	1	3/8	1/4	3/2	566										
29	27	158	158	1.5	3/8	3/8	Chord	12/8	2	1	3/8	1/4	3/2	567										
29	27	319/2	319/2	1.5	3/4	3/4	Chord	12/8	2	1	3/8	1/4	3/2	568										
29	27	162	162	0.5	11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	569										
29	27	313/2	313/2	0.0	0	0	FiguredBass	12/8	3	1	0										3/8	5		
29	27	313/2	313/2	3.0	0	0	Chord	12/8	3	1	3/4	1/2	3/2	570										
29	27	158	158	0.0	3/8	3/8	FiguredBass	12/8	3	1	0										3/8	6		
29	27	319/2	319/2	1.5	3/4	3/4	Chord	12/8	3	1	3/8	1/4	3/2	571										
29	27	161	161	0.0	9/8	9/8	FiguredBass	12/8	3	1	0										3/8	6		
29	27	161	161	1.5	9/8	9/8	Chord	12/8	3	1	3/8	1/4	3/2	572										
30	28	325/2	325/2	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	573										94
30	28	163	163	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	574										
30	28	327/2	327/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	575										
30	28	164	164	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	576										95
30	28	329/2	329/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	577										
30	28	165	165	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	578										
30	28	331/2	331/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	579										96
30	28	166	166	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	580										
30	28	333/2	333/2	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	581										
30	28	167	167	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	582										97
30	28	335/2	335/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	583										
30	28	168	168	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	584										
30	28	325/2	325/2	1.5	0	0	Chord	12/8	2	1	3/8	1/4	3/2	585										
30	28	164	164	1.5	3/8	3/8	Chord	12/8	2	1	3/8	1/4	3/2	586										
30	28	331/2	331/2	1.5	3/4	3/4	Chord	12/8	2	1	3/8	1/4	3/2	587										
30	28	167	167	1.5	9/8	9/8	Chord	12/8	2	1	3/8	1/4	3/2	588										
30	28	325/2	325/2	0.0	0	0	FiguredBass	12/8	3	1	0										3/8	6		
30	28	325/2	325/2	1.5	0	0	Chord	12/8	3	1	3/8	1/4	3/2	589										
30	28	164	164	0.0	3/8	3/8	FiguredBass	12/8	3	1	0										3/8	6		
30	28	164	164	1.5	3/8	3/8	Chord	12/8	3	1	3/8	1/4	3/2	590										
30	28	331/2	331/2	0.0	3/4	3/4	FiguredBass	12/8	3	1	0										3/8	6		
30	28	331/2	331/2	1.5	3/4	3/4	Chord	12/8	3	1	3/8	1/4	3/2	591										
30	28	167	167	0.0	9/8	9/8	FiguredBass	12/8	3	1	0										3/8	6		
30	28	167	167	1.5	9/8	9/8	Chord	12/8	3	1	3/8	1/4	3/2	592										
31	29	337/2	337/2	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	593										98
31	29	169	169	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	594										
31	29	339/2	339/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	595										
31	29	170	170	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	596										99
31	29	341/2	341/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	597										
31	29	171	171	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	598										
31	29	343/2	343/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	599										100
31	29	172	172	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	600										
31	29	345/2	345/2	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	601										
31	29	173	173	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	602										101
31	29	347/2	347/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	603										
31	29	174	174	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	604										
31	29	337/2	337/2	1.5	0	0	Chord	12/8	2	1	3/8	1/4	3/2	605										
31	29	170	170	1.5	3/8	3/8	Chord	12/8	2	1	3/8	1/4	3/2	606										
31	29	343/2	343/2	1.5	3/4	3/4	Chord	12/8	2	1	3/8	1/4	3/2	607										
31	29	174	174	0.5	11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	608										
31	29	337/2	337/2	0.0	0	0	FiguredBass	12/8	3	1	0										3/8	6	5	
31	29	337/2	337/2	1.5	0	0	Chord	12/8	3	1	3/8	1/4	3/2	609										
31	29	170	170	1.5	3/8	3/8	Chord	12/8	3	1	3/8	1/4	3/2	610										
31	29	343/2	343/2	1.5	3/4	3/4	Chord	12/8	3	1	3/8	1/4	3/2	611										
31	29	173	173	0.0	9/8	9/8	FiguredBass	12/8	3	1	0										3/8	6		
31	29	173	173	1.5	9/8	9/8	Chord	12/8	3	1	3/8	1/4	3/2	612										
32	30	349/2	349/2	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	613										102
32	30	175	175	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	614										
32	30	351/2	351/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	615										
32	30	176	176	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	616										103
32	30	353/2	353/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	617										
32	30	177	177	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	618										
32	30	355/2	355/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	619										104
32	30	178	178	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	620										
32	30	357/2	357/2	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	621										
32	30	179	179	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	622										105
32	30	359/2	359/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	623										
32	30	180	180	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	624										
32	30	349/2	349/2	1.5	0	0	Chord	12/8	2	1	3/8	1/4	3/2	625										
32	30	176	176	1.5	3/8	3/8	Chord	12/8	2	1	3/8	1/4	3/2	626										
32	30	355/2	355/2	1.5	3/4	3/4	Chord	12/8	2	1	3/8	1/4	3/2	627										
32	30	179	179	1.5	9/8	9/8	Chord	12/8	2	1	3/8	1/4	3/2	628										
32	30	349/2	349/2	0.0	0	0	FiguredBass	12/8	3	1	0										3/8	6		
32	30	349/2	349/2	1.5	0	0	Chord	12/8	3	1	3/8	1/4	3/2	629										
32	30	176	176	0.0	3/8	3/8	FiguredBass	12/8	3	1	0										3/8	6		
32	30	176	176	1.5	3/8	3/8	Chord	12/8	3	1	3/8	1/4	3/2	630										
32	30	355/2	355/2	0.0	3/4	3/4	FiguredBass	12/8	3	1	0										3/8	6		
32	30	355/2	355/2	1.5	3/4	3/4	Chord	12/8	3	1	3/8	1/4	3/2	631										
32	30	179	179	0.0	9/8	9/8	FiguredBass	12/8	3	1	0										3/8	6		
32	30	179	179	1.5	9/8	9/8	Chord	12/8	3	1	3/8	1/4	3/2	632										
33	31	361/2	361/2	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	633										106
33	31	181	181	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	634										
33	31	363/2	363/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	635										
33	31	182	182	1.0	3/8	3/8	Chord	12/8	1	1	1/4	1/4	1	636										
33	31	183	183	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	637										
33	31	367/2	367/2	1.5	3/4	3/4	Chord	12/8	1	1	3/8	1/4	3/2	638										
33	31	185	185	1.0	9/8	9/8	Chord	12/8	1	1	1/4	1/4	1	639										
33	31	361/2	361/2	1.5	0	0	Chord	12/8	2	1	3/8	1/4	3/2	640										
33	31	182	182	1.5	3/8	3/8	Chord	12/8	2	1	3/8	1/4	3/2	641										
33	31	367/2	367/2	1.5	3/4	3/4	Chord	12/8	2	1	3/8	1/4	3/2	642										
33	31	185	185	1.0	9/8	9/8	Chord	12/8	2	1	1/4	1/4	1	643										
33	31	361/2	361/2	0.0	0	0	FiguredBass	12/8	3	1	0										3/8	6	5	
33	31	361/2	361/2	1.5	0	0	Chord	12/8	3	1	3/8	1/4	3/2	644										
33	31	182	182	1.5	3/8	3/8	Chord	12/8	3	1	3/8	1/4	3/2	645										
33	31	367/2	367/2	1.5	3/4	3/4	Chord	12/8	3	1	3/8	1/4	3/2	646										
33	31	185	185	1.0	9/8	9/8	Chord	12/8	3	1	1/4	1/4	1	647										
