mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2
12	11	65/2	65/2	0.0	1/2	1/2	FiguredBass	3/4	4	1	0									1/4	6	
12	11	65/2	65/2	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	111								
13	12	67/2	67/2	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	112								
13	12	69/2	69/2	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	113								
13	12	36	36	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	114								
13	12	67/2	67/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	115								
13	12	69/2	69/2	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	116								
13	12	67/2	67/2	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	117								
13	12	69/2	69/2	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	118								
13	12	67/2	67/2	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	119								
13	12	69/2	69/2	0.0	1/4	1/4	FiguredBass	3/4	4	1	0									1/2	6\	
13	12	69/2	69/2	2.0	1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	120								
14	13	73/2	73/2	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	121								
14	13	75/2	75/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	122								
14	13	77/2	77/2	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	123								
14	13	73/2	73/2	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	124								
14	13	77/2	77/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	125								
14	13	73/2	73/2	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	126								
14	13	77/2	77/2	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	127								
14	13	73/2	73/2	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	128								
14	13	77/2	77/2	0.0	1/2	1/2	FiguredBass	3/4	4	1	0									1/4	6	
14	13	77/2	77/2	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	129								
15	14	79/2	79/2	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	130								
15	14	81/2	81/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	131								
15	14	83/2	83/2	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	132								
15	14	79/2	79/2	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	133								
15	14	83/2	83/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	134								
15	14	42	42	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	135								
15	14	79/2	79/2	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	136								
15	14	83/2	83/2	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	137								
15	14	79/2	79/2	0.0	0	0	FiguredBass	3/4	4	1	0									1/4	7	
15	14	79/2	79/2	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	138								
15	14	81/2	81/2	0.0	1/4	1/4	FiguredBass	3/4	4	1	0									1/4	6	
15	14	83/2	83/2	0.0	1/2	1/2	FiguredBass	3/4	4	1	0									1/4	7	
15	14	83/2	83/2	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	139								
16	15	85/2	85/2	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	140								
16	15	87/2	87/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	141								
16	15	89/2	89/2	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	142								
16	15	85/2	85/2	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	143								
16	15	89/2	89/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	144								
16	15	85/2	85/2	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	145								
16	15	89/2	89/2	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	146								
16	15	85/2	85/2	0.0	0	0	FiguredBass	3/4	4	1	0									1/4	7	#
16	15	85/2	85/2	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	147								
16	15	87/2	87/2	0.0	1/4	1/4	FiguredBass	3/4	4	1	0									1/4	6	
16	15	89/2	89/2	0.0	1/2	1/2	FiguredBass	3/4	4	1	0									1/4	7	
16	15	89/2	89/2	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	148								
17	16	91/2	91/2	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	149								
17	16	93/2	93/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	150								
17	16	95/2	95/2	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	151								
17	16	91/2	91/2	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	152								
17	16	95/2	95/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	153								
17	16	91/2	91/2	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	154								
17	16	95/2	95/2	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	155								
17	16	91/2	91/2	0.0	0	0	FiguredBass	3/4	4	1	0									1/4	7	
17	16	91/2	91/2	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	156								
17	16	93/2	93/2	0.0	1/4	1/4	FiguredBass	3/4	4	1	0									1/4	6	
17	16	95/2	95/2	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	157								
18	17	97/2	97/2	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	158								
18	17	99/2	99/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	159								
18	17	101/2	101/2	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	160								
18	17	97/2	97/2	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	161								
18	17	101/2	101/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	162								
18	17	97/2	97/2	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	163								
18	17	101/2	101/2	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	164								
18	17	97/2	97/2	0.0	0	0	FiguredBass	3/4	4	1	0									1/2	4+	2
18	17	97/2	97/2	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	165								
18	17	101/2	101/2	0.0	1/2	1/2	FiguredBass	3/4	4	1	0									1/4	6	
18	17	101/2	101/2	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	166								
19	18	103/2	103/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	167								
19	18	52	52	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	168								
19	18	105/2	105/2	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	169								
19	18	54	54	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	170								
19	18	103/2	103/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	171								
19	18	105/2	105/2	1.5	1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	172								
19	18	54	54	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	173								
19	18	103/2	103/2	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	174								
19	18	105/2	105/2	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	175								
19	18	103/2	103/2	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	176								
19	18	105/2	105/2	0.0	1/4	1/4	FiguredBass	3/4	4	1	0									1/4	5	4
19	18	105/2	105/2	2.0	1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	177								
19	18	107/2	107/2	0.0	1/2	1/2	FiguredBass	3/4	4	1	0									1/4	#	
20	19	109/2	109/2	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	178								
20	19	57	57	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	179								
20	19	109/2	109/2	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	180								
20	19	57	57	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	181								
20	19	109/2	109/2	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	182								
20	19	57	57	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	183								
20	19	109/2	109/2	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	184								
20	19	57	57	0.5	5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	185								
21	20	115/2	115/2	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	186								
21	20	59	59	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	187								
21	20	119/2	119/2	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	188								
21	20	115/2	115/2	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	189								
21	20	59	59	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	190								
21	20	119/2	119/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	191								
21	20	115/2	115/2	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	192								
21	20	119/2	119/2	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	193								
21	20	115/2	115/2	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	194								
21	20	119/2	119/2	0.0	1/2	1/2	FiguredBass	3/4	4	1	0									1/4	6	
21	20	119/2	119/2	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	195								
22	21	121/2	121/2	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	196								
22	21	123/2	123/2	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	197								
22	21	63	63	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	198								
22	21	121/2	121/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	199								
22	21	123/2	123/2	1.5	1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	200								
22	21	63	63	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	201								
22	21	121/2	121/2	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	202								
22	21	123/2	123/2	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	203								
22	21	121/2	121/2	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	204								
22	21	123/2	123/2	0.0	1/4	1/4	FiguredBass	3/4	4	1	0									1/4	7	
22	21	123/2	123/2	2.0	1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	205								
22	21	125/2	125/2	0.0	1/2	1/2	FiguredBass	3/4	4	1	0									1/4	6	
23	22	127/2	127/2	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	206								
23	22	129/2	129/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	207								
23	22	131/2	131/2	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	208								
23	22	127/2	127/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	209								
23	22	129/2	129/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	210								
23	22	131/2	131/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	211								
23	22	127/2	127/2	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	212								
23	22	131/2	131/2	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	213								
23	22	127/2	127/2	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	214								
23	22	131/2	131/2	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	215								
24	23	133/2	133/2	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	216								
24	23	135/2	135/2	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	217								
24	23	69	69	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	218								
24	23	133/2	133/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	219								
24	23	135/2	135/2	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	220								
24	23	133/2	133/2	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	221								
24	23	135/2	135/2	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	222								
24	23	133/2	133/2	0.0	0	0	FiguredBass	3/4	4	1	0									1/4	7	
24	23	133/2	133/2	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	223								
24	23	135/2	135/2	0.0	1/4	1/4	FiguredBass	3/4	4	1	0									1/2	5	
24	23	135/2	135/2	2.0	1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	224								
25	24	139/2	139/2	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	225								
25	24	141/2	141/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	226								
25	24	143/2	143/2	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	227								
25	24	139/2	139/2	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	228								
25	24	143/2	143/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	229								
25	24	139/2	139/2	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	230								
25	24	143/2	143/2	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	231								
25	24	139/2	139/2	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	232								
25	24	143/2	143/2	0.0	1/2	1/2	FiguredBass	3/4	4	1	0									1/4	6	
25	24	143/2	143/2	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	233								
26	25	145/2	145/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	234								
26	25	73	73	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	235								
26	25	147/2	147/2	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	236								
26	25	145/2	145/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	237								
26	25	147/2	147/2	1.5	1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	238								
26	25	75	75	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	239								
26	25	145/2	145/2	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	240								
26	25	147/2	147/2	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	241								
26	25	145/2	145/2	0.0	0	0	FiguredBass	3/4	4	1	0									1/4	5	
26	25	145/2	145/2	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	242								
26	25	147/2	147/2	0.0	1/4	1/4	FiguredBass	3/4	4	1	0									1/4	5	4
26	25	147/2	147/2	2.0	1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	243								
26	25	149/2	149/2	0.0	1/2	1/2	FiguredBass	3/4	4	1	0									1/4	#	
27	26	151/2	151/2	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	244								
27	26	151/2	151/2	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	245								
27	26	151/2	151/2	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	246								
27	26	153/2	153/2	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	247								
27	26	155/2	155/2	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	248								
27	26	151/2	151/2	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	249								
27	26	153/2	153/2	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	250								
