mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2
4	4	46/3	46/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	32			
4	4	47/3	47/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	33			
4	4	12	12	4.0	0	0	Chord	4/4	4	1	1	1	1	34			
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	35			
5	5	18	18	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	36			
5	5	16	16	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	37			
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	38			
5	5	18	18	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	39			
5	5	16	16	4.0	0	0	Chord	4/4	4	1	1	1	1	40			
6	6	61/3	61/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	41			
6	6	62/3	62/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	42			
6	6	21	21	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	43			
6	6	64/3	64/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	44			
6	6	65/3	65/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	45			
6	6	22	22	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12	1/8	2/3	46			
6	6	67/3	67/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	47			
6	6	68/3	68/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	48			
6	6	23	23	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12	1/8	2/3	49			
6	6	70/3	70/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	50			
6	6	71/3	71/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	51			
6	6	20	20	4.0	0	0	Chord	4/4	4	1	1	1	1	52			
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	53			
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	54			
7	7	24	24	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	55			
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	56			
7	7	26	26	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	57			
7	7	24	24	4.0	0	0	Chord	4/4	4	1	1	1	1	58			
8	8	85/3	85/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	59			
8	8	86/3	86/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	60			
8	8	29	29	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	61			
8	8	88/3	88/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	62			
8	8	89/3	89/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	63			
8	8	30	30	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12	1/8	2/3	64			
8	8	91/3	91/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	65			
8	8	92/3	92/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	66			
8	8	31	31	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12	1/8	2/3	67			
8	8	94/3	94/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	68			
8	8	95/3	95/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	69			
8	8	28	28	4.0	0	0	Chord	4/4	4	1	1	1	1	70			
9	9	32	32	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	71			
9	9	32	32	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	72			
10	10	36	36	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	73			
10	10	73/2	73/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	74			
10	10	37	37	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	75			
10	10	75/2	75/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	76			
10	10	38	38	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	77			
10	10	77/2	77/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	78			
10	10	36	36	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	79			
10	10	38	38	0.0	1/2	1/2	FiguredBass	3/4	4	1	0				1/4	6	
10	10	38	38	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	80			
11	11	39	39	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	81			
11	11	40	40	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	82			
11	11	41	41	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	83			
11	11	39	39	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	84			
11	11	79/2	79/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	85			
11	11	40	40	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	86			
11	11	81/2	81/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	87			
11	11	41	41	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	88			
11	11	83/2	83/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	89			
11	11	39	39	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	90			
11	11	40	40	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	91			
11	11	41	41	0.0	1/2	1/2	FiguredBass	3/4	4	1	0				1/4	6	
11	11	41	41	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	92			
12	12	42	42	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	93			
12	12	43	43	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	94			
12	12	44	44	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	95			
12	12	42	42	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	96			
12	12	43	43	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	97			
12	12	44	44	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	98			
12	12	42	42	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	99			
12	12	85/2	85/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	100			
12	12	43	43	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	101			
12	12	87/2	87/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	102			
12	12	44	44	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	103			
12	12	89/2	89/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	104			
12	12	42	42	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	105			
12	12	43	43	0.0	1/4	1/4	FiguredBass	3/4	4	1	0				1/4	6	
12	12	43	43	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	106			
12	12	44	44	0.0	1/2	1/2	FiguredBass	3/4	4	1	0				1/4	#	
12	12	44	44	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	107			
13	13	45	45	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	108			
13	13	91/2	91/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	109			
13	13	46	46	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	110			
13	13	93/2	93/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	111			
13	13	47	47	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	112			
13	13	95/2	95/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	113			
13	13	45	45	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	114			
13	13	91/2	91/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	115			
13	13	46	46	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	116			
13	13	93/2	93/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	117			
13	13	47	47	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	118			
13	13	95/2	95/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	119			
13	13	45	45	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	120			
13	13	46	46	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	121			
13	13	45	45	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	122			
13	13	46	46	2.0	1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	123			
14	14	48	48	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	124			
14	14	99/2	99/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	125			
14	14	50	50	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	126			
14	14	48	48	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	127			
14	14	99/2	99/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	128			
14	14	50	50	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	129			
14	14	48	48	1.5	0	0	Chord	3/4	3	1	3/8	1/4	3/2	130			
14	14	99/2	99/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	131			
14	14	50	50	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	132			
14	14	48	48	0.0	0	0	FiguredBass	3/4	4	1	0				3/8	#	
14	14	48	48	1.5	0	0	Chord	3/4	4	1	3/8	1/4	3/2	133			
14	14	99/2	99/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	134			
14	14	50	50	0.0	1/2	1/2	FiguredBass	3/4	4	1	0				1/4	6	
14	14	50	50	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	135			
15	15	51	51	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	136			
15	15	52	52	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	137			
15	15	51	51	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	138			
15	15	52	52	1.5	1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	139			
15	15	107/2	107/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	140			
15	15	51	51	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	141			
15	15	52	52	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	142			
15	15	53	53	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	143			
15	15	51	51	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	144			
15	15	52	52	0.0	1/4	1/4	FiguredBass	3/4	4	1	0				1/4	5	4
15	15	52	52	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	145			
15	15	53	53	0.0	1/2	1/2	FiguredBass	3/4	4	1	0				1/4	#	
15	15	53	53	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	146			
16	16	54	54	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	147			
16	16	109/2	109/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	148			
16	16	55	55	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	149			
16	16	111/2	111/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	150			
16	16	56	56	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	151			
16	16	113/2	113/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	152			
16	16	54	54	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	153			
16	16	54	54	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	154			
16	16	54	54	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	155			
16	16	55	55	0.0	1/4	1/4	FiguredBass	3/4	4	1	0				1/4	#	
16	16	55	55	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	156			
16	16	56	56	0.0	1/2	1/2	FiguredBass	3/4	4	1	0				1/4	6	
16	16	56	56	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	157			
17	17	57	57	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	158			
17	17	58	58	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	159			
17	17	59	59	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	160			
17	17	57	57	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	161			
17	17	115/2	115/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	162			
17	17	58	58	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	163			
17	17	117/2	117/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	164			
17	17	59	59	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	165			
17	17	119/2	119/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	166			
17	17	57	57	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	167			
17	17	58	58	0.0	1/4	1/4	FiguredBass	3/4	4	1	0				1/4	#	
17	17	58	58	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	168			
17	17	59	59	0.0	1/2	1/2	FiguredBass	3/4	4	1	0				1/4	6	
17	17	59	59	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	169			
18	18	60	60	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	170			
18	18	61	61	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	171			
18	18	62	62	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	172			
18	18	60	60	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	173			
18	18	61	61	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	174			
18	18	62	62	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	175			
18	18	60	60	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	176			
18	18	121/2	121/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	177			
18	18	61	61	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	178			
18	18	123/2	123/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	179			
18	18	62	62	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	180			
18	18	125/2	125/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	181			
18	18	60	60	0.0	0	0	FiguredBass	3/4	4	1	0				1/4	#	
18	18	60	60	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	182			
18	18	61	61	0.0	1/4	1/4	FiguredBass	3/4	4	1	0				1/4	6	
18	18	61	61	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	183			
18	18	62	62	0.0	1/2	1/2	FiguredBass	3/4	4	1	0				1/4	#	
18	18	62	62	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	184			
19	19	63	63	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	185			
19	19	63	63	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	186			
19	19	127/2	127/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	187			
19	19	64	64	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	188			
19	19	129/2	129/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	189			
19	19	65	65	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	190			
19	19	131/2	131/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	191			
19	19	63	63	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	192			
19	19	64	64	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	193			
19	19	63	63	0.0	0	0	FiguredBass	3/4	4	1	0				1/4	#	
19	19	63	63	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	194			
19	19	64	64	2.0	1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	195			
20	20	133/2	133/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	196			
20	20	67	67	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	197			
20	20	135/2	135/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	198			
20	20	68	68	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	199			
20	20	137/2	137/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	200			
20	20	66	66	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	201			
20	20	66	66	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	202			
20	20	67	67	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	203			
20	20	66	66	0.0	0	0	FiguredBass	3/4	4	1	0				1/4	#	
20	20	66	66	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	204			
20	20	67	67	2.0	1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	205			
21	21	69	69	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	206			
21	21	139/2	139/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	207			
21	21	70	70	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	208			
21	21	141/2	141/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	209			
21	21	71	71	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	210			
21	21	143/2	143/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	211			
21	21	69	69	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	212			
21	21	70	70	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	213			
21	21	69	69	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	214			
21	21	70	70	2.0	1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	215			
22	22	145/2	145/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	216			
22	22	73	73	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	217			
22	22	147/2	147/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	218			
22	22	74	74	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	219			
22	22	149/2	149/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	220			
22	22	72	72	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	221			
22	22	72	72	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	222			
22	22	73	73	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	223			
22	22	72	72	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	224			
22	22	73	73	2.0	1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	225			
23	23	75	75	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	226			
23	23	153/2	153/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	227			
23	23	77	77	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	228			
23	23	151/2	151/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	229			
23	23	76	76	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	230			
23	23	77	77	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	231			
23	23	155/2	155/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	232			
23	23	75	75	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	233			
23	23	76	76	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	234			
23	23	77	77	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	235			
23	23	75	75	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	236			
23	23	76	76	0.0	1/4	1/4	FiguredBass	3/4	4	1	0				1/4	6	
23	23	76	76	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	237			
23	23	77	77	0.0	1/2	1/2	FiguredBass	3/4	4	1	0				1/4	6	
23	23	77	77	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	238			
24	24	78	78	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	239			
24	24	157/2	157/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	240			
24	24	79	79	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	241			
24	24	161/2	161/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	242			
24	24	78	78	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	243			
24	24	159/2	159/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	244			
24	24	80	80	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	245			
24	24	78	78	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	246			
24	24	79	79	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	247			
24	24	78	78	0.0	0	0	FiguredBass	3/4	4	1	0				1/4	7	
24	24	78	78	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	248			
24	24	79	79	0.0	1/4	1/4	FiguredBass	3/4	4	1	0				1/4	5	
24	24	79	79	2.0	1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	249			
24	24	80	80	0.0	1/2	1/2	FiguredBass	3/4	4	1	0				1/4	6	
25	25	81	81	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	250			
25	25	165/2	165/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	251			
25	25	83	83	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	252			
25	25	81	81	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	253			
25	25	163/2	163/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	254			
25	25	82	82	1.5	1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	255			
25	25	167/2	167/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	256			
25	25	81	81	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	257			
25	25	82	82	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	258			
25	25	81	81	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	259			
25	25	82	82	0.0	1/4	1/4	FiguredBass	3/4	4	1	0				1/2	#	
25	25	82	82	2.0	1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	260			
26	26	84	84	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	261			
26	26	171/2	171/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	262			
26	26	86	86	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	263			
26	26	173/2	173/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	264			
26	26	84	84	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	265			
26	26	171/2	171/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	266			
26	26	86	86	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	267			
26	26	173/2	173/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	268			
26	26	84	84	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	269			
26	26	86	86	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	270			
26	26	84	84	0.0	0	0	FiguredBass	3/4	4	1	0				1/2	6	
26	26	84	84	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	271			
26	26	86	86	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	272			
27	27	87	87	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	273			
