mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
54	54	80	80	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	521							
54	54	159/2	159/2	0.5	0	0	Chord	3/8	3	1	1/8	1/8	1	522							
54	54	80	80	1.0	1/8	1/8	Chord	3/8	3	1	1/4	1/4	1	523							
54	54	159/2	159/2	0.5	0	0	Chord	3/8	4	1	1/8	1/8	1	524							
54	54	80	80	0.0	1/8	1/8	FiguredBass	3/8	4	1	0							1/4	6		
54	54	80	80	1.0	1/8	1/8	Chord	3/8	4	1	1/4	1/4	1	525							
55	55	81	81	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	526							
55	55	81	81	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	527							
55	55	81	81	1.5	0	0	Chord	3/8	3	1	3/8	1/4	3/2	528							
55	55	81	81	0.0	0	0	FiguredBass	3/8	4	1	0							3/8	#		
55	55	81	81	1.5	0	0	Chord	3/8	4	1	3/8	1/4	3/2	529							
