mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
17	15	117/2	117/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	248										
17	15	59	59	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	249										
17	15	119/2	119/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	250										
17	15	113/2	113/2	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	251										
17	15	57	57	1.0	1/8	1/8	Chord	4/4	2	1	1/4	1/4	1	252										
17	15	58	58	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	253										
17	15	117/2	117/2	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	254										
17	15	60	60	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	255										
17	15	113/2	113/2	0.0	0	0	FiguredBass	4/4	3	1	0										1/8	b7		
17	15	113/2	113/2	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	256										
17	15	57	57	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	257										
17	15	115/2	115/2	0.0	1/4	1/4	FiguredBass	4/4	3	1	0										1/8	5	4	
17	15	115/2	115/2	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	258										
17	15	58	58	0.0	3/8	3/8	FiguredBass	4/4	3	1	0										1/8	3		
17	15	58	58	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	259										
17	15	117/2	117/2	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	260										
17	15	60	60	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	261										
18	16	121/2	121/2	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	262										
18	16	61	61	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	263										
18	16	123/2	123/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	264										
18	16	62	62	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	265										
18	16	125/2	125/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	266										
18	16	63	63	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	267										
18	16	127/2	127/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	268										
18	16	64	64	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	269										
18	16	121/2	121/2	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	270										
18	16	123/2	123/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	271										
18	16	125/2	125/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	272										
18	16	127/2	127/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	273										
18	16	121/2	121/2	0.0	0	0	FiguredBass	4/4	3	1	0										1/8	5	4	
18	16	121/2	121/2	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	274										
18	16	61	61	0.0	1/8	1/8	FiguredBass	4/4	3	1	0										1/8	3		
18	16	123/2	123/2	0.0	1/4	1/4	FiguredBass	4/4	3	1	0										1/8	9		
18	16	123/2	123/2	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	275										
18	16	62	62	0.0	3/8	3/8	FiguredBass	4/4	3	1	0										1/8	8		
18	16	125/2	125/2	0.0	1/2	1/2	FiguredBass	4/4	3	1	0										1/8	5	4	
18	16	125/2	125/2	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	276										
18	16	63	63	0.0	5/8	5/8	FiguredBass	4/4	3	1	0										1/8	3b		
18	16	127/2	127/2	0.0	3/4	3/4	FiguredBass	4/4	3	1	0										1/8	9		
18	16	127/2	127/2	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	277										
18	16	64	64	0.0	7/8	7/8	FiguredBass	4/4	3	1	0										1/8	8		
19	17	129/2	129/2	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	278										
19	17	65	65	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	279										
19	17	131/2	131/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	280										
19	17	66	66	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	281										
19	17	133/2	133/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	282										
19	17	67	67	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	283										
19	17	135/2	135/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	284										11
19	17	68	68	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	285										
19	17	129/2	129/2	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	286										
19	17	131/2	131/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	287										
19	17	133/2	133/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	288										
19	17	68	68	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	289										
19	17	129/2	129/2	0.0	0	0	FiguredBass	4/4	3	1	0										1/8	5	4	
19	17	129/2	129/2	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	290										
19	17	65	65	0.0	1/8	1/8	FiguredBass	4/4	3	1	0										1/8	3		
19	17	131/2	131/2	0.0	1/4	1/4	FiguredBass	4/4	3	1	0										1/8	9	b	
19	17	131/2	131/2	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	291										
19	17	66	66	0.0	3/8	3/8	FiguredBass	4/4	3	1	0										1/8	8		
19	17	133/2	133/2	0.0	1/2	1/2	FiguredBass	4/4	3	1	0										1/4	#		
19	17	133/2	133/2	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	292										
19	17	68	68	0.0	7/8	7/8	FiguredBass	4/4	3	1	0										1/8	#		
19	17	68	68	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	293										
20	18	69	69	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	294										
20	18	139/2	139/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	295										12
20	18	70	70	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	296										
20	18	71	71	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	297										
20	18	143/2	143/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	298										13
20	18	72	72	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	299										
20	18	137/2	137/2	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	300										14
20	18	69	69	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	301										
20	18	70	70	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	302										
20	18	141/2	141/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	303										15
20	18	71	71	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	304										
20	18	72	72	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	305										
20	18	137/2	137/2	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	306										
20	18	69	69	0.0	1/8	1/8	FiguredBass	4/4	3	1	0										1/8	#		
20	18	69	69	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	307										
20	18	70	70	0.0	3/8	3/8	FiguredBass	4/4	3	1	0										1/8	#		
20	18	70	70	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	308										
20	18	141/2	141/2	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	309										
20	18	71	71	0.0	5/8	5/8	FiguredBass	4/4	3	1	0										1/8	#		
20	18	71	71	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	310										
20	18	72	72	0.0	7/8	7/8	FiguredBass	4/4	3	1	0										1/8	h		
20	18	72	72	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	311										
21	19	73	73	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	312										
21	19	147/2	147/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	313										16
21	19	74	74	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	314										
21	19	75	75	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	315										
21	19	151/2	151/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	316										17
21	19	76	76	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	317										
21	19	145/2	145/2	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	318										
21	19	73	73	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	319										
21	19	74	74	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	320										
21	19	149/2	149/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	321										18
21	19	75	75	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	322										
21	19	76	76	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	323										
21	19	145/2	145/2	0.0	0	0	FiguredBass	4/4	3	1	0										1/8	b		
21	19	145/2	145/2	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	324										
21	19	73	73	0.0	1/8	1/8	FiguredBass	4/4	3	1	0										1/8	h		
21	19	73	73	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	325										
21	19	74	74	0.0	3/8	3/8	FiguredBass	4/4	3	1	0										1/8	h		
21	19	74	74	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	326										
21	19	149/2	149/2	0.0	1/2	1/2	FiguredBass	4/4	3	1	0										1/8	b		
21	19	149/2	149/2	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	327										
21	19	75	75	0.0	5/8	5/8	FiguredBass	4/4	3	1	0										1/8	h		
21	19	75	75	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	328										
21	19	76	76	0.0	7/8	7/8	FiguredBass	4/4	3	1	0										1/8	6		
21	19	76	76	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	329										
22	20	153/2	153/2	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	330										
22	20	77	77	1.0	1/8	1/8	Chord	4/4	1	1	1/4	1/4	1	331										
22	20	78	78	1.0	3/8	3/8	Chord	4/4	1	1	1/4	1/4	1	332										
22	20	79	79	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	333										
22	20	159/2	159/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	334										
22	20	153/2	153/2	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	335										
22	20	77	77	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	336										
22	20	155/2	155/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	337										
22	20	78	78	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	338										
22	20	157/2	157/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	339										
22	20	79	79	1.0	5/8	5/8	Chord	4/4	2	1	1/4	1/4	1	340										
22	20	80	80	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	341										
22	20	153/2	153/2	0.0	0	0	FiguredBass	4/4	3	1	0										1/8	b		
22	20	153/2	153/2	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	342										
22	20	77	77	0.0	1/8	1/8	FiguredBass	4/4	3	1	0										1/8	#		
22	20	77	77	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	343										
22	20	155/2	155/2	0.0	1/4	1/4	FiguredBass	4/4	3	1	0										1/8	7		
22	20	155/2	155/2	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	344										
22	20	78	78	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	345										
22	20	157/2	157/2	0.0	1/2	1/2	FiguredBass	4/4	3	1	0										1/8	#		
22	20	157/2	157/2	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	346										
22	20	79	79	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	347										
22	20	159/2	159/2	0.0	3/4	3/4	FiguredBass	4/4	3	1	0										1/8	5	4	
22	20	159/2	159/2	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	348										
22	20	80	80	0.0	7/8	7/8	FiguredBass	4/4	3	1	0										1/8	#		
22	20	80	80	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	349										
23	21	161/2	161/2	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	350										
23	21	81	81	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	351										
23	21	163/2	163/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	352										
23	21	82	82	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	353										
23	21	165/2	165/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	354										
23	21	83	83	1.0	5/8	5/8	Chord	4/4	1	1	1/4	1/4	1	355										
23	21	84	84	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	356										
23	21	161/2	161/2	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	357										
23	21	82	82	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	358										
23	21	165/2	165/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	359										
23	21	83	83	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	360										
23	21	167/2	167/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	361										
23	21	84	84	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	362										
23	21	161/2	161/2	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	363										
23	21	82	82	0.0	3/8	3/8	FiguredBass	4/4	3	1	0										1/8	5		
23	21	82	82	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	364										
23	21	165/2	165/2	0.0	1/2	1/2	FiguredBass	4/4	3	1	0										1/8	b		
23	21	165/2	165/2	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	365										
23	21	83	83	0.0	5/8	5/8	FiguredBass	4/4	3	1	0										1/8	#		
23	21	83	83	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	366										
23	21	167/2	167/2	0.0	3/4	3/4	FiguredBass	4/4	3	1	0										1/8	7		
23	21	167/2	167/2	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	367										
23	21	84	84	0.0	7/8	7/8	FiguredBass	4/4	3	1	0										1/8	6		
23	21	84	84	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	368										
24	22	169/2	169/2	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	369										
24	22	85	85	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	370										
24	22	171/2	171/2	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	371										
24	22	173/2	173/2	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	372										
24	22	169/2	169/2	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	373										
24	22	85	85	1.0	1/8	1/8	Chord	4/4	2	1	1/4	1/4	1	374										
24	22	86	86	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	375										
24	22	173/2	173/2	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	376										
24	22	169/2	169/2	0.0	0	0	FiguredBass	4/4	3	1	0										1/8	7	#	
24	22	169/2	169/2	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	377										
24	22	85	85	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	378										
24	22	171/2	171/2	0.0	1/4	1/4	FiguredBass	4/4	3	1	0										1/8	5	4	
24	22	171/2	171/2	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	379										
24	22	86	86	0.0	3/8	3/8	FiguredBass	4/4	3	1	0										1/8	#		
24	22	86	86	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	380										
24	22	173/2	173/2	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	381										
