mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
5	4	31/2	31/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	60										
5	4	25/2	25/2	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	61										
5	4	13	13	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	62										
5	4	27/2	27/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	63										
5	4	14	14	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	64										
5	4	29/2	29/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	65										
5	4	16	16	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	66										
5	4	25/2	25/2	0.0	0	0	FiguredBass	4/4	3	1	0										1/8	6b		
5	4	25/2	25/2	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	67										
5	4	13	13	0.0	1/8	1/8	FiguredBass	4/4	3	1	0										1/8	6		
5	4	13	13	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	68										
5	4	27/2	27/2	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	69										
5	4	14	14	0.0	3/8	3/8	FiguredBass	4/4	3	1	0										1/8	6		
5	4	14	14	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	70										
5	4	29/2	29/2	0.0	1/2	1/2	FiguredBass	4/4	3	1	0										1/8	#		
5	4	29/2	29/2	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	71										
5	4	15	15	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	72										
5	4	31/2	31/2	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	73										
5	4	16	16	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	74										
6	5	33/2	33/2	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	75										
6	5	17	17	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	76										
6	5	35/2	35/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	77										
6	5	18	18	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	78										
6	5	37/2	37/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	79										
6	5	19	19	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	80										
6	5	39/2	39/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	81										
6	5	33/2	33/2	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	82										
6	5	18	18	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	83										
6	5	37/2	37/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	84										
6	5	20	20	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	85										
6	5	33/2	33/2	0.0	0	0	FiguredBass	4/4	3	1	0										3/8	6		
6	5	33/2	33/2	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	86										
6	5	18	18	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	87										
6	5	37/2	37/2	0.0	1/2	1/2	FiguredBass	4/4	3	1	0										1/8	b		
6	5	37/2	37/2	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	88										
6	5	19	19	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	89										
6	5	39/2	39/2	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	90										
6	5	20	20	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	91										
7	6	41/2	41/2	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	92										
7	6	21	21	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	93										
7	6	43/2	43/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	94										
7	6	22	22	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	95										
7	6	45/2	45/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	96										
7	6	23	23	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	97										
7	6	47/2	47/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	98										
7	6	41/2	41/2	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	99										
7	6	22	22	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	100										
7	6	45/2	45/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	101										
7	6	24	24	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	102										
7	6	41/2	41/2	0.0	0	0	FiguredBass	4/4	3	1	0										3/8	6	b5	
7	6	41/2	41/2	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	103										
7	6	22	22	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	104										
7	6	45/2	45/2	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	105										
7	6	23	23	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	106										
7	6	47/2	47/2	0.0	3/4	3/4	FiguredBass	4/4	3	1	0										1/8	6		
7	6	47/2	47/2	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	107										
7	6	24	24	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	108										
8	7	49/2	49/2	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	109										
8	7	25	25	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	110										
8	7	101/4	101/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	111										
8	7	51/2	51/2	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	112										
8	7	27	27	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	113										
8	7	55/2	55/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	114										
8	7	49/2	49/2	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	115										
8	7	26	26	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	116										
8	7	105/4	105/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	117										
8	7	53/2	53/2	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	118										
8	7	28	28	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	119										
8	7	49/2	49/2	0.0	0	0	FiguredBass	4/4	3	1	0										1/4	5	4	
8	7	49/2	49/2	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	120										
8	7	51/2	51/2	0.0	1/4	1/4	FiguredBass	4/4	3	1	0										1/8	3		
8	7	26	26	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	121										
8	7	53/2	53/2	0.0	1/2	1/2	FiguredBass	4/4	3	1	0										1/8	9		
8	7	53/2	53/2	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	122										
8	7	27	27	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	123										
8	7	55/2	55/2	0.0	3/4	3/4	FiguredBass	4/4	3	1	0										1/8	6		
8	7	55/2	55/2	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	124										
8	7	28	28	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	125										
9	8	57/2	57/2	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	126										
9	8	29	29	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	127										
9	8	59/2	59/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	128										
9	8	30	30	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	129										
9	8	61/2	61/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	130										4
9	8	31	31	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	131										
9	8	63/2	63/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	132										
9	8	57/2	57/2	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	133										
9	8	30	30	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	134										
9	8	61/2	61/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	135										
9	8	63/2	63/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	136										5
9	8	32	32	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	137										
9	8	57/2	57/2	0.0	0	0	FiguredBass	4/4	3	1	0										1/4	6	5	
9	8	57/2	57/2	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	138										
9	8	59/2	59/2	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	139										
9	8	61/2	61/2	0.0	1/2	1/2	FiguredBass	4/4	3	1	0										1/8	b6		
9	8	61/2	61/2	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	140										
9	8	31	31	0.0	5/8	5/8	FiguredBass	4/4	3	1	0										1/8	#		
9	8	31	31	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	141										
9	8	63/2	63/2	0.0	3/4	3/4	FiguredBass	4/4	3	1	0										1/8	5		
9	8	63/2	63/2	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	142										
9	8	32	32	0.0	7/8	7/8	FiguredBass	4/4	3	1	0										1/8	h6	5	
9	8	32	32	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	143										
10	9	65/2	65/2	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	144										
10	9	34	34	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	145										
10	9	69/2	69/2	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	146										
10	9	65/2	65/2	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	147										
10	9	67/2	67/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	148										
10	9	69/2	69/2	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	149										
10	9	65/2	65/2	0.0	0	0	FiguredBass	4/4	3	1	0										1/4	6	4	
10	9	65/2	65/2	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	150										
10	9	67/2	67/2	0.0	1/4	1/4	FiguredBass	4/4	3	1	0										1/4	5	#	
10	9	69/2	69/2	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	151										
11	9	36	36	0.5	0	7/8	Chord	4/4	1	1	1/8	1/8	1	152										
11	9	36	36	0.5	0	7/8	Chord	4/4	3	1	1/8	1/8	1	153										
12	10	73/2	73/2	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	154										
12	10	38	38	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	155										6
12	10	153/4	153/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	156										
12	10	77/2	77/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	157										
12	10	40	40	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	158										
12	10	37	37	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	159										
12	10	75/2	75/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	160										
12	10	38	38	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	161										
12	10	77/2	77/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	162										
12	10	39	39	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	163										
12	10	79/2	79/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	164										
12	10	73/2	73/2	0.0	0	0	FiguredBass	4/4	3	1	0										1/8	6		
12	10	73/2	73/2	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	165										
12	10	37	37	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	166										
12	10	75/2	75/2	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	167										
12	10	38	38	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	168										
12	10	77/2	77/2	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	169										
12	10	39	39	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	170										
12	10	40	40	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	171										
13	11	81/2	81/2	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	172										
13	11	42	42	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	173										7
13	11	169/4	169/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	174										
13	11	85/2	85/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	175										
13	11	44	44	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	176										
13	11	41	41	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	177										
13	11	83/2	83/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	178										
13	11	42	42	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	179										
13	11	85/2	85/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	180										
13	11	43	43	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	181										
13	11	87/2	87/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	182										
13	11	81/2	81/2	0.0	0	0	FiguredBass	4/4	3	1	0										1/8	6		
13	11	81/2	81/2	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	183										
13	11	41	41	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	184										
13	11	83/2	83/2	0.0	1/4	1/4	FiguredBass	4/4	3	1	0										1/8	b		
13	11	83/2	83/2	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	185										
13	11	42	42	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	186										
13	11	85/2	85/2	0.0	1/2	1/2	FiguredBass	4/4	3	1	0										1/8	h		
13	11	85/2	85/2	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	187										
13	11	43	43	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	188										
13	11	44	44	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	189										
14	12	89/2	89/2	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	190										
14	12	46	46	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	191										8
14	12	185/4	185/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	192										
14	12	93/2	93/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	193										
14	12	48	48	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	194										
14	12	45	45	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	195										
14	12	91/2	91/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	196										
14	12	46	46	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	197										
14	12	93/2	93/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	198										
14	12	47	47	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	199										
14	12	95/2	95/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	200										
14	12	89/2	89/2	0.0	0	0	FiguredBass	4/4	3	1	0										1/8	6		
14	12	89/2	89/2	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	201										
14	12	45	45	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	202										
14	12	91/2	91/2	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	203										
14	12	46	46	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	204										
14	12	93/2	93/2	0.0	1/2	1/2	FiguredBass	4/4	3	1	0										1/8	#		
14	12	93/2	93/2	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	205										
14	12	47	47	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	206										
14	12	48	48	0.0	7/8	7/8	FiguredBass	4/4	3	1	0										1/8	6		
14	12	48	48	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	207										
15	13	97/2	97/2	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	208										
15	13	49	49	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	209										
15	13	99/2	99/2	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	210										
15	13	101/2	101/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	211										
15	13	51	51	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	212										
15	13	103/2	103/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	213										
15	13	97/2	97/2	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	214										
15	13	50	50	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	215										
15	13	101/2	101/2	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	216										
15	13	52	52	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	217										9
15	13	209/4	209/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	218										
15	13	97/2	97/2	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	219										
15	13	49	49	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	220										
15	13	99/2	99/2	0.0	1/4	1/4	FiguredBass	4/4	3	1	0										1/8	5	4	
15	13	99/2	99/2	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	221										
15	13	50	50	0.0	3/8	3/8	FiguredBass	4/4	3	1	0										1/8	#		
15	13	50	50	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	222										
15	13	101/2	101/2	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	223										
15	13	52	52	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	224										
16	14	105/2	105/2	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	225										
16	14	53	53	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	226										
16	14	107/2	107/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	227										
16	14	54	54	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	228										
16	14	109/2	109/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	229										
16	14	55	55	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	230										
16	14	111/2	111/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	231										
16	14	105/2	105/2	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	232										
16	14	53	53	1.0	1/8	1/8	Chord	4/4	2	1	1/4	1/4	1	233										
16	14	54	54	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	234										
16	14	109/2	109/2	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	235										
16	14	56	56	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	236										10
16	14	225/4	225/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	237										
16	14	105/2	105/2	0.0	0	0	FiguredBass	4/4	3	1	0										1/8	7	h	
16	14	105/2	105/2	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	238										
16	14	53	53	0.0	1/8	1/8	FiguredBass	4/4	3	1	0										1/8	b		
16	14	53	53	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	239										
16	14	107/2	107/2	0.0	1/4	1/4	FiguredBass	4/4	3	1	0										1/8	5	4	
16	14	107/2	107/2	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	240										
16	14	54	54	0.0	3/8	3/8	FiguredBass	4/4	3	1	0										1/8	h		
16	14	54	54	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	241										
16	14	109/2	109/2	0.0	1/2	1/2	FiguredBass	4/4	3	1	0										3/8	b		
16	14	109/2	109/2	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	242										
16	14	56	56	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	243										
17	15	113/2	113/2	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	244										
17	15	57	57	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	245										
17	15	115/2	115/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	246										
17	15	58	58	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	247										
