mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
40	40	235/2	235/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	251										
40	40	118	118	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	252										
40	40	237/2	237/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	253										
40	40	119	119	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	254										
40	40	239/2	239/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	255										
41	41	120	120	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	256										
41	41	121	121	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	257										
41	41	122	122	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	258										
41	41	120	120	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	259										
41	41	243/2	243/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	260										
41	41	122	122	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	261										
41	41	245/2	245/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	262										
41	41	120	120	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	263										
41	41	122	122	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	264										
42	42	123	123	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	265										
42	42	125	125	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	266										
42	42	123	123	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	267										
42	42	125	125	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	268										
42	42	123	123	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	269										
42	42	247/2	247/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	270										
42	42	124	124	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	271										
42	42	249/2	249/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	272										
42	42	125	125	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	273										
42	42	251/2	251/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	274										
43	43	126	126	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	275										
43	43	127	127	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	276										
43	43	128	128	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	277										
43	43	126	126	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	278										
43	43	127	127	1.5	1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	279										
43	43	257/2	257/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	280										
43	43	126	126	0.0	0	0	FiguredBass	3/4	3	1	0										3/8	6		
43	43	126	126	1.5	0	0	Chord	3/4	3	1	3/8	1/4	3/2	281										
43	43	255/2	255/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	282										
43	43	128	128	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	283										
44	44	129	129	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	284										
44	44	130	130	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	285										
44	44	131	131	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	286										
44	44	129	129	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	287										
44	44	131	131	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	288										
44	44	129	129	0.0	0	0	FiguredBass	3/4	3	1	0										1/4	6		
44	44	129	129	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	289										
44	44	130	130	0.0	1/4	1/4	FiguredBass	3/4	3	1	0										1/4	6	5	
44	44	130	130	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	290										
44	44	131	131	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	291										
45	45	132	132	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	292										
45	45	265/2	265/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	293										
45	45	133	133	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	294										
45	45	132	132	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	295										
45	45	133	133	1.5	1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	296										
45	45	269/2	269/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	297										
45	45	132	132	0.0	0	0	FiguredBass	3/4	3	1	0										1/4	7	5	
45	45	132	132	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	298										
45	45	133	133	0.0	1/4	1/4	FiguredBass	3/4	3	1	0										1/2	5	43	
45	45	133	133	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	299										
46	46	135	135	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	300										
46	46	135	135	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	301										
46	46	135	135	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	302										
