mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
60	60	178	178	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	564											
60	60	357/2	357/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	565											
60	60	179	179	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	566											
60	60	177	177	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	567											
60	60	355/2	355/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	568											
60	60	178	178	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	569											
60	60	357/2	357/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	570											
60	60	179	179	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	571											
61	61	180	180	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	572											
61	61	361/2	361/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	573											
61	61	181	181	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	574											
61	61	363/2	363/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	575											
61	61	182	182	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	576											
61	61	180	180	0.5	0	0	Chord	3/4	4	1	1/8	1/8	1	577											
61	61	361/2	361/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	578											
61	61	181	181	0.5	1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	579											
61	61	363/2	363/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	580											
61	61	182	182	0.0	1/2	1/2	FiguredBass	3/4	4	1	0										1/4	6			
61	61	182	182	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	581											
62	62	183	183	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	582											
62	62	367/2	367/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	583											
62	62	184	184	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	584											
62	62	369/2	369/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	585											
62	62	185	185	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	586											
62	62	183	183	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	587											
62	62	367/2	367/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	588											
62	62	184	184	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	589											
62	62	369/2	369/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	590											
62	62	185	185	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	591											
63	63	186	186	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	592											
63	63	373/2	373/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	593											
63	63	187	187	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	594											
63	63	375/2	375/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	595											
63	63	188	188	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	596											
63	63	186	186	0.5	0	0	Chord	3/4	4	1	1/8	1/8	1	597											
63	63	373/2	373/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	598											
63	63	187	187	0.5	1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	599											
63	63	375/2	375/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	600											
63	63	188	188	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	601											
64	64	189	189	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	602											
64	64	379/2	379/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	603											
64	64	190	190	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	604											
64	64	381/2	381/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	605											
64	64	191	191	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	606											
64	64	189	189	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	607											
64	64	379/2	379/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	608											
64	64	190	190	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	609											
64	64	381/2	381/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	610											
64	64	191	191	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	611											
64	64	189	189	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	612											
64	64	191	191	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	613											
64	64	189	189	0.0	0	0	FiguredBass	3/4	4	1	0										1/2	6			
64	64	189	189	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	614											
64	64	191	191	0.0	1/2	1/2	FiguredBass	3/4	4	1	0										1/4	#			
64	64	191	191	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	615											
65	65	192	192	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	616											9
65	65	385/2	385/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	617											
65	65	193	193	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	618											10
65	65	387/2	387/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	619											
65	65	194	194	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	620											
66	66	195	195	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	621											
66	66	195	195	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	622	ornamentTrill										
66	66	197	197	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	623											
66	66	195	195	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	624											
66	66	195	195	0.0	0	0	FiguredBass	3/4	4	1	0										1/2	7			
66	66	195	195	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	625											
66	66	197	197	0.0	1/2	1/2	FiguredBass	3/4	4	1	0										1/4	6			
67	67	198	198	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	626											11
67	67	397/2	397/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	627											11
67	67	199	199	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	628											11
67	67	399/2	399/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	629											
67	67	200	200	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	630											
68	68	201	201	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	631											
68	68	201	201	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	632	ornamentTrill										
68	68	203	203	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	633											
68	68	201	201	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	634											
68	68	201	201	0.0	0	0	FiguredBass	3/4	4	1	0										1/2	7			
68	68	201	201	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	635											
68	68	203	203	0.0	1/2	1/2	FiguredBass	3/4	4	1	0										1/4	6			
69	69	204	204	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	636											
69	69	411/2	411/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	637											
69	69	206	206	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	638											
69	69	204	204	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	639											12
69	69	409/2	409/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	640											12
69	69	205	205	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	641											12
69	69	411/2	411/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	642											
69	69	206	206	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	643											
69	69	204	204	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	644											
69	69	204	204	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	645											
70	70	207	207	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	646											
70	70	208	208	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	647											
70	70	209	209	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	648											
70	70	207	207	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	649	ornamentTrill										
70	70	209	209	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	650											
70	70	207	207	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	651											
70	70	208	208	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	652											
70	70	209	209	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	653											
70	70	207	207	0.0	0	0	FiguredBass	3/4	4	1	0										1/4	h			
70	70	207	207	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	654											
70	70	208	208	0.0	1/4	1/4	FiguredBass	3/4	4	1	0										1/4	6\			
70	70	208	208	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	655											
70	70	209	209	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	656											
71	71	210	210	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	657											
71	71	421/2	421/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	658											
71	71	211	211	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	659											
71	71	423/2	423/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	660											
71	71	212	212	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	661											
71	71	210	210	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	662											13
71	71	421/2	421/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	663											13
71	71	211	211	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	664											13
71	71	423/2	423/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	665											
71	71	212	212	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	666											
71	71	210	210	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	667											
71	71	212	212	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	668											
71	71	210	210	0.0	0	0	FiguredBass	3/4	4	1	0										1/2	#			
71	71	210	210	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	669											
71	71	212	212	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	670											
72	72	213	213	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	671											
72	72	213	213	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	672											
72	72	213	213	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	673											
72	72	213	213	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	674											
73	73	216	216	0.0	0	0	Tempo	3/4	1	1	0					𝅘𝅥=100	100.0	𝅘𝅥	100.0	1.0					
73	73	216	216	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	675											14
73	73	433/2	433/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	676											14
73	73	217	217	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	677											14
73	73	435/2	435/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	678											
73	73	218	218	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	679											
74	74	219	219	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	680											15
74	74	221	221	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	681											
74	74	219	219	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	682											
74	74	219	219	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	683											
74	74	219	219	0.0	0	0	FiguredBass	3/4	4	1	0										1/2	7			
74	74	219	219	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	684											
74	74	221	221	0.0	1/2	1/2	FiguredBass	3/4	4	1	0										1/4	6			
75	75	222	222	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	685											16
75	75	445/2	445/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	686											16
75	75	223	223	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	687											16
75	75	447/2	447/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	688											
75	75	224	224	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	689											
76	76	225	225	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	690	ornamentTrill										17
76	76	227	227	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	691											
76	76	225	225	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	692											
76	76	225	225	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	693											
76	76	225	225	0.0	0	0	FiguredBass	3/4	4	1	0										1/2	7			
76	76	225	225	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	694											
76	76	227	227	0.0	1/2	1/2	FiguredBass	3/4	4	1	0										1/4	6			
77	77	228	228	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	695											18
77	77	457/2	457/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	696											18
77	77	229	229	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	697											18
77	77	459/2	459/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	698											
77	77	230	230	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	699											
78	78	231	231	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	700	ornamentTrill										19
78	78	233	233	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	701											
78	78	231	231	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	702											
78	78	231	231	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	703											
78	78	231	231	0.0	0	0	FiguredBass	3/4	4	1	0										1/2	7			
78	78	231	231	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	704											
78	78	233	233	0.0	1/2	1/2	FiguredBass	3/4	4	1	0										1/4	6			
79	79	234	234	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	705											20
79	79	469/2	469/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	706											20
79	79	235	235	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	707											20
79	79	471/2	471/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	708											
79	79	236	236	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	709											
80	80	237	237	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	710											21
80	80	239	239	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	711											
80	80	237	237	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	712											
80	80	237	237	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	713											
80	80	237	237	0.0	0	0	FiguredBass	3/4	4	1	0										1/2	b7			
80	80	237	237	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	714											
80	80	239	239	0.0	1/2	1/2	FiguredBass	3/4	4	1	0										1/4	6			
81	81	240	240	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	715	ornamentTrill										
81	81	242	242	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	716											
82	82	243	243	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	717											
82	82	243	243	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	718											
82	82	243	243	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	719											
82	82	243	243	0.0	0	0	FiguredBass	3/4	4	1	0										3/4	5	h		
82	82	243	243	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	720											
83	83	246	246	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	721											22
83	83	493/2	493/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	722											22
83	83	247	247	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	723											22
83	83	495/2	495/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	724											
83	83	248	248	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	725											
83	83	246	246	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	726											
83	83	246	246	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	727											
83	83	246	246	0.0	0	0	FiguredBass	3/4	4	1	0										3/4	5	b		
83	83	246	246	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	728											
84	84	249	249	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	729											23
84	84	251	251	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	730											
84	84	249	249	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	731											
84	84	249	249	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	732											
84	84	249	249	0.0	0	0	FiguredBass	3/4	4	1	0										1/2	b7	b		
84	84	249	249	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	733											
84	84	251	251	0.0	1/2	1/2	FiguredBass	3/4	4	1	0										1/4	6			
85	85	252	252	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	734											24
85	85	505/2	505/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	735											24
85	85	253	253	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	736											24
85	85	507/2	507/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	737											24
85	85	254	254	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	738											
85	85	252	252	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	739											
85	85	252	252	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	740											
85	85	252	252	0.0	0	0	FiguredBass	3/4	4	1	0										3/4	5	b		
85	85	252	252	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	741											
86	86	255	255	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	742	ornamentTrill										25
86	86	257	257	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	743											
86	86	255	255	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	744											
86	86	255	255	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	745											
86	86	255	255	0.0	0	0	FiguredBass	3/4	4	1	0										1/2	b7			
86	86	255	255	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	746											
86	86	257	257	0.0	1/2	1/2	FiguredBass	3/4	4	1	0										1/4	6			
87	87	258	258	0.0	0	0	Tempo	3/4	1	1	0					𝅘𝅥=168	168.0	𝅘𝅥	168.0	1.0					
87	87	258	258	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	747											
87	87	517/2	517/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	748											
87	87	259	259	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	749											
87	87	519/2	519/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	750											
87	87	260	260	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	751											
87	87	258	258	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	752											
87	87	517/2	517/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	753											
87	87	259	259	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	754											
87	87	519/2	519/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	755											
87	87	260	260	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	756											
87	87	258	258	1.5	0	0	Chord	3/4	3	1	3/8	1/4	3/2	757											
87	87	519/2	519/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	758											
87	87	260	260	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	759											
87	87	258	258	0.0	0	0	FiguredBass	3/4	4	1	0										3/8	6			
87	87	258	258	1.5	0	0	Chord	3/4	4	1	3/8	1/4	3/2	760											
87	87	519/2	519/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	761											
87	87	260	260	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	762											
88	88	261	261	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	763											
88	88	523/2	523/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	764											
88	88	262	262	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	765											
88	88	525/2	525/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	766											
88	88	263	263	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	767											
88	88	261	261	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	768											
88	88	523/2	523/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	769											
88	88	262	262	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	770											
88	88	525/2	525/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	771											
88	88	263	263	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	772											
88	88	261	261	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	773											
88	88	263	263	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	774											
88	88	261	261	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	775											
88	88	263	263	0.0	1/2	1/2	FiguredBass	3/4	4	1	0										1/4	6			
88	88	263	263	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	776											
89	89	264	264	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	777											
89	89	529/2	529/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	778											
89	89	265	265	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	779											
89	89	531/2	531/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	780											
89	89	266	266	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	781											
89	89	264	264	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	782											
89	89	529/2	529/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	783											
89	89	265	265	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	784											
89	89	531/2	531/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	785											
89	89	266	266	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	786											
89	89	264	264	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	787											
89	89	266	266	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	788											
89	89	264	264	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	789											
89	89	266	266	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	790											
90	90	267	267	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	791											
90	90	267	267	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	792											
90	90	267	267	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	793											
90	90	267	267	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	794											
91	91	270	270	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	795											
91	91	272	272	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	796											
91	91	270	270	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	797											
91	91	543/2	543/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	798											
91	91	272	272	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	799											
91	91	270	270	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	800											
91	91	541/2	541/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	801											
91	91	271	271	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	802											
91	91	543/2	543/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	803											
91	91	272	272	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	804											
91	91	270	270	0.5	0	0	Chord	3/4	4	1	1/8	1/8	1	805											
91	91	541/2	541/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	806											
91	91	271	271	0.5	1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	807											
91	91	543/2	543/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	808											
91	91	272	272	0.0	1/2	1/2	FiguredBass	3/4	4	1	0										1/4	6			
91	91	272	272	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	809											
92	92	273	273	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	810											
92	92	275	275	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	811											
92	92	273	273	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	812											
92	92	549/2	549/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	813											
92	92	275	275	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	814											
92	92	273	273	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	815											
92	92	547/2	547/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	816											
92	92	274	274	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	817											
92	92	549/2	549/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	818											
92	92	275	275	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	819											
92	92	273	273	0.5	0	0	Chord	3/4	4	1	1/8	1/8	1	820											
92	92	547/2	547/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	821											
92	92	274	274	0.5	1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	822											
92	92	549/2	549/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	823											
92	92	275	275	0.0	1/2	1/2	FiguredBass	3/4	4	1	0										1/4	6			
92	92	275	275	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	824											
93	93	276	276	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	825											
93	93	277	277	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	826											
93	93	276	276	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	827											
93	93	277	277	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	828											
93	93	276	276	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	829											
93	93	278	278	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	830											
93	93	276	276	0.0	0	0	FiguredBass	3/4	4	1	0										1/4	6	4		
93	93	276	276	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	831											
93	93	277	277	0.0	1/4	1/4	FiguredBass	3/4	4	1	0										1/4	5	3		
93	93	278	278	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	832											
94	94	279	279	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	833											
94	94	279	279	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	834											
94	94	279	279	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	835											
94	94	279	279	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	836											
95	95	282	282	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	837											
95	95	284	284	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	838											
