mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2
5	5	29/2	29/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	43								
5	5	12	12	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	44								
5	5	25/2	25/2	1.5	1/8	1/8	Chord	6/8	2	1	3/8	1/4	3/2	45								
5	5	14	14	0.25	1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	46								
5	5	57/4	57/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	47								
5	5	29/2	29/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	48								
5	5	25/2	25/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	49								
5	5	13	13	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	50								
5	5	27/2	27/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	51								
5	5	14	14	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	52								
5	5	29/2	29/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	53								
5	5	25/2	25/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	54								
5	5	13	13	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	55								
5	5	27/2	27/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									1/8	7	
5	5	27/2	27/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	56								
5	5	14	14	0.0	1/2	1/2	FiguredBass	6/8	4	1	0									1/8	6	
5	5	14	14	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	57								
5	5	29/2	29/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	58								
6	6	15	15	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	59								
6	6	31/2	31/2	1.5	1/8	1/8	Chord	6/8	1	1	3/8	1/4	3/2	60								
6	6	17	17	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	61								
6	6	15	15	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	62								
6	6	16	16	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	63								
6	6	33/2	33/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	64								
6	6	35/2	35/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	65								
6	6	15	15	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	66								
6	6	31/2	31/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	67								
6	6	16	16	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	68								
6	6	33/2	33/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	69								
6	6	17	17	0.25	1/2	1/2	Chord	6/8	3	1	1/16	1/16	1	70								
6	6	69/4	69/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16	1/16	1	71								
6	6	35/2	35/2	0.25	5/8	5/8	Chord	6/8	3	1	1/16	1/16	1	72								
6	6	71/4	71/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16	1/16	1	73								
6	6	15	15	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	6	
6	6	15	15	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	74								
6	6	31/2	31/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	75								
6	6	16	16	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	76								
6	6	33/2	33/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									1/8	6	5
6	6	33/2	33/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	77								
6	6	17	17	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	78								
6	6	35/2	35/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	79								
7	7	18	18	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	80								
7	7	19	19	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	81								
7	7	39/2	39/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	82								
7	7	41/2	41/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	83								
7	7	18	18	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	84								
7	7	37/2	37/2	1.5	1/8	1/8	Chord	6/8	2	1	3/8	1/4	3/2	85								
7	7	20	20	1.0	1/2	1/2	Chord	6/8	2	1	1/4	1/4	1	86								
7	7	18	18	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	87								
7	7	37/2	37/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	88								
7	7	19	19	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	89								
7	7	39/2	39/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	90								
7	7	20	20	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	91								
7	7	41/2	41/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	92								
7	7	18	18	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	93								
7	7	19	19	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	94								
7	7	39/2	39/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									1/8	5	4
7	7	39/2	39/2	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	95								
7	7	20	20	0.0	1/2	1/2	FiguredBass	6/8	4	1	0									1/8	3	
7	7	41/2	41/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	96								
8	8	21	21	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	97								
8	8	22	22	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	98								
8	8	45/2	45/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	99								
8	8	23	23	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	100								
8	8	47/2	47/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	101								
8	8	21	21	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	102								
8	8	43/2	43/2	1.5	1/8	1/8	Chord	6/8	2	1	3/8	1/4	3/2	103								
8	8	23	23	1.0	1/2	1/2	Chord	6/8	2	1	1/4	1/4	1	104								
8	8	21	21	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	105								
8	8	43/2	43/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	106								
8	8	22	22	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	107								
8	8	45/2	45/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	108								
8	8	23	23	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	109								
8	8	47/2	47/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	110								
8	8	21	21	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	9	
8	8	21	21	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	111								
8	8	43/2	43/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0									1/8	5	
8	8	43/2	43/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	112								
8	8	22	22	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	113								
8	8	45/2	45/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									1/8	9	
8	8	45/2	45/2	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	114								
8	8	23	23	0.0	1/2	1/2	FiguredBass	6/8	4	1	0									1/8	8	
8	8	47/2	47/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	115								
9	9	24	24	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	116								
9	9	49/2	49/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	117								
9	9	25	25	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	118								
9	9	51/2	51/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	119								
9	9	26	26	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	120								
9	9	24	24	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	121								
9	9	49/2	49/2	1.5	1/8	1/8	Chord	6/8	2	1	3/8	1/4	3/2	122								
9	9	26	26	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	123								
9	9	53/2	53/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	124								
9	9	24	24	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	125								
9	9	49/2	49/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	126								
9	9	25	25	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	127								
9	9	51/2	51/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	128								
9	9	26	26	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	129								
9	9	53/2	53/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	130								
9	9	24	24	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	9	
9	9	24	24	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	131								
9	9	49/2	49/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0									1/8	8	
9	9	25	25	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	132								
9	9	51/2	51/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									1/8	7	h
9	9	51/2	51/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	133								
9	9	26	26	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	134								
9	9	53/2	53/2	0.0	5/8	5/8	FiguredBass	6/8	4	1	0									1/8	6	
9	9	53/2	53/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	135								
10	10	27	27	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	136								
10	10	55/2	55/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4	1/4	1	137								
10	10	57/2	57/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	138								
10	10	27	27	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	139								
10	10	55/2	55/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4	1/4	1	140								
10	10	57/2	57/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	141								
10	10	29	29	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	142								
10	10	59/2	59/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	143								
10	10	27	27	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	144								
10	10	55/2	55/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	145								
10	10	28	28	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	146								
10	10	57/2	57/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	147								
10	10	29	29	1.0	1/2	1/2	Chord	6/8	3	1	1/4	1/4	1	148								
10	10	27	27	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	7	5
10	10	27	27	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	149								
10	10	55/2	55/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0									1/8	h	
10	10	55/2	55/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	150								
10	10	28	28	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	151								
10	10	57/2	57/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	152								
10	10	29	29	0.0	1/2	1/2	FiguredBass	6/8	4	1	0									1/8	5	
10	10	29	29	1.0	1/2	1/2	Chord	6/8	4	1	1/4	1/4	1	153								
10	10	59/2	59/2	0.0	5/8	5/8	FiguredBass	6/8	4	1	0									1/8	6	
11	11	32	32	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	154								
11	11	65/2	65/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	155								
11	11	30	30	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	156								
11	11	61/2	61/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	157								
11	11	31	31	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	158								
11	11	63/2	63/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	159								
11	11	32	32	1.0	1/2	1/2	Chord	6/8	2	1	1/4	1/4	1	160								
11	11	30	30	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	161								
11	11	61/2	61/2	1.5	1/8	1/8	Chord	6/8	3	1	3/8	1/4	3/2	162								
11	11	32	32	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	163								
11	11	65/2	65/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	164								
11	11	30	30	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	4	2
11	11	30	30	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	165								
11	11	61/2	61/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0									1/8	5	
11	11	61/2	61/2	1.5	1/8	1/8	Chord	6/8	4	1	3/8	1/4	3/2	166								
11	11	31	31	0.0	1/4	1/4	FiguredBass	6/8	4	1	0									1/8	6	
11	11	63/2	63/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									1/8	4	2
11	11	32	32	0.0	1/2	1/2	FiguredBass	6/8	4	1	0									1/8	6	
11	11	32	32	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	167								
11	11	65/2	65/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	168								
12	12	33	33	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	169								
12	12	67/2	67/2	1.5	1/8	1/8	Chord	6/8	1	1	3/8	1/4	3/2	170								
12	12	35	35	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	171								
12	12	71/2	71/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	172								
12	12	33	33	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	173								
12	12	67/2	67/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	174								
12	12	34	34	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	175								
12	12	69/2	69/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	176								
12	12	33	33	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	177								
12	12	67/2	67/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	178								
12	12	34	34	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	179								
12	12	69/2	69/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	180								
12	12	35	35	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	181								
12	12	71/2	71/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	182								
12	12	33	33	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	7	
12	12	33	33	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	183								
12	12	67/2	67/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0									1/8	7	
12	12	67/2	67/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	184								
12	12	34	34	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	185								
12	12	69/2	69/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									1/8	9	
12	12	69/2	69/2	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	186								
12	12	35	35	0.0	1/2	1/2	FiguredBass	6/8	4	1	0									1/8	8	
12	12	71/2	71/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	187								
13	13	36	36	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	188								
13	13	73/2	73/2	1.5	1/8	1/8	Chord	6/8	1	1	3/8	1/4	3/2	189								
13	13	38	38	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	190								
13	13	77/2	77/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	191								
13	13	36	36	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	192								
13	13	73/2	73/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	193								
13	13	37	37	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	194								
13	13	75/2	75/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	195								
13	13	38	38	1.0	1/2	1/2	Chord	6/8	2	1	1/4	1/4	1	196								
13	13	36	36	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	197								
13	13	73/2	73/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	198								
13	13	37	37	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	199								
13	13	75/2	75/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	200								
13	13	38	38	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	201								
13	13	77/2	77/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	202								
13	13	36	36	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	7	
13	13	36	36	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	203								
13	13	73/2	73/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0									1/8	6	
13	13	37	37	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	204								
13	13	75/2	75/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									1/8	7	
13	13	75/2	75/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	205								
13	13	38	38	0.0	1/2	1/2	FiguredBass	6/8	4	1	0									1/8	6	4
13	13	38	38	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	206								
13	13	77/2	77/2	0.0	5/8	5/8	FiguredBass	6/8	4	1	0									1/8	6	5
13	13	77/2	77/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	207								
14	14	39	39	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	208								
14	14	79/2	79/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4	1/4	1	209								
14	14	81/2	81/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	210								
14	14	83/2	83/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	211								
14	14	39	39	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	212								
14	14	79/2	79/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4	1/4	1	213								
14	14	81/2	81/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	214								
14	14	41	41	1.0	1/2	1/2	Chord	6/8	2	1	1/4	1/4	1	215								
14	14	39	39	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	216								
14	14	79/2	79/2	1.0	1/8	1/8	Chord	6/8	3	1	1/4	1/4	1	217								
14	14	81/2	81/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	218								
14	14	41	41	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	219								
14	14	83/2	83/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	220								
14	14	39	39	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	6	4
14	14	39	39	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	221								
14	14	79/2	79/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0									1/4	5	3
14	14	79/2	79/2	1.0	1/8	1/8	Chord	6/8	4	1	1/4	1/4	1	222								
14	14	81/2	81/2	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	223								
14	14	83/2	83/2	0.0	5/8	5/8	FiguredBass	6/8	4	1	0									1/8	6	
14	14	83/2	83/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	224								
15	15	42	42	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	225								
15	15	43	43	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	226								
15	15	87/2	87/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	227								
15	15	44	44	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	228								
15	15	42	42	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	229								
15	15	85/2	85/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	230								
15	15	43	43	1.0	1/4	1/4	Chord	6/8	2	1	1/4	1/4	1	231								
15	15	44	44	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	232								
15	15	89/2	89/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	233								
15	15	42	42	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	234								
15	15	85/2	85/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	235								
15	15	43	43	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	236								
15	15	87/2	87/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	237								
15	15	44	44	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	238								
15	15	89/2	89/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	239								
15	15	42	42	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	9	
15	15	42	42	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	240								
15	15	85/2	85/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0									1/8	8	
15	15	43	43	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	241								
15	15	87/2	87/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									1/8	7	
15	15	87/2	87/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	242								
15	15	44	44	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	243								
15	15	89/2	89/2	0.0	5/8	5/8	FiguredBass	6/8	4	1	0									1/8	6	
15	15	89/2	89/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	244								
16	16	45	45	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	245								
16	16	91/2	91/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4	1/4	1	246								
16	16	93/2	93/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	247								
16	16	45	45	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	248								
16	16	91/2	91/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4	1/4	1	249								
16	16	93/2	93/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	250								
16	16	45	45	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	251								
16	16	91/2	91/2	1.0	1/8	1/8	Chord	6/8	3	1	1/4	1/4	1	252								
16	16	93/2	93/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	253								
16	16	45	45	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	254								
