mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	system_text	tempo	qpm	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2
3	3	26/3	26/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12	1/8	2/3	34							
3	3	9	9	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12	1/8	2/3	35							
3	3	28/3	28/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12	1/8	2/3	36							
3	3	29/3	29/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12	1/8	2/3	37							
3	3	10	10	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	38							
3	3	8	8	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	39							
3	3	17/2	17/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	40							
3	3	9	9	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	41							
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	42							
3	3	10	10	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	43							
3	3	8	8	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	44							
3	3	10	10	0.0	1/2	1/2	FiguredBass	4/4	3	1	0								1/8	5	
3	3	10	10	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	45							
3	3	21/2	21/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	46							
3	3	11	11	0.0	3/4	3/4	FiguredBass	4/4	3	1	0								1/8	6	5
3	3	11	11	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	47							
3	3	23/2	23/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	48							
4	4	12	12	0.3333333333333333	0	0	Chord	4/4	1	1	1/12	1/8	2/3	49							
4	4	37/3	37/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12	1/8	2/3	50							
4	4	38/3	38/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12	1/8	2/3	51							
4	4	13	13	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12	1/8	2/3	52							
4	4	40/3	40/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12	1/8	2/3	53							
4	4	41/3	41/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12	1/8	2/3	54							
4	4	14	14	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	55							
4	4	15	15	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	56							
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	57							
4	4	12	12	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	58							
4	4	25/2	25/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	59							
4	4	13	13	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	60							
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	61							
4	4	14	14	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	62							
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	63							
4	4	12	12	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	64							
4	4	14	14	0.0	1/2	1/2	FiguredBass	4/4	3	1	0								1/4	5	
4	4	14	14	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	65							
4	4	31/2	31/2	0.0	7/8	7/8	FiguredBass	4/4	3	1	0								1/8	#	
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	66							
5	5	16	16	0.3333333333333333	0	0	Chord	4/4	1	1	1/12	1/8	2/3	67							
5	5	49/3	49/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12	1/8	2/3	68							
5	5	50/3	50/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12	1/8	2/3	69							
5	5	17	17	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	70							
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	71							
5	5	18	18	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	72							
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	73							
5	5	16	16	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	74							
5	5	17	17	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	75							
5	5	18	18	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	76							
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	77							
5	5	16	16	0.0	0	0	FiguredBass	4/4	3	1	0								1/4	7	
5	5	16	16	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	78							
5	5	17	17	0.0	1/4	1/4	FiguredBass	4/4	3	1	0								1/4	6	
5	5	18	18	0.0	1/2	1/2	FiguredBass	4/4	3	1	0								1/4	#	
5	5	18	18	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	79							
5	5	19	19	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	80							
6	6	20	20	0.3333333333333333	0	0	Chord	4/4	1	1	1/12	1/8	2/3	81							
6	6	61/3	61/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12	1/8	2/3	82							
6	6	62/3	62/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12	1/8	2/3	83							
6	6	21	21	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	84							
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	85							
6	6	22	22	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	86							
6	6	20	20	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	87							
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	88							
6	6	22	22	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	89							
6	6	20	20	0.0	0	0	FiguredBass	4/4	3	1	0								1/4	7	
6	6	20	20	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	90							
6	6	21	21	0.0	1/4	1/4	FiguredBass	4/4	3	1	0								1/4	6	
6	6	22	22	0.0	1/2	1/2	FiguredBass	4/4	3	1	0								1/4	#	
6	6	22	22	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	91							
7	7	24	24	0.3333333333333333	0	0	Chord	4/4	1	1	1/12	1/8	2/3	92							
7	7	73/3	73/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12	1/8	2/3	93							
7	7	74/3	74/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12	1/8	2/3	94							
7	7	25	25	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12	1/8	2/3	95							
7	7	76/3	76/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12	1/8	2/3	96							
7	7	77/3	77/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12	1/8	2/3	97							
7	7	26	26	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	98							
7	7	24	24	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	99							
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	100							
7	7	26	26	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	101							
7	7	26	26	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12	1/8	2/3	102							
7	7	79/3	79/3	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12	1/8	2/3	103							
7	7	80/3	80/3	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12	1/8	2/3	104							
7	7	27	27	0.0	3/4	3/4	FiguredBass	4/4	3	1	0								1/4	6	4
7	7	27	27	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12	1/8	2/3	105							
7	7	82/3	82/3	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	106							
7	7	83/3	83/3	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	107							
8	8	28	28	0.3333333333333333	0	0	Chord	4/4	1	1	1/12	1/8	2/3	108							
8	8	85/3	85/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12	1/8	2/3	109							
8	8	86/3	86/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12	1/8	2/3	110							
8	8	29	29	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12	1/8	2/3	111							
8	8	88/3	88/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12	1/8	2/3	112							
8	8	89/3	89/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12	1/8	2/3	113							
8	8	30	30	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	114							
8	8	28	28	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	115							
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	116							
8	8	30	30	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	117							
8	8	28	28	0.0	0	0	FiguredBass	4/4	3	1	0								1/4	6	
8	8	28	28	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	118							
8	8	30	30	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12	1/8	2/3	119							
8	8	91/3	91/3	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12	1/8	2/3	120							
8	8	92/3	92/3	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12	1/8	2/3	121							
8	8	31	31	0.0	3/4	3/4	FiguredBass	4/4	3	1	0								1/4	6	
8	8	31	31	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12	1/8	2/3	122							
8	8	94/3	94/3	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	123							
8	8	95/3	95/3	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	124							
9	9	32	32	0.3333333333333333	0	0	Chord	4/4	1	1	1/12	1/8	2/3	125							
9	9	97/3	97/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12	1/8	2/3	126							
9	9	98/3	98/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12	1/8	2/3	127							
9	9	33	33	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12	1/8	2/3	128							
9	9	100/3	100/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12	1/8	2/3	129							
9	9	101/3	101/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12	1/8	2/3	130							
9	9	34	34	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12	1/8	2/3	131							
9	9	103/3	103/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12	1/8	2/3	132							
9	9	104/3	104/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12	1/8	2/3	133							
9	9	35	35	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	134							
9	9	106/3	106/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	135							
9	9	107/3	107/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	136							
9	9	32	32	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	137							
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	138							
9	9	34	34	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	139							
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	140							
9	9	32	32	0.0	0	0	FiguredBass	4/4	3	1	0								1/4	6	
9	9	32	32	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	141							
9	9	34	34	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	142							
9	9	71/2	71/2	0.0	7/8	7/8	FiguredBass	4/4	3	1	0								1/8	6	
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	143							
10	10	36	36	0.3333333333333333	0	0	Chord	4/4	1	1	1/12	1/8	2/3	144							
10	10	109/3	109/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12	1/8	2/3	145							
10	10	110/3	110/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12	1/8	2/3	146							
10	10	37	37	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	147							
10	10	38	38	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	148							
10	10	36	36	0.3333333333333333	0	0	Chord	4/4	2	1	1/12	1/8	2/3	149							
10	10	109/3	109/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	150							
10	10	110/3	110/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	151							
10	10	37	37	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	152							
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	153							
10	10	38	38	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	154							
10	10	36	36	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	155							
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	156							
10	10	37	37	0.0	1/4	1/4	FiguredBass	4/4	3	1	0								1/8	5__	4
10	10	37	37	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	157							
10	10	75/2	75/2	0.0	3/8	3/8	FiguredBass	4/4	3	1	0								1/8	_	3
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	158							
10	10	38	38	0.75	1/2	1/2	Chord	4/4	3	1	3/16	1/8	3/2	159							
10	10	155/4	155/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	160							
10	10	39	39	0.0	3/4	3/4	FiguredBass	4/4	3	1	0								1/12	6	
10	10	39	39	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12	1/8	2/3	161							
10	10	118/3	118/3	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	162							
10	10	119/3	119/3	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	163							
11	11	40	40	0.3333333333333333	0	0	Chord	4/4	1	1	1/12	1/8	2/3	164							
11	11	121/3	121/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12	1/8	2/3	165							
11	11	122/3	122/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12	1/8	2/3	166							
11	11	41	41	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	167							
11	11	167/4	167/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	168							
11	11	42	42	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	169							
11	11	40	40	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	170							
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	171							
11	11	42	42	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	172							
11	11	40	40	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	173							
11	11	42	42	0.0	1/2	1/2	FiguredBass	4/4	3	1	0								1/12	6	
11	11	42	42	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12	1/8	2/3	174							
11	11	127/3	127/3	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12	1/8	2/3	175							
11	11	128/3	128/3	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12	1/8	2/3	176							
11	11	43	43	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	177							
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	178							
12	12	44	44	0.3333333333333333	0	0	Chord	4/4	1	1	1/12	1/8	2/3	179							
12	12	133/3	133/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12	1/8	2/3	180							
12	12	134/3	134/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12	1/8	2/3	181							
12	12	45	45	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	182							
12	12	183/4	183/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	183							
12	12	46	46	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	184							
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	185							
12	12	44	44	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	186							
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	187							
12	12	46	46	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	188							
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	189							
12	12	44	44	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	190							
12	12	46	46	0.0	1/2	1/2	FiguredBass	4/4	3	1	0								1/4	#	
12	12	46	46	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	191							
12	12	47	47	0.0	3/4	3/4	FiguredBass	4/4	3	1	0								1/4	6	
12	12	47	47	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	192							
13	13	48	48	0.3333333333333333	0	0	Chord	4/4	1	1	1/12	1/8	2/3	193							
13	13	145/3	145/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12	1/8	2/3	194							
13	13	146/3	146/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12	1/8	2/3	195							
13	13	49	49	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12	1/8	2/3	196							
13	13	148/3	148/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12	1/8	2/3	197							
13	13	149/3	149/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12	1/8	2/3	198							
13	13	50	50	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	199							
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	200							
13	13	48	48	0.3333333333333333	0	0	Chord	4/4	2	1	1/12	1/8	2/3	201							
13	13	145/3	145/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	202							
13	13	146/3	146/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	203							
13	13	49	49	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	204							
13	13	148/3	148/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	205							
13	13	149/3	149/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	206							
13	13	50	50	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	207							
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	208							
13	13	48	48	0.0	0	0	FiguredBass	4/4	3	1	0								1/4	6	
13	13	48	48	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	209							
13	13	49	49	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	210							
13	13	50	50	0.0	1/2	1/2	FiguredBass	4/4	3	1	0								1/4	#	
13	13	50	50	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	211							
13	13	51	51	0.0	3/4	3/4	FiguredBass	4/4	3	1	0								1/4	6	
13	13	51	51	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	212							
14	14	52	52	0.3333333333333333	0	0	Chord	4/4	1	1	1/12	1/8	2/3	213							
14	14	157/3	157/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12	1/8	2/3	214							
14	14	158/3	158/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12	1/8	2/3	215							
14	14	53	53	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12	1/8	2/3	216							
14	14	160/3	160/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12	1/8	2/3	217							
14	14	161/3	161/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12	1/8	2/3	218							
14	14	54	54	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	219							
14	14	55	55	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	220							
14	14	52	52	0.3333333333333333	0	0	Chord	4/4	2	1	1/12	1/8	2/3	221							
14	14	157/3	157/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	222							
14	14	158/3	158/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	223							
14	14	53	53	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	224							
14	14	160/3	160/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	225							
14	14	161/3	161/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	226							
14	14	54	54	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	227							
14	14	55	55	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	228							
14	14	52	52	0.0	0	0	FiguredBass	4/4	3	1	0								1/4	6	
14	14	52	52	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	229							
14	14	53	53	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	230							
14	14	54	54	0.0	1/2	1/2	FiguredBass	4/4	3	1	0								1/4	#	
14	14	54	54	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	231							
14	14	55	55	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	232							
15	15	56	56	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	233							
15	15	57	57	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	234							
15	15	58	58	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	235							
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	236							
15	15	56	56	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	237							
15	15	57	57	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	238							
15	15	58	58	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	239							
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	240							
15	15	56	56	0.0	0	0	FiguredBass	4/4	3	1	0								1/4	#	
15	15	56	56	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	241							
15	15	57	57	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	242							
15	15	58	58	0.0	1/2	1/2	FiguredBass	4/4	3	1	0								1/4	#	
15	15	58	58	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	243							
15	15	119/2	119/2	0.0	7/8	7/8	FiguredBass	4/4	3	1	0								1/8	6	
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	244							
16	16	60	60	0.3333333333333333	0	0	Chord	4/4	1	1	1/12	1/8	2/3	245							
16	16	181/3	181/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12	1/8	2/3	246							
