mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
4	4	20	20	2.0	1/2	1/2	Chord	6/4	2	1	1/2	1/2	1	19					
4	4	22	22	2.0	1	1	Chord	6/4	2	1	1/2	1/2	1	20					
4	4	18	18	0.0	0	0	FiguredBass	6/4	3	1	0					1	h98	#4	
4	4	18	18	4.0	0	0	Chord	6/4	3	1	1	1	1	21					
4	4	22	22	0.0	1	1	FiguredBass	6/4	3	1	0					1/2	5b		
4	4	22	22	2.0	1	1	Chord	6/4	3	1	1/2	1/2	1	22					
5	5	24	24	2.0	0	0	Chord	6/4	1	1	1/2	1/2	1	23					
5	5	26	26	2.0	1/2	1/2	Chord	6/4	1	1	1/2	1/2	1	24					
5	5	28	28	2.0	1	1	Chord	6/4	1	1	1/2	1/2	1	25					
5	5	24	24	2.0	0	0	Chord	6/4	2	1	1/2	1/2	1	26					
5	5	26	26	2.0	1/2	1/2	Chord	6/4	2	1	1/2	1/2	1	27					
5	5	28	28	2.0	1	1	Chord	6/4	2	1	1/2	1/2	1	28					
5	5	24	24	0.0	0	0	FiguredBass	6/4	3	1	0					1	98	b4	
5	5	24	24	4.0	0	0	Chord	6/4	3	1	1	1	1	29					
5	5	28	28	0.0	1	1	FiguredBass	6/4	3	1	0					1/2	5b		
5	5	28	28	2.0	1	1	Chord	6/4	3	1	1/2	1/2	1	30					
6	6	30	30	2.0	0	0	Chord	6/4	1	1	1/2	1/2	1	31					
6	6	32	32	2.0	1/2	1/2	Chord	6/4	1	1	1/2	1/2	1	32					
6	6	34	34	1.0	1	1	Chord	6/4	1	1	1/4	1/4	1	33					0
6	6	35	35	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	34					
6	6	30	30	2.0	0	0	Chord	6/4	2	1	1/2	1/2	1	35					
6	6	32	32	2.0	1/2	1/2	Chord	6/4	2	1	1/2	1/2	1	36					
6	6	34	34	2.0	1	1	Chord	6/4	2	1	1/2	1/2	1	37					
6	6	30	30	0.0	0	0	FiguredBass	6/4	3	1	0					1/2	9	#	
6	6	30	30	2.0	0	0	Chord	6/4	3	1	1/2	1/2	1	38					
6	6	32	32	0.0	1/2	1/2	FiguredBass	6/4	3	1	0					1/2	7	#	
6	6	32	32	2.0	1/2	1/2	Chord	6/4	3	1	1/2	1/2	1	39					
6	6	34	34	0.0	1	1	FiguredBass	6/4	3	1	0					1/2	5		
6	6	34	34	2.0	1	1	Chord	6/4	3	1	1/2	1/2	1	40					
7	7	36	36	2.0	0	0	Chord	6/4	1	1	1/2	1/2	1	41					
7	7	38	38	4.0	1/2	1/2	Chord	6/4	1	1	1	1	1	42					
7	7	36	36	2.0	0	0	Chord	6/4	2	1	1/2	1/2	1	43					
7	7	38	38	3.0	1/2	1/2	Chord	6/4	2	1	3/4	1/2	3/2	44					
7	7	41	41	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	45					
7	7	36	36	0.0	0	0	FiguredBass	6/4	3	1	0					1/2	7	5	
7	7	36	36	2.0	0	0	Chord	6/4	3	1	1/2	1/2	1	46					
7	7	38	38	0.0	1/2	1/2	FiguredBass	6/4	3	1	0					1	5	4#	
7	7	38	38	4.0	1/2	1/2	Chord	6/4	3	1	1	1	1	47					
8	8	42	42	4.0	0	0	Chord	6/4	1	1	1	1	1	48					
8	8	46	46	2.0	1	1	Chord	6/4	1	1	1/2	1/2	1	49					
8	8	42	42	4.0	0	0	Chord	6/4	2	1	1	1	1	50					
8	8	46	46	2.0	1	1	Chord	6/4	2	1	1/2	1/2	1	51					
8	8	42	42	0.0	0	0	FiguredBass	6/4	3	1	0					1	b		
8	8	42	42	4.0	0	0	Chord	6/4	3	1	1	1	1	52					
8	8	46	46	0.0	1	1	FiguredBass	6/4	3	1	0					1/2	6		
8	8	46	46	2.0	1	1	Chord	6/4	3	1	1/2	1/2	1	53					
9	9	48	48	2.0	0	0	Chord	6/4	1	1	1/2	1/2	1	54					
9	9	50	50	4.0	1/2	1/2	Chord	6/4	1	1	1	1	1	55					
9	9	48	48	2.0	0	0	Chord	6/4	2	1	1/2	1/2	1	56					
9	9	50	50	4.0	1/2	1/2	Chord	6/4	2	1	1	1	1	57					
9	9	48	48	2.0	0	0	Chord	6/4	3	1	1/2	1/2	1	58					
9	9	50	50	0.0	1/2	1/2	FiguredBass	6/4	3	1	0					1	6		
9	9	50	50	4.0	1/2	1/2	Chord	6/4	3	1	1	1	1	59					
10	10	54	54	6.0	0	0	Chord	6/4	1	1	3/2	1	3/2	60					
10	10	54	54	6.0	0	0	Chord	6/4	2	1	3/2	1	3/2	61					
10	10	54	54	0.0	0	0	FiguredBass	6/4	3	1	0					3/2	#		
10	10	54	54	6.0	0	0	Chord	6/4	3	1	3/2	1	3/2	62					
