mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
13	13	49	49	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	250					
13	13	201/4	201/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	251					
13	13	101/2	101/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	252					
13	13	203/4	203/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	253					
13	13	51	51	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	254					
13	13	48	48	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	255					
13	13	197/4	197/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	256					
13	13	99/2	99/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	257					
13	13	199/4	199/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	258					
13	13	50	50	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	259					
13	13	205/4	205/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	260					
13	13	103/2	103/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	261					
13	13	207/4	207/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	262					
13	13	48	48	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	263					
13	13	50	50	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	264					
13	13	48	48	0.0	0	0	FiguredBass	4/4	4	1	0					1/4	5		
13	13	48	48	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	265					
13	13	49	49	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/4	6		
13	13	50	50	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/4	7		
13	13	50	50	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	266					
13	13	51	51	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/4	6		
14	14	209/4	209/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	267					
14	14	105/2	105/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	268					
14	14	211/4	211/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	269					
14	14	53	53	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	270					
14	14	217/4	217/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	271					
14	14	109/2	109/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	272					
14	14	219/4	219/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	273					
14	14	55	55	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	274					
14	14	223/4	223/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	275					
14	14	52	52	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	276					
14	14	213/4	213/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	277					
14	14	107/2	107/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	278					
14	14	215/4	215/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	279					
14	14	54	54	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	280					
14	14	221/4	221/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	281					
14	14	111/2	111/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	282					
14	14	223/4	223/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	283					
14	14	52	52	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	284					
14	14	54	54	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	285					
14	14	52	52	0.0	0	0	FiguredBass	4/4	4	1	0					1/4	7		
14	14	52	52	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	286					
14	14	53	53	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/4	6		
14	14	54	54	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/4	7		
14	14	54	54	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	287					
14	14	55	55	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/4	6		
15	15	56	56	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	288					
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	289					
15	15	58	58	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	290					13
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	291					
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	292					
15	15	56	56	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	293					
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	294					
15	15	57	57	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	295					14
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	296					
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	297					
15	15	59	59	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	298					15
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	299					
15	15	56	56	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	300					
15	15	58	58	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	301					
15	15	56	56	0.0	0	0	FiguredBass	4/4	4	1	0					1/4	5		
15	15	56	56	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	302					
15	15	57	57	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/4	6		
15	15	58	58	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/8	7		
15	15	58	58	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	303					
15	15	117/2	117/2	0.0	5/8	5/8	FiguredBass	4/4	4	1	0					1/8	6		
16	16	60	60	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	304					16
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	305					
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	306					
16	16	62	62	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	307					17
16	16	125/2	125/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	308					
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	309					
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	310					
16	16	61	61	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	311					18
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	312					
16	16	249/4	249/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	313					
16	16	125/2	125/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	314					
16	16	251/4	251/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	315					
16	16	63	63	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	316					
16	16	253/4	253/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	317					
16	16	127/2	127/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	318					
16	16	255/4	255/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	319					
16	16	60	60	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	320					
16	16	62	62	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	321					
16	16	60	60	0.0	0	0	FiguredBass	4/4	4	1	0					1/8	7		
16	16	60	60	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	322					
16	16	121/2	121/2	0.0	1/8	1/8	FiguredBass	4/4	4	1	0					1/8	6		
16	16	62	62	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/8	7		
16	16	62	62	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	323					
16	16	125/2	125/2	0.0	5/8	5/8	FiguredBass	4/4	4	1	0					1/8	6		
17	17	64	64	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	324					19
17	17	129/2	129/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	325					
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	326					
17	17	66	66	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	327					20
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	328					
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	329					
17	17	64	64	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	330					
17	17	257/4	257/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	331					
17	17	129/2	129/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	332					
17	17	259/4	259/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	333					
17	17	65	65	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	334					
17	17	261/4	261/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	335					
17	17	131/2	131/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	336					
17	17	263/4	263/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	337					
17	17	66	66	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	338					
17	17	265/4	265/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	339					
17	17	133/2	133/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	340					
17	17	267/4	267/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	341					
17	17	67	67	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	342					
17	17	269/4	269/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	343					
17	17	135/2	135/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	344					
17	17	271/4	271/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	345					
17	17	64	64	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	346					
17	17	66	66	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	347					
17	17	64	64	0.0	0	0	FiguredBass	4/4	4	1	0					1/8	7		
17	17	64	64	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	348					
17	17	129/2	129/2	0.0	1/8	1/8	FiguredBass	4/4	4	1	0					1/8	6		
17	17	66	66	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/8	7		
17	17	66	66	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	349					
17	17	133/2	133/2	0.0	5/8	5/8	FiguredBass	4/4	4	1	0					1/8	6		
18	18	68	68	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	350					21
18	18	137/2	137/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	351					
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	352					
18	18	70	70	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	353					22
18	18	141/2	141/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	354					
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	355					
18	18	68	68	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	356					
18	18	273/4	273/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	357					
18	18	137/2	137/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	358					
18	18	275/4	275/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	359					
18	18	69	69	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	360					
18	18	277/4	277/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	361					
18	18	139/2	139/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	362					
18	18	279/4	279/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	363					
18	18	70	70	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	364					
18	18	281/4	281/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	365					
18	18	141/2	141/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	366					
18	18	283/4	283/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	367					
18	18	71	71	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	368					
18	18	285/4	285/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	369					
18	18	143/2	143/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	370					
18	18	287/4	287/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	371					
18	18	68	68	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	372					
18	18	70	70	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	373					
18	18	68	68	0.0	0	0	FiguredBass	4/4	4	1	0					1/8	7		
18	18	68	68	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	374					
18	18	137/2	137/2	0.0	1/8	1/8	FiguredBass	4/4	4	1	0					1/8	6		
18	18	69	69	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/4	6b		
18	18	70	70	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/8	b7		
18	18	70	70	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	375					
18	18	141/2	141/2	0.0	5/8	5/8	FiguredBass	4/4	4	1	0					1/8	6		
19	19	72	72	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	376					
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	377					
19	19	74	74	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	378					
19	19	297/4	297/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	379					
19	19	149/2	149/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	380					
19	19	299/4	299/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	381					
19	19	75	75	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	382					
19	19	301/4	301/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	383					
19	19	151/2	151/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	384					
19	19	303/4	303/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	385					
19	19	72	72	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	386					
19	19	289/4	289/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	387					
19	19	145/2	145/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	388					
19	19	291/4	291/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	389					
19	19	73	73	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	390					
19	19	293/4	293/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	391					
19	19	147/2	147/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	392					
19	19	295/4	295/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	393					
19	19	74	74	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	394					
19	19	149/2	149/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	395					
19	19	72	72	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	396					
19	19	74	74	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	397					
19	19	72	72	0.0	0	0	FiguredBass	4/4	4	1	0					1/4	7		
19	19	72	72	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	398					
19	19	73	73	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/4	6\		
19	19	74	74	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/4	5		
19	19	74	74	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	399					
20	20	76	76	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	400					
20	20	78	78	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	401					
20	20	313/4	313/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	402					
20	20	157/2	157/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	403					
20	20	315/4	315/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	404					
20	20	79	79	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	405					
20	20	317/4	317/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	406					
20	20	159/2	159/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	407					
20	20	319/4	319/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	408					
20	20	76	76	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	409					
20	20	305/4	305/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	410					
20	20	153/2	153/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	411					
20	20	307/4	307/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	412					
20	20	77	77	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	413					
20	20	309/4	309/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	414					
20	20	155/2	155/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	415					
20	20	311/4	311/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	416					
20	20	78	78	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	417					
20	20	76	76	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	418					
20	20	78	78	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	419					
20	20	76	76	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	420					
20	20	78	78	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	421					
21	21	80	80	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	422					
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	423					
21	21	82	82	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	424					23
21	21	165/2	165/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	425					
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	426					
21	21	80	80	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	427					
21	21	321/4	321/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	428					
21	21	161/2	161/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	429					
21	21	323/4	323/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	430					
21	21	81	81	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	431					
21	21	325/4	325/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	432					
21	21	163/2	163/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	433					
21	21	327/4	327/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	434					
21	21	82	82	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	435					
21	21	329/4	329/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	436					
21	21	165/2	165/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	437					
21	21	331/4	331/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	438					
21	21	83	83	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	439					
21	21	333/4	333/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	440					
21	21	167/2	167/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	441					
21	21	335/4	335/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	442					
21	21	80	80	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	443					
21	21	82	82	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	444					
21	21	80	80	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	445					
21	21	81	81	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/4	6		
21	21	82	82	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/8	7		
21	21	82	82	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	446					
21	21	165/2	165/2	0.0	5/8	5/8	FiguredBass	4/4	4	1	0					1/8	6		
22	22	84	84	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	447					
22	22	337/4	337/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	448					
22	22	169/2	169/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	449					
22	22	339/4	339/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	450					
22	22	85	85	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	451					
22	22	345/4	345/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	452					
22	22	173/2	173/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	453					
22	22	347/4	347/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	454					
22	22	87	87	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	455					
22	22	84	84	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	456					
22	22	341/4	341/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	457					
22	22	171/2	171/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	458					
22	22	343/4	343/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	459					
22	22	86	86	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	460					
22	22	349/4	349/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	461					
22	22	175/2	175/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	462					
22	22	351/4	351/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	463					
22	22	84	84	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	464					
22	22	86	86	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	465					
22	22	84	84	0.0	0	0	FiguredBass	4/4	4	1	0					1/4	5		
22	22	84	84	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	466					
22	22	85	85	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/4	6		
22	22	86	86	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/4	7		
22	22	86	86	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	467					
22	22	87	87	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/4	6		
23	23	88	88	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	468					
23	23	89	89	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	469					
23	23	90	90	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	470					
23	23	361/4	361/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	471					
23	23	181/2	181/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	472					
23	23	363/4	363/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	473					
23	23	91	91	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	474					
23	23	365/4	365/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	475					
23	23	183/2	183/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	476					
23	23	367/4	367/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	477					
23	23	88	88	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	478					
23	23	353/4	353/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	479					
23	23	177/2	177/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	480					
23	23	355/4	355/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	481					
23	23	89	89	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	482					
23	23	357/4	357/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	483					
23	23	179/2	179/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	484					
23	23	359/4	359/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	485					
23	23	90	90	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	486					
23	23	181/2	181/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	487					
23	23	183/2	183/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	488					
23	23	88	88	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	489					
23	23	90	90	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	490					
23	23	88	88	0.0	0	0	FiguredBass	4/4	4	1	0					1/4	7		
23	23	88	88	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	491					
23	23	89	89	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/4	6\		
23	23	90	90	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/4	5		
23	23	90	90	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	492					
23	23	91	91	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/4	6		
24	24	92	92	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	493					
24	24	185/2	185/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	494					
24	24	93	93	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	495					
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	496					
24	24	94	94	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	497					
24	24	377/4	377/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	498					
24	24	189/2	189/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	499					
24	24	379/4	379/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	500					
24	24	95	95	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	501					
24	24	381/4	381/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	502					
24	24	191/2	191/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	503					
24	24	383/4	383/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	504					
24	24	92	92	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	505					24
24	24	185/2	185/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	506					
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	507					
24	24	94	94	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	508					25
24	24	189/2	189/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	509					
