mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2
3	3	14	14	0.0	1/2	1/2	FiguredBass	3/2	4	1	0				3/4	6	
3	3	14	14	3.0	1/2	1/2	Chord	3/2	4	1	3/4	1/2	3/2	34			
3	3	17	17	1.0	5/4	5/4	Chord	3/2	4	1	1/4	1/4	1	35			
4	4	18	18	6.0	0	0	Chord	3/2	1	1	3/2	1	3/2	36			
4	4	18	18	6.0	0	0	Chord	3/2	2	1	3/2	1	3/2	37			
4	4	18	18	6.0	0	0	Chord	3/2	3	1	3/2	1	3/2	38			
4	4	18	18	0.0	0	0	FiguredBass	3/2	4	1	0				3/2	#	
4	4	18	18	6.0	0	0	Chord	3/2	4	1	3/2	1	3/2	39			
5	5	24	24	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	40			
5	5	26	26	3.0	1/2	1/2	Chord	3/2	1	1	3/4	1/2	3/2	41			
5	5	29	29	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	42			
5	5	24	24	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	43			
5	5	26	26	3.0	1/2	1/2	Chord	3/2	2	1	3/4	1/2	3/2	44			
5	5	29	29	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	45			
5	5	24	24	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	46			
5	5	26	26	3.0	1/2	1/2	Chord	3/2	3	1	3/4	1/2	3/2	47			
5	5	29	29	1.0	5/4	5/4	Chord	3/2	3	1	1/4	1/4	1	48			
5	5	24	24	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	49			
5	5	26	26	0.0	1/2	1/2	FiguredBass	3/2	4	1	0				3/4	6	
5	5	26	26	3.0	1/2	1/2	Chord	3/2	4	1	3/4	1/2	3/2	50			
5	5	29	29	1.0	5/4	5/4	Chord	3/2	4	1	1/4	1/4	1	51			
6	6	30	30	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	52			
6	6	32	32	3.0	1/2	1/2	Chord	3/2	1	1	3/4	1/2	3/2	53			
6	6	35	35	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	54			
6	6	30	30	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	55			
6	6	32	32	3.0	1/2	1/2	Chord	3/2	2	1	3/4	1/2	3/2	56			
6	6	35	35	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	57			
6	6	30	30	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	58			
6	6	32	32	3.0	1/2	1/2	Chord	3/2	3	1	3/4	1/2	3/2	59			
6	6	35	35	1.0	5/4	5/4	Chord	3/2	3	1	1/4	1/4	1	60			
6	6	30	30	0.0	0	0	FiguredBass	3/2	4	1	0				1/2	6	
6	6	30	30	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	61			
6	6	32	32	0.0	1/2	1/2	FiguredBass	3/2	4	1	0				3/4	7	#
6	6	32	32	3.0	1/2	1/2	Chord	3/2	4	1	3/4	1/2	3/2	62			
6	6	35	35	0.0	5/4	5/4	FiguredBass	3/2	4	1	0				1/4	6	
6	6	35	35	1.0	5/4	5/4	Chord	3/2	4	1	1/4	1/4	1	63			
7	7	36	36	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	64			
7	7	38	38	3.0	1/2	1/2	Chord	3/2	1	1	3/4	1/2	3/2	65			
7	7	41	41	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	66			
7	7	36	36	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	67			
7	7	38	38	3.0	1/2	1/2	Chord	3/2	2	1	3/4	1/2	3/2	68			
7	7	41	41	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	69			
7	7	36	36	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	70			
7	7	38	38	3.0	1/2	1/2	Chord	3/2	3	1	3/4	1/2	3/2	71			
7	7	41	41	1.0	5/4	5/4	Chord	3/2	3	1	1/4	1/4	1	72			
7	7	36	36	0.0	0	0	FiguredBass	3/2	4	1	0				1/2	7	5
7	7	36	36	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	73			
7	7	38	38	0.0	1/2	1/2	FiguredBass	3/2	4	1	0				3/4	5	4
7	7	38	38	3.0	1/2	1/2	Chord	3/2	4	1	3/4	1/2	3/2	74			
7	7	41	41	0.0	5/4	5/4	FiguredBass	3/2	4	1	0				1/4	#	
7	7	41	41	1.0	5/4	5/4	Chord	3/2	4	1	1/4	1/4	1	75			
8	8	42	42	6.0	0	0	Chord	3/2	1	1	3/2	1	3/2	76			
8	8	42	42	6.0	0	0	Chord	3/2	2	1	3/2	1	3/2	77			
8	8	42	42	6.0	0	0	Chord	3/2	3	1	3/2	1	3/2	78			
8	8	42	42	6.0	0	0	Chord	3/2	4	1	3/2	1	3/2	79			
9	9	48	48	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	80			
9	9	50	50	3.0	1/2	1/2	Chord	3/2	1	1	3/4	1/2	3/2	81			
9	9	53	53	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	82			
9	9	48	48	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	83			
9	9	50	50	3.0	1/2	1/2	Chord	3/2	2	1	3/4	1/2	3/2	84			
9	9	53	53	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	85			
9	9	48	48	6.0	0	0	Chord	3/2	3	1	3/2	1	3/2	86			
9	9	48	48	6.0	0	0	Chord	3/2	4	1	3/2	1	3/2	87			
10	10	54	54	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	88			
10	10	56	56	3.0	1/2	1/2	Chord	3/2	1	1	3/4	1/2	3/2	89			
10	10	59	59	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	90			
10	10	54	54	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	91			
10	10	56	56	3.0	1/2	1/2	Chord	3/2	2	1	3/4	1/2	3/2	92			
10	10	59	59	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	93			
10	10	54	54	6.0	0	0	Chord	3/2	3	1	3/2	1	3/2	94			
10	10	54	54	0.0	0	0	FiguredBass	3/2	4	1	0				3/2	6	
10	10	54	54	6.0	0	0	Chord	3/2	4	1	3/2	1	3/2	95			
11	11	60	60	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	96			
11	11	62	62	3.0	1/2	1/2	Chord	3/2	1	1	3/4	1/2	3/2	97			
11	11	65	65	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	98			
11	11	60	60	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	99			
11	11	62	62	3.0	1/2	1/2	Chord	3/2	2	1	3/4	1/2	3/2	100			
11	11	65	65	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	101			
11	11	60	60	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	102			
11	11	62	62	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	103			
11	11	60	60	0.0	0	0	FiguredBass	3/2	4	1	0				1/2	7	
11	11	60	60	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	104			
11	11	62	62	0.0	1/2	1/2	FiguredBass	3/2	4	1	0				1	7	#
11	11	62	62	4.0	1/2	1/2	Chord	3/2	4	1	1	1	1	105			
12	12	66	66	6.0	0	0	Chord	3/2	1	1	3/2	1	3/2	106			
12	12	66	66	6.0	0	0	Chord	3/2	2	1	3/2	1	3/2	107			
12	12	66	66	6.0	0	0	Chord	3/2	3	1	3/2	1	3/2	108			
12	12	66	66	0.0	0	0	FiguredBass	3/2	4	1	0				3/2	#	
12	12	66	66	6.0	0	0	Chord	3/2	4	1	3/2	1	3/2	109			
13	13	72	72	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	110			
13	13	74	74	3.0	1/2	1/2	Chord	3/2	1	1	3/4	1/2	3/2	111			
13	13	77	77	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	112			
13	13	72	72	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	113			
13	13	74	74	3.0	1/2	1/2	Chord	3/2	2	1	3/4	1/2	3/2	114			
13	13	77	77	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	115			
13	13	72	72	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	116			
13	13	74	74	3.0	1/2	1/2	Chord	3/2	3	1	3/4	1/2	3/2	117			
13	13	77	77	1.0	5/4	5/4	Chord	3/2	3	1	1/4	1/4	1	118			
13	13	72	72	0.0	0	0	FiguredBass	3/2	4	1	0				1/2	#	
13	13	72	72	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	119			
13	13	74	74	0.0	1/2	1/2	FiguredBass	3/2	4	1	0				3/4	6	
13	13	74	74	3.0	1/2	1/2	Chord	3/2	4	1	3/4	1/2	3/2	120			
13	13	77	77	0.0	5/4	5/4	FiguredBass	3/2	4	1	0				1/4	6\	#
13	13	77	77	1.0	5/4	5/4	Chord	3/2	4	1	1/4	1/4	1	121			
14	14	78	78	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	122			
14	14	80	80	3.0	1/2	1/2	Chord	3/2	1	1	3/4	1/2	3/2	123			
14	14	83	83	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	124			
14	14	78	78	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	125			
14	14	80	80	3.0	1/2	1/2	Chord	3/2	2	1	3/4	1/2	3/2	126			
14	14	83	83	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	127			
14	14	78	78	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	128			
14	14	80	80	3.0	1/2	1/2	Chord	3/2	3	1	3/4	1/2	3/2	129			
14	14	83	83	1.0	5/4	5/4	Chord	3/2	3	1	1/4	1/4	1	130			
14	14	78	78	0.0	0	0	FiguredBass	3/2	4	1	0				1/2	7\	
14	14	78	78	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	131			
14	14	80	80	0.0	1/2	1/2	FiguredBass	3/2	4	1	0				3/4	6	4+
14	14	80	80	3.0	1/2	1/2	Chord	3/2	4	1	3/4	1/2	3/2	132			
14	14	83	83	0.0	5/4	5/4	FiguredBass	3/2	4	1	0				1/4	6	
14	14	83	83	1.0	5/4	5/4	Chord	3/2	4	1	1/4	1/4	1	133			
15	15	84	84	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	134			
15	15	86	86	3.0	1/2	1/2	Chord	3/2	1	1	3/4	1/2	3/2	135			
15	15	89	89	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	136			
15	15	84	84	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	137			
15	15	86	86	3.0	1/2	1/2	Chord	3/2	2	1	3/4	1/2	3/2	138			
15	15	89	89	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	139			
15	15	84	84	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	140			
15	15	86	86	3.0	1/2	1/2	Chord	3/2	3	1	3/4	1/2	3/2	141			
15	15	89	89	1.0	5/4	5/4	Chord	3/2	3	1	1/4	1/4	1	142			
15	15	84	84	0.0	0	0	FiguredBass	3/2	4	1	0				1/2	7\	5
15	15	84	84	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	143			
15	15	86	86	0.0	1/2	1/2	FiguredBass	3/2	4	1	0				1/2	5	4
15	15	86	86	2.0	1/2	1/2	Chord	3/2	4	1	1/2	1/2	1	144			
15	15	88	88	0.0	1	1	FiguredBass	3/2	4	1	0				1/2	#	
15	15	88	88	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	145			
16	16	90	90	6.0	0	0	Chord	3/2	1	1	3/2	1	3/2	146			
16	16	90	90	6.0	0	0	Chord	3/2	2	1	3/2	1	3/2	147			
16	16	90	90	6.0	0	0	Chord	3/2	3	1	3/2	1	3/2	148			
16	16	90	90	0.0	0	0	FiguredBass	3/2	4	1	0				3/2	#	
16	16	90	90	6.0	0	0	Chord	3/2	4	1	3/2	1	3/2	149			
17	17	96	96	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	150			
17	17	98	98	3.0	1/2	1/2	Chord	3/2	1	1	3/4	1/2	3/2	151			
17	17	101	101	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	152			
17	17	96	96	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	153			
17	17	98	98	3.0	1/2	1/2	Chord	3/2	2	1	3/4	1/2	3/2	154			
17	17	101	101	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	155			
17	17	96	96	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	156			
17	17	98	98	3.0	1/2	1/2	Chord	3/2	3	1	3/4	1/2	3/2	157			
17	17	101	101	1.0	5/4	5/4	Chord	3/2	3	1	1/4	1/4	1	158			
17	17	96	96	0.0	0	0	FiguredBass	3/2	4	1	0				1/2	#	
17	17	96	96	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	159			
17	17	98	98	0.0	1/2	1/2	FiguredBass	3/2	4	1	0				3/4	6	
17	17	98	98	3.0	1/2	1/2	Chord	3/2	4	1	3/4	1/2	3/2	160			
17	17	101	101	0.0	5/4	5/4	FiguredBass	3/2	4	1	0				1/4	5	
17	17	101	101	1.0	5/4	5/4	Chord	3/2	4	1	1/4	1/4	1	161			
18	18	102	102	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	162			
18	18	104	104	3.0	1/2	1/2	Chord	3/2	1	1	3/4	1/2	3/2	163			
18	18	107	107	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	164			
18	18	102	102	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	165			
18	18	104	104	3.0	1/2	1/2	Chord	3/2	2	1	3/4	1/2	3/2	166			
18	18	107	107	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	167			
18	18	102	102	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	168			
18	18	104	104	3.0	1/2	1/2	Chord	3/2	3	1	3/4	1/2	3/2	169			
18	18	107	107	1.0	5/4	5/4	Chord	3/2	3	1	1/4	1/4	1	170			
18	18	102	102	0.0	0	0	FiguredBass	3/2	4	1	0				1/2	5	4
18	18	102	102	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	171			
18	18	104	104	0.0	1/2	1/2	FiguredBass	3/2	4	1	0				3/4	3	
18	18	104	104	3.0	1/2	1/2	Chord	3/2	4	1	3/4	1/2	3/2	172			
18	18	107	107	1.0	5/4	5/4	Chord	3/2	4	1	1/4	1/4	1	173			
19	19	108	108	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	174			
19	19	110	110	3.0	1/2	1/2	Chord	3/2	1	1	3/4	1/2	3/2	175			
19	19	113	113	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	176			
19	19	108	108	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	177			
19	19	110	110	3.0	1/2	1/2	Chord	3/2	2	1	3/4	1/2	3/2	178			
19	19	113	113	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	179			
19	19	108	108	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	180			
19	19	110	110	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	181			
19	19	108	108	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	182			
19	19	110	110	0.0	1/2	1/2	FiguredBass	3/2	4	1	0				3/4	6\	
19	19	110	110	4.0	1/2	1/2	Chord	3/2	4	1	1	1	1	183			
19	19	113	113	0.0	5/4	5/4	FiguredBass	3/2	4	1	0				1/4	5	
20	20	114	114	6.0	0	0	Chord	3/2	1	1	3/2	1	3/2	184			
20	20	114	114	6.0	0	0	Chord	3/2	2	1	3/2	1	3/2	185			
20	20	114	114	6.0	0	0	Chord	3/2	3	1	3/2	1	3/2	186			
20	20	114	114	0.0	0	0	FiguredBass	3/2	4	1	0				3/2	#	
20	20	114	114	6.0	0	0	Chord	3/2	4	1	3/2	1	3/2	187			
21	21	120	120	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	188			
21	21	122	122	3.0	1/2	1/2	Chord	3/2	1	1	3/4	1/2	3/2	189			
21	21	125	125	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	190			
21	21	120	120	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	191			
21	21	122	122	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	192			
21	21	120	120	0.0	0	0	FiguredBass	3/2	4	1	0				1/2	6	
21	21	120	120	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	193			
21	21	122	122	0.0	1/2	1/2	FiguredBass	3/2	4	1	0				1/2	b6	
21	21	122	122	4.0	1/2	1/2	Chord	3/2	4	1	1	1	1	194			
21	21	124	124	0.0	1	1	FiguredBass	3/2	4	1	0				1/2	5	
22	22	126	126	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	195			
22	22	128	128	3.0	1/2	1/2	Chord	3/2	1	1	3/4	1/2	3/2	196			
22	22	131	131	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	197			
22	22	126	126	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	198			
22	22	128	128	3.0	1/2	1/2	Chord	3/2	2	1	3/4	1/2	3/2	199			
22	22	131	131	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	200			
22	22	126	126	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	201			
22	22	128	128	3.0	1/2	1/2	Chord	3/2	3	1	3/4	1/2	3/2	202			
22	22	131	131	1.0	5/4	5/4	Chord	3/2	3	1	1/4	1/4	1	203			
22	22	126	126	0.0	0	0	FiguredBass	3/2	4	1	0				1/2	#	
22	22	126	126	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	204			
22	22	128	128	0.0	1/2	1/2	FiguredBass	3/2	4	1	0				3/4	6	
22	22	128	128	3.0	1/2	1/2	Chord	3/2	4	1	3/4	1/2	3/2	205			
22	22	131	131	0.0	5/4	5/4	FiguredBass	3/2	4	1	0				1/4	6	
22	22	131	131	1.0	5/4	5/4	Chord	3/2	4	1	1/4	1/4	1	206			
23	23	132	132	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	207			
23	23	134	134	3.0	1/2	1/2	Chord	3/2	1	1	3/4	1/2	3/2	208			
23	23	137	137	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	209			
23	23	132	132	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	210			
23	23	134	134	3.0	1/2	1/2	Chord	3/2	2	1	3/4	1/2	3/2	211			
23	23	137	137	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	212			
23	23	132	132	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	213			
23	23	134	134	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	214			
23	23	132	132	0.0	0	0	FiguredBass	3/2	4	1	0				1/2	7	5
23	23	132	132	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	215			
23	23	134	134	0.0	1/2	1/2	FiguredBass	3/2	4	1	0				1/2	5	4
23	23	134	134	4.0	1/2	1/2	Chord	3/2	4	1	1	1	1	216			
23	23	136	136	0.0	1	1	FiguredBass	3/2	4	1	0				1/2	#	
24	24	138	138	6.0	0	0	Chord	3/2	1	1	3/2	1	3/2	217			
24	24	138	138	6.0	0	0	Chord	3/2	2	1	3/2	1	3/2	218			
24	24	138	138	6.0	0	0	Chord	3/2	3	1	3/2	1	3/2	219			
24	24	138	138	6.0	0	0	Chord	3/2	4	1	3/2	1	3/2	220			
25	25	144	144	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	221			
25	25	146	146	3.0	1/2	1/2	Chord	3/2	1	1	3/4	1/2	3/2	222			
25	25	149	149	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	223			
25	25	144	144	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	224			
25	25	146	146	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	225			
25	25	144	144	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	226			
25	25	146	146	0.0	1/2	1/2	FiguredBass	3/2	4	1	0				1	6	
25	25	146	146	4.0	1/2	1/2	Chord	3/2	4	1	1	1	1	227			
26	26	150	150	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	228			
26	26	152	152	4.0	1/2	1/2	Chord	3/2	1	1	1	1	1	229			
26	26	150	150	6.0	0	0	Chord	3/2	3	1	3/2	1	3/2	230			
26	26	150	150	6.0	0	0	Chord	3/2	4	1	3/2	1	3/2	231			
27	27	156	156	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	232			
27	27	158	158	3.0	1/2	1/2	Chord	3/2	1	1	3/4	1/2	3/2	233			
27	27	161	161	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	234			
27	27	156	156	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	235			
27	27	158	158	3.0	1/2	1/2	Chord	3/2	2	1	3/4	1/2	3/2	236			
27	27	161	161	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	237			
27	27	156	156	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	238			
27	27	158	158	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	239			
27	27	156	156	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	240			
27	27	158	158	0.0	1/2	1/2	FiguredBass	3/2	4	1	0				1	6	
27	27	158	158	4.0	1/2	1/2	Chord	3/2	4	1	1	1	1	241			
28	28	162	162	6.0	0	0	Chord	3/2	1	1	3/2	1	3/2	242			
28	28	162	162	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	243			
28	28	164	164	4.0	1/2	1/2	Chord	3/2	2	1	1	1	1	244			
28	28	162	162	6.0	0	0	Chord	3/2	3	1	3/2	1	3/2	245			
28	28	162	162	0.0	0	0	FiguredBass	3/2	4	1	0				3/2	#	
28	28	162	162	6.0	0	0	Chord	3/2	4	1	3/2	1	3/2	246			
29	29	168	168	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	247			
29	29	170	170	3.0	1/2	1/2	Chord	3/2	1	1	3/4	1/2	3/2	248			
29	29	173	173	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	249			
29	29	168	168	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	250			
29	29	170	170	3.0	1/2	1/2	Chord	3/2	2	1	3/4	1/2	3/2	251			
29	29	173	173	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	252			
29	29	168	168	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	253			
29	29	170	170	3.0	1/2	1/2	Chord	3/2	3	1	3/4	1/2	3/2	254			
29	29	173	173	1.0	5/4	5/4	Chord	3/2	3	1	1/4	1/4	1	255			
29	29	168	168	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	256			
29	29	170	170	0.0	1/2	1/2	FiguredBass	3/2	4	1	0				3/4	6	
29	29	170	170	3.0	1/2	1/2	Chord	3/2	4	1	3/4	1/2	3/2	257			
29	29	173	173	0.0	5/4	5/4	FiguredBass	3/2	4	1	0				1/4	6	#
29	29	173	173	1.0	5/4	5/4	Chord	3/2	4	1	1/4	1/4	1	258			
30	30	174	174	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	259			
30	30	176	176	3.0	1/2	1/2	Chord	3/2	1	1	3/4	1/2	3/2	260			
30	30	179	179	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	261			
30	30	174	174	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	262			
30	30	176	176	3.0	1/2	1/2	Chord	3/2	2	1	3/4	1/2	3/2	263			
30	30	179	179	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	264			
30	30	174	174	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	265			
30	30	176	176	3.0	1/2	1/2	Chord	3/2	3	1	3/4	1/2	3/2	266			
30	30	179	179	1.0	5/4	5/4	Chord	3/2	3	1	1/4	1/4	1	267			
30	30	174	174	0.0	0	0	FiguredBass	3/2	4	1	0				1/2	7	
