mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3
18	18	51	51	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	249									
18	18	103/2	103/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	250									
18	18	52	52	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	251									
18	18	105/2	105/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	252									
18	18	51	51	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	253									
18	18	52	52	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	254									
18	18	105/2	105/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	255									
18	18	53	53	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	256									
18	18	107/2	107/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	257									
18	18	51	51	0.0	0	0	FiguredBass	6/8	4	1	0									1/4	6		
18	18	51	51	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	258									
18	18	52	52	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	259									
18	18	105/2	105/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									1/8	7		
18	18	105/2	105/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	260									
18	18	53	53	0.0	1/2	1/2	FiguredBass	6/8	4	1	0									1/8	7	#	
18	18	53	53	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	261									
18	18	107/2	107/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	262									
19	19	54	54	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	263									
19	19	109/2	109/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	264									
19	19	55	55	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	265									
19	19	111/2	111/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	266									
19	19	56	56	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	267									
19	19	56	56	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	268									
19	19	113/2	113/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	269									
19	19	54	54	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	270									
19	19	55	55	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	271									
19	19	111/2	111/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	272									
19	19	113/2	113/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	273									
19	19	54	54	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	9	#	
19	19	54	54	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	274									
19	19	109/2	109/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0									1/8	8		
19	19	55	55	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	275									
19	19	111/2	111/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									1/8	9	5	
19	19	111/2	111/2	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	276									
19	19	56	56	0.0	1/2	1/2	FiguredBass	6/8	4	1	0									1/8	8	6	
19	19	113/2	113/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	277									
20	20	57	57	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	278									
20	20	115/2	115/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	279									
20	20	58	58	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	280									
20	20	117/2	117/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	281									
20	20	119/2	119/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	282									
20	20	57	57	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	283									
20	20	115/2	115/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	284									
20	20	58	58	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	285									
20	20	117/2	117/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	286									
20	20	59	59	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	287									
20	20	119/2	119/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	288									
20	20	57	57	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	289									
20	20	115/2	115/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	290									
20	20	58	58	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	291									
20	20	117/2	117/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	292									
20	20	59	59	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	293									
20	20	119/2	119/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	294									
20	20	57	57	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	7	#	
20	20	57	57	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	295									
20	20	115/2	115/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0									1/8	5\		
20	20	115/2	115/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	296									
20	20	58	58	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	297									
20	20	117/2	117/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	298									
20	20	59	59	0.0	1/2	1/2	FiguredBass	6/8	4	1	0									1/8	#		
20	20	59	59	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	299									
20	20	119/2	119/2	0.0	5/8	5/8	FiguredBass	6/8	4	1	0									1/8	5\		
20	20	119/2	119/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	300									
21	21	60	60	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	301									
21	21	121/2	121/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4	1/4	1	302									
21	21	123/2	123/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	303									
21	21	60	60	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	304									
21	21	121/2	121/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4	1/4	1	305									
21	21	123/2	123/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	306									
21	21	62	62	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	307									
21	21	125/2	125/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	308									
21	21	60	60	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	309									
21	21	121/2	121/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	310									
21	21	61	61	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	311									
21	21	123/2	123/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	312									
21	21	62	62	1.0	1/2	1/2	Chord	6/8	3	1	1/4	1/4	1	313									
21	21	60	60	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	#7		
21	21	60	60	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	314									
21	21	121/2	121/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0									1/8	#		
21	21	121/2	121/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	315									
21	21	61	61	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	316									
21	21	123/2	123/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									1/8	#		
21	21	123/2	123/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	317									
21	21	62	62	0.0	1/2	1/2	FiguredBass	6/8	4	1	0									1/8	5		
21	21	62	62	1.0	1/2	1/2	Chord	6/8	4	1	1/4	1/4	1	318									
21	21	125/2	125/2	0.0	5/8	5/8	FiguredBass	6/8	4	1	0									1/8	6		
22	22	65	65	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	319									
22	22	131/2	131/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	320									
22	22	63	63	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	321									
22	22	127/2	127/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	322									
22	22	64	64	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	323									
22	22	129/2	129/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	324									
22	22	65	65	1.0	1/2	1/2	Chord	6/8	2	1	1/4	1/4	1	325									
22	22	63	63	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	326									
22	22	127/2	127/2	1.5	1/8	1/8	Chord	6/8	3	1	3/8	1/4	3/2	327									
22	22	65	65	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	328									
22	22	131/2	131/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	329									
22	22	63	63	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	4	2	
22	22	63	63	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	330									
22	22	127/2	127/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0									1/8	6		
22	22	127/2	127/2	1.5	1/8	1/8	Chord	6/8	4	1	3/8	1/4	3/2	331									
22	22	64	64	0.0	1/4	1/4	FiguredBass	6/8	4	1	0									1/4	4+	2	
22	22	65	65	0.0	1/2	1/2	FiguredBass	6/8	4	1	0									1/8	6		
22	22	65	65	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	332									
22	22	131/2	131/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	333									
23	23	66	66	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	334									
23	23	133/2	133/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	335									
23	23	67	67	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	336									
23	23	135/2	135/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	337									
23	23	68	68	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	338									
23	23	66	66	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	339									
23	23	133/2	133/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4	1/4	1	340									
23	23	68	68	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	341									
23	23	137/2	137/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	342									
23	23	66	66	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	343									
23	23	133/2	133/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	344									
23	23	67	67	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	345									
23	23	68	68	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	346									
23	23	137/2	137/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	347									
23	23	66	66	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	7		
23	23	66	66	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	348									
23	23	133/2	133/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0									1/8	#		
23	23	133/2	133/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	349									
23	23	67	67	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	350									
23	23	68	68	0.0	1/2	1/2	FiguredBass	6/8	4	1	0									1/8	6		
23	23	68	68	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	351									
23	23	137/2	137/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	352									
24	24	69	69	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	353									
24	24	139/2	139/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4	1/4	1	354									
24	24	71	71	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	355									
24	24	143/2	143/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	356									
24	24	69	69	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	357									
24	24	139/2	139/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	358									
24	24	70	70	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	359									
24	24	141/2	141/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	360									
24	24	71	71	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	361									
24	24	143/2	143/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	362									
24	24	69	69	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	363									
24	24	139/2	139/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	364									
24	24	70	70	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	365									
24	24	141/2	141/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	366									
24	24	71	71	1.0	1/2	1/2	Chord	6/8	3	1	1/4	1/4	1	367									
24	24	69	69	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	7		
24	24	69	69	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	368									
24	24	139/2	139/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0									1/8	3		
24	24	139/2	139/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	369									
24	24	70	70	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	370									
24	24	141/2	141/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	371									
24	24	71	71	0.0	1/2	1/2	FiguredBass	6/8	4	1	0									1/8	5		
24	24	71	71	1.0	1/2	1/2	Chord	6/8	4	1	1/4	1/4	1	372									
24	24	143/2	143/2	0.0	5/8	5/8	FiguredBass	6/8	4	1	0									1/8	6		
25	25	72	72	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	373									
25	25	145/2	145/2	1.5	1/8	1/8	Chord	6/8	1	1	3/8	1/4	3/2	374									
25	25	74	74	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	375									
25	25	149/2	149/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	376									
25	25	72	72	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	377									
25	25	145/2	145/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	378									
25	25	73	73	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	379									
25	25	147/2	147/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	380									
25	25	149/2	149/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	381									
25	25	72	72	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	382									
25	25	145/2	145/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	383									
25	25	73	73	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	384									
25	25	147/2	147/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	385									
25	25	74	74	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	386									
25	25	149/2	149/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	387									
25	25	72	72	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	4+	2	
25	25	72	72	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	388									
25	25	145/2	145/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0									1/8	6		
25	25	145/2	145/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	389									
25	25	73	73	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	390									
25	25	147/2	147/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									1/8	7		
25	25	147/2	147/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	391									
25	25	74	74	0.0	1/2	1/2	FiguredBass	6/8	4	1	0									1/8	7	#	
25	25	74	74	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	392									
25	25	149/2	149/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	393									
26	26	75	75	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	394									
26	26	153/2	153/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	395									
26	26	75	75	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	396									
26	26	151/2	151/2	1.5	1/8	1/8	Chord	6/8	2	1	3/8	1/4	3/2	397									
26	26	77	77	1.0	1/2	1/2	Chord	6/8	2	1	1/4	1/4	1	398									
26	26	75	75	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	399									
26	26	151/2	151/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	400									
26	26	76	76	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	401									
26	26	153/2	153/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	402									
26	26	77	77	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	403									
26	26	155/2	155/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	404									
26	26	75	75	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	9		
26	26	75	75	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	405									
26	26	151/2	151/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0									1/8	6		
26	26	151/2	151/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	406									
26	26	76	76	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	407									
26	26	153/2	153/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									1/8	5	4	
26	26	153/2	153/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	408									
26	26	77	77	0.0	1/2	1/2	FiguredBass	6/8	4	1	0									1/8	6	5	#
26	26	77	77	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	409									
26	26	155/2	155/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	410									
27	27	78	78	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	411									
27	27	79	79	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	412									
27	27	159/2	159/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	413									
27	27	80	80	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	414									
27	27	78	78	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	415									
27	27	157/2	157/2	1.5	1/8	1/8	Chord	6/8	2	1	3/8	1/4	3/2	416									
27	27	80	80	1.0	1/2	1/2	Chord	6/8	2	1	1/4	1/4	1	417									
27	27	78	78	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	418									
27	27	157/2	157/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	419									
27	27	79	79	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	420									
27	27	159/2	159/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	421									
27	27	80	80	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	422									
27	27	161/2	161/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	423									
27	27	78	78	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	9		
27	27	78	78	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	424									
27	27	157/2	157/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0									1/8	6		
27	27	157/2	157/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	425									
27	27	79	79	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	426									
27	27	159/2	159/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									1/8	6\	5	
27	27	159/2	159/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	427									
27	27	80	80	0.0	1/2	1/2	FiguredBass	6/8	4	1	0									1/8	#		
27	27	80	80	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	428									
27	27	161/2	161/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	429									
28	28	81	81	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	430									
28	28	163/2	163/2	1.5	1/8	1/8	Chord	6/8	1	1	3/8	1/4	3/2	431									
28	28	83	83	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	432									
28	28	167/2	167/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	433									
28	28	81	81	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	434									
28	28	82	82	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	435									
28	28	165/2	165/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	436									
28	28	83	83	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	437									
28	28	167/2	167/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	438									
28	28	81	81	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	439									
28	28	82	82	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	440									
28	28	165/2	165/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	441									
28	28	83	83	1.0	1/2	1/2	Chord	6/8	3	1	1/4	1/4	1	442									
28	28	81	81	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	5		
28	28	81	81	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	443									
28	28	163/2	163/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0									1/8	6		
28	28	82	82	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	444									
28	28	165/2	165/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									1/8	5		
28	28	165/2	165/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	445									
28	28	83	83	0.0	1/2	1/2	FiguredBass	6/8	4	1	0									1/8	5		
28	28	83	83	1.0	1/2	1/2	Chord	6/8	4	1	1/4	1/4	1	446									
28	28	167/2	167/2	0.0	5/8	5/8	FiguredBass	6/8	4	1	0									1/8	6		
29	29	84	84	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	447									
29	29	169/2	169/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	448									
29	29	85	85	1.0	1/4	1/4	Chord	6/8	1	1	1/4	1/4	1	449									
29	29	86	86	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	450									
29	29	173/2	173/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	451									
29	29	84	84	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	452									
29	29	169/2	169/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	453									
29	29	85	85	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	454									
29	29	171/2	171/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	455									
29	29	86	86	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	456									
29	29	173/2	173/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	457									
29	29	84	84	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	458									
29	29	169/2	169/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	459									
29	29	85	85	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	460									
29	29	171/2	171/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	461									
29	29	86	86	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	462									
29	29	173/2	173/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	463									
29	29	84	84	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	4	2	
29	29	84	84	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	464									
29	29	169/2	169/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0									1/8	6		
29	29	169/2	169/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	465									
29	29	85	85	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	466									
29	29	171/2	171/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									1/8	7		
29	29	171/2	171/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	467									
29	29	86	86	0.0	1/2	1/2	FiguredBass	6/8	4	1	0									1/8	b		
29	29	86	86	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	468									
29	29	173/2	173/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	469									
30	30	87	87	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	470									
30	30	175/2	175/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	471									
30	30	88	88	1.0	1/4	1/4	Chord	6/8	1	1	1/4	1/4	1	472									
30	30	89	89	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	473									
30	30	179/2	179/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	474									
30	30	87	87	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	475									
30	30	175/2	175/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	476									
30	30	88	88	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	477									
30	30	177/2	177/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	478									
30	30	89	89	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	479									
30	30	179/2	179/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	480									
30	30	87	87	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	481									
30	30	175/2	175/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	482									
30	30	88	88	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	483									
30	30	177/2	177/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	484									
30	30	89	89	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	485									
30	30	179/2	179/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	486									
30	30	87	87	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	4	2	
30	30	87	87	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	487									
30	30	175/2	175/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0									1/8	6		
30	30	175/2	175/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	488									
30	30	88	88	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	489									
30	30	177/2	177/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									1/8	7		
30	30	177/2	177/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	490									
30	30	89	89	0.0	1/2	1/2	FiguredBass	6/8	4	1	0									1/8	5\		
30	30	89	89	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	491									
30	30	179/2	179/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	492									
31	31	90	90	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	493									
31	31	91	91	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	494									
31	31	183/2	183/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	495									
31	31	92	92	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	496									
