mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3
5	5	29/2	29/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	34									
6	6	15	15	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	35									
6	6	31/2	31/2	1.5	1/8	1/8	Chord	6/8	1	1	3/8	1/4	3/2	36									
6	6	17	17	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	37									
6	6	15	15	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	38									
6	6	31/2	31/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	39									
6	6	16	16	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	40									
6	6	33/2	33/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	41									
6	6	17	17	1.0	1/2	1/2	Chord	6/8	2	1	1/4	1/4	1	42									
6	6	17	17	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	43									
6	6	35/2	35/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	44									
6	6	17	17	0.0	1/2	1/2	FiguredBass	6/8	4	1	0									1/8	6		
6	6	17	17	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	45									
6	6	35/2	35/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	46									
7	7	18	18	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	47									
7	7	39/2	39/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	48									
7	7	20	20	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	49									
7	7	41/2	41/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	50									
7	7	18	18	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	51									
7	7	37/2	37/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4	1/4	1	52									
7	7	39/2	39/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	53									
7	7	20	20	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	54									
7	7	41/2	41/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	55									
7	7	18	18	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	56									
7	7	37/2	37/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	57									
7	7	19	19	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	58									
7	7	39/2	39/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	59									
7	7	20	20	1.0	1/2	1/2	Chord	6/8	3	1	1/4	1/4	1	60									
7	7	18	18	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	6	5	
7	7	18	18	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	61									
7	7	37/2	37/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0									1/8	6\		
7	7	37/2	37/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	62									
7	7	19	19	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	63									
7	7	39/2	39/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	64									
7	7	20	20	0.0	1/2	1/2	FiguredBass	6/8	4	1	0									1/8	5		
7	7	20	20	1.0	1/2	1/2	Chord	6/8	4	1	1/4	1/4	1	65									
7	7	41/2	41/2	0.0	5/8	5/8	FiguredBass	6/8	4	1	0									1/8	6		
8	8	21	21	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	66									
8	8	43/2	43/2	1.5	1/8	1/8	Chord	6/8	1	1	3/8	1/4	3/2	67									
8	8	23	23	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	68									
8	8	21	21	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	69									
8	8	43/2	43/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	70									
8	8	22	22	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	71									
8	8	45/2	45/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	72									
8	8	21	21	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	73									
8	8	43/2	43/2	1.0	1/8	1/8	Chord	6/8	3	1	1/4	1/4	1	74									
8	8	45/2	45/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	75									
8	8	23	23	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	76									
8	8	47/2	47/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	77									
8	8	21	21	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	4	2	
8	8	21	21	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	78									
8	8	43/2	43/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0									1/8	5		
8	8	43/2	43/2	1.0	1/8	1/8	Chord	6/8	4	1	1/4	1/4	1	79									
8	8	22	22	0.0	1/4	1/4	FiguredBass	6/8	4	1	0									1/8	6		
8	8	45/2	45/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									1/8	9		
8	8	45/2	45/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	80									
8	8	23	23	0.0	1/2	1/2	FiguredBass	6/8	4	1	0									1/8	6		
8	8	23	23	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	81									
8	8	47/2	47/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	82									
9	9	24	24	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	83									
9	9	49/2	49/2	1.5	1/8	1/8	Chord	6/8	1	1	3/8	1/4	3/2	84									
9	9	26	26	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	85									
9	9	24	24	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	86									
9	9	51/2	51/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	87									
9	9	24	24	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	88									
9	9	49/2	49/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	89									
9	9	25	25	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	90									
9	9	51/2	51/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	91									
9	9	26	26	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	92									
9	9	53/2	53/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	93									
9	9	24	24	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	5	4	
9	9	24	24	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	94									
9	9	49/2	49/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0									1/8	6		
9	9	49/2	49/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	95									
9	9	25	25	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	96									
9	9	51/2	51/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									1/8	9		
9	9	51/2	51/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	97									
9	9	26	26	0.0	1/2	1/2	FiguredBass	6/8	4	1	0									1/8	7	#	
9	9	26	26	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	98									
9	9	53/2	53/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	99									
10	10	55/2	55/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	100									
10	10	28	28	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	101									
10	10	57/2	57/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	102									
10	10	29	29	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	103									
10	10	59/2	59/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	104									
10	10	27	27	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	105									
10	10	57/2	57/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	106									
10	10	27	27	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	107									
10	10	55/2	55/2	1.5	1/8	1/8	Chord	6/8	3	1	3/8	1/4	3/2	108									
10	10	29	29	1.0	1/2	1/2	Chord	6/8	3	1	1/4	1/4	1	109									
10	10	27	27	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	#		
10	10	27	27	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	110									
10	10	55/2	55/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0									1/8	5		
10	10	55/2	55/2	1.5	1/8	1/8	Chord	6/8	4	1	3/8	1/4	3/2	111									
10	10	28	28	0.0	1/4	1/4	FiguredBass	6/8	4	1	0									1/8	6		
10	10	57/2	57/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									1/8	4	2	
10	10	29	29	0.0	1/2	1/2	FiguredBass	6/8	4	1	0									1/8	5		
10	10	29	29	1.0	1/2	1/2	Chord	6/8	4	1	1/4	1/4	1	112									
10	10	59/2	59/2	0.0	5/8	5/8	FiguredBass	6/8	4	1	0									1/8	6		
11	11	30	30	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	113									
11	11	61/2	61/2	1.5	1/8	1/8	Chord	6/8	1	1	3/8	1/4	3/2	114									
11	11	32	32	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	115									
11	11	61/2	61/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	116									
11	11	31	31	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	117									
11	11	63/2	63/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	118									
11	11	32	32	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	119									
11	11	65/2	65/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	120									
11	11	30	30	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	121									
11	11	61/2	61/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	122									
11	11	31	31	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	123									
11	11	63/2	63/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	124									
11	11	32	32	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	125									
11	11	65/2	65/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	126									
11	11	30	30	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	4+	2	
11	11	30	30	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	127									
11	11	61/2	61/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0									1/8	6		
11	11	61/2	61/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	128									
11	11	31	31	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	129									
11	11	63/2	63/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									1/8	7		
11	11	63/2	63/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	130									
11	11	32	32	0.0	1/2	1/2	FiguredBass	6/8	4	1	0									1/8	7	#	
11	11	32	32	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	131									
11	11	65/2	65/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	132									
12	12	67/2	67/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	133									
12	12	34	34	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	134									
12	12	69/2	69/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	135									
12	12	35	35	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	136									
12	12	71/2	71/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	137									
12	12	33	33	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	138									
12	12	67/2	67/2	1.5	1/8	1/8	Chord	6/8	2	1	3/8	1/4	3/2	139									
12	12	35	35	1.0	1/2	1/2	Chord	6/8	2	1	1/4	1/4	1	140									
12	12	33	33	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	141									
12	12	34	34	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	142									
12	12	69/2	69/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	143									
12	12	35	35	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	144									
12	12	71/2	71/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	145									
12	12	33	33	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	5		
12	12	33	33	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	146									
12	12	67/2	67/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0									1/8	6		
12	12	34	34	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	147									
12	12	69/2	69/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									1/8	6	5	
12	12	69/2	69/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	148									
12	12	35	35	0.0	1/2	1/2	FiguredBass	6/8	4	1	0									1/8	3		
12	12	35	35	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	149									
12	12	71/2	71/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	150									
13	13	36	36	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	151									
13	13	73/2	73/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	152									
13	13	37	37	1.0	1/4	1/4	Chord	6/8	1	1	1/4	1/4	1	153									
13	13	38	38	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	154									
13	13	36	36	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	155									
13	13	73/2	73/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	156									
13	13	37	37	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	157									
13	13	75/2	75/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	158									
13	13	77/2	77/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	159									
13	13	36	36	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	160									
13	13	37	37	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	161									
13	13	75/2	75/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	162									
13	13	77/2	77/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	163									
13	13	36	36	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	3		
13	13	36	36	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	164									
13	13	73/2	73/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0									1/8	6	4+	
13	13	37	37	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	165									
13	13	75/2	75/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									1/8	5	4	
13	13	75/2	75/2	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	166									
13	13	38	38	0.0	1/2	1/2	FiguredBass	6/8	4	1	0									1/8	#		
13	13	77/2	77/2	0.0	5/8	5/8	FiguredBass	6/8	4	1	0									1/8	6	5	
13	13	77/2	77/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	167									
14	14	39	39	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	168									
14	14	79/2	79/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	169									
14	14	40	40	1.0	1/4	1/4	Chord	6/8	1	1	1/4	1/4	1	170									
14	14	41	41	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	171									
14	14	83/2	83/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	172									
14	14	39	39	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	173									
14	14	40	40	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	174									
14	14	81/2	81/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	175									
14	14	83/2	83/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	176									
14	14	39	39	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	177									
14	14	79/2	79/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	178									
14	14	40	40	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	179									
14	14	81/2	81/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	180									
14	14	41	41	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	181									
14	14	83/2	83/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	182									
14	14	39	39	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	9\		
14	14	39	39	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	183									
14	14	79/2	79/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0									1/8	6		
14	14	79/2	79/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	184									
14	14	40	40	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	185									
14	14	81/2	81/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									1/8	5	4	
14	14	81/2	81/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	186									
14	14	41	41	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	187									
14	14	83/2	83/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	188									
15	15	42	42	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	189									
15	15	85/2	85/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	190									
15	15	43	43	1.0	1/4	1/4	Chord	6/8	1	1	1/4	1/4	1	191									
15	15	44	44	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	192									
15	15	89/2	89/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	193									
15	15	42	42	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	194									
15	15	43	43	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	195									
15	15	87/2	87/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	196									
15	15	44	44	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	197									
15	15	89/2	89/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	198									
15	15	42	42	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	199									
15	15	85/2	85/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	200									
15	15	43	43	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	201									
15	15	87/2	87/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	202									
15	15	44	44	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	203									
15	15	89/2	89/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	204									
15	15	42	42	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	9		
15	15	42	42	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	205									
15	15	85/2	85/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0									1/8	6		
15	15	85/2	85/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	206									
15	15	43	43	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	207									
15	15	87/2	87/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									1/8	7	#	
15	15	87/2	87/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	208									
15	15	44	44	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	209									
15	15	89/2	89/2	0.0	5/8	5/8	FiguredBass	6/8	4	1	0									1/8	6		
15	15	89/2	89/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	210									
16	16	45	45	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	211									
16	16	46	46	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	212									
16	16	93/2	93/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	213									
16	16	47	47	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	214									
16	16	95/2	95/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	215									
16	16	45	45	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	216									
16	16	91/2	91/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	217									
16	16	46	46	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	218									
16	16	93/2	93/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	219									
16	16	95/2	95/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	220									
16	16	45	45	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	221									
16	16	46	46	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	222									
16	16	93/2	93/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	223									
16	16	95/2	95/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	224									
16	16	45	45	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	9		
16	16	45	45	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	225									
16	16	91/2	91/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0									1/8	8		
16	16	46	46	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	226									
16	16	93/2	93/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									1/4	7	#	
16	16	93/2	93/2	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	227									
16	16	95/2	95/2	0.0	5/8	5/8	FiguredBass	6/8	4	1	0									1/8	5		
16	16	95/2	95/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	228									
17	17	48	48	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	229									
17	17	97/2	97/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4	1/4	1	230									
17	17	99/2	99/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	231									
17	17	48	48	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	232									
17	17	97/2	97/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4	1/4	1	233									
17	17	99/2	99/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	234									
17	17	50	50	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	235									
17	17	101/2	101/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	236									
17	17	48	48	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	237									
17	17	97/2	97/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	238									
17	17	49	49	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	239									
17	17	99/2	99/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	240									
17	17	101/2	101/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	241									
17	17	48	48	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	7	5	
17	17	48	48	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	242									
17	17	97/2	97/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0									1/8	#		
17	17	97/2	97/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	243									
17	17	49	49	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	244									
17	17	99/2	99/2	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	245									
17	17	101/2	101/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	246									
18	18	53	53	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	247									
18	18	107/2	107/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	248									
