mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
24	23	133/2	133/2	0.5	0	0	Chord	3/4	4	1	1/8	1/8	1	272										
24	23	67	67	0.5	1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	273										
24	23	135/2	135/2	0.5	1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	274										
24	23	68	68	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	275										
24	23	137/2	137/2	0.5	1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	276										
24	23	69	69	0.5	5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	277										
25	24	139/2	139/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	278										
25	24	70	70	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	279										
25	24	141/2	141/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	280										
25	24	71	71	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	281										
25	24	143/2	143/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	282										
25	24	72	72	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	283										
25	24	139/2	139/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	284										
25	24	139/2	139/2	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	285										
25	24	139/2	139/2	0.0	0	0	FiguredBass	3/4	4	1	0									1/4	h			
25	24	139/2	139/2	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	286										
26	25	145/2	145/2	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	287										
26	25	145/2	145/2	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	288										
26	25	73	73	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	289										
26	25	147/2	147/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	290										
26	25	74	74	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	291										
26	25	149/2	149/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	292										
26	25	75	75	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	293										
26	25	145/2	145/2	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	294										
26	25	73	73	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	295										
26	25	147/2	147/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	296										
26	25	74	74	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	297										
26	25	149/2	149/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	298										
26	25	75	75	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	299										
26	25	145/2	145/2	0.5	0	0	Chord	3/4	4	1	1/8	1/8	1	300										
26	25	73	73	0.5	1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	301										
26	25	147/2	147/2	0.5	1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	302										
26	25	74	74	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	303										
26	25	149/2	149/2	0.5	1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	304										
26	25	75	75	0.5	5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	305										
27	26	151/2	151/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	306										
27	26	76	76	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	307										
27	26	153/2	153/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	308										
27	26	77	77	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	309										
27	26	155/2	155/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	310										
27	26	78	78	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	311										
27	26	151/2	151/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	312										
27	26	151/2	151/2	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	313										
27	26	151/2	151/2	0.0	0	0	FiguredBass	3/4	4	1	0									1/4	6			
27	26	151/2	151/2	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	314										
28	27	157/2	157/2	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	315										
28	27	161/2	161/2	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	316										
28	27	157/2	157/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	317										
28	27	159/2	159/2	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	318										
28	27	157/2	157/2	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	319										
28	27	79	79	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	320										
28	27	159/2	159/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	321										
28	27	80	80	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	322										
28	27	161/2	161/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	323										
28	27	81	81	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	324										
28	27	157/2	157/2	0.5	0	0	Chord	3/4	4	1	1/8	1/8	1	325										
28	27	79	79	0.5	1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	326										
28	27	159/2	159/2	0.5	1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	327										
28	27	80	80	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	328										
28	27	161/2	161/2	0.0	1/2	1/2	FiguredBass	3/4	4	1	0									1/8	6			
28	27	161/2	161/2	0.5	1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	329										
28	27	81	81	0.5	5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	330										
29	28	163/2	163/2	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	331										
29	28	167/2	167/2	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	332										
29	28	163/2	163/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	333										
29	28	165/2	165/2	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	334										
29	28	163/2	163/2	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	335										
29	28	82	82	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	336										
29	28	165/2	165/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	337										
29	28	83	83	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	338										
29	28	167/2	167/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	339										
29	28	84	84	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	340										
29	28	163/2	163/2	0.0	0	0	FiguredBass	3/4	4	1	0									1/8	6			
29	28	163/2	163/2	0.5	0	0	Chord	3/4	4	1	1/8	1/8	1	341										
29	28	82	82	0.5	1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	342										
29	28	165/2	165/2	0.5	1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	343										
29	28	83	83	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	344										
29	28	167/2	167/2	0.0	1/2	1/2	FiguredBass	3/4	4	1	0									1/8	6			
29	28	167/2	167/2	0.5	1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	345										
29	28	84	84	0.5	5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	346										
30	29	169/2	169/2	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	347										
30	29	173/2	173/2	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	348										
30	29	169/2	169/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	349										
30	29	171/2	171/2	1.5	1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	350										
30	29	87	87	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	351										
30	29	169/2	169/2	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	352										
30	29	85	85	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	353										
30	29	171/2	171/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	354										
30	29	86	86	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	355										
30	29	173/2	173/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	356										
30	29	87	87	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	357										
30	29	169/2	169/2	0.0	0	0	FiguredBass	3/4	4	1	0									1/8	6			
30	29	169/2	169/2	0.5	0	0	Chord	3/4	4	1	1/8	1/8	1	358										
30	29	85	85	0.5	1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	359										
30	29	171/2	171/2	0.5	1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	360										
30	29	86	86	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	361										
30	29	173/2	173/2	0.0	1/2	1/2	FiguredBass	3/4	4	1	0									1/8	6			
30	29	173/2	173/2	0.5	1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	362										
30	29	87	87	0.5	5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	363										
31	30	175/2	175/2	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	364										
31	30	89	89	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	365										
31	30	179/2	179/2	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	366										
31	30	175/2	175/2	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	367										
31	30	89	89	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	368										
31	30	179/2	179/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	369										
31	30	175/2	175/2	1.5	0	0	Chord	3/4	3	1	3/8	1/4	3/2	370										
31	30	89	89	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	371										
31	30	179/2	179/2	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	372										
31	30	175/2	175/2	0.0	0	0	FiguredBass	3/4	4	1	0									3/8	#			
31	30	175/2	175/2	1.5	0	0	Chord	3/4	4	1	3/8	1/4	3/2	373										
31	30	89	89	0.0	3/8	3/8	FiguredBass	3/4	4	1	0									1/8	6			
31	30	89	89	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	374										
31	30	179/2	179/2	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	375										
32	31	181/2	181/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	376										
32	31	91	91	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	377										
32	31	183/2	183/2	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	378										
32	31	181/2	181/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	379										
32	31	183/2	183/2	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	380										
32	31	181/2	181/2	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	381										
32	31	183/2	183/2	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	382										
32	31	181/2	181/2	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	383										
32	31	183/2	183/2	0.0	1/4	1/4	FiguredBass	3/4	4	1	0									1/2	#			
32	31	183/2	183/2	2.0	1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	384										
33	32	187/2	187/2	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	385										
33	32	191/2	191/2	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	386										
33	32	187/2	187/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	387										
33	32	189/2	189/2	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	388										
33	32	187/2	187/2	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	389										
33	32	94	94	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	390										
33	32	189/2	189/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	391										
33	32	95	95	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	392										
33	32	191/2	191/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	393										
33	32	96	96	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	394										
33	32	187/2	187/2	0.5	0	0	Chord	3/4	4	1	1/8	1/8	1	395										
33	32	94	94	0.5	1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	396										
33	32	189/2	189/2	0.5	1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	397										
33	32	95	95	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	398										
33	32	191/2	191/2	0.0	1/2	1/2	FiguredBass	3/4	4	1	0									1/8	6			
33	32	191/2	191/2	0.5	1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	399										
33	32	96	96	0.5	5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	400										
34	33	193/2	193/2	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	401										
34	33	197/2	197/2	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	402										
34	33	193/2	193/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	403										
34	33	195/2	195/2	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	404										
34	33	193/2	193/2	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	405										
34	33	97	97	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	406										
34	33	195/2	195/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	407										
34	33	98	98	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	408										
34	33	197/2	197/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	409										
34	33	99	99	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	410										
34	33	193/2	193/2	0.0	0	0	FiguredBass	3/4	4	1	0									1/8	6			
34	33	193/2	193/2	0.5	0	0	Chord	3/4	4	1	1/8	1/8	1	411										
34	33	97	97	0.5	1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	412										
34	33	195/2	195/2	0.5	1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	413										
34	33	98	98	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	414										
34	33	197/2	197/2	0.0	1/2	1/2	FiguredBass	3/4	4	1	0									1/8	6			
34	33	197/2	197/2	0.5	1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	415										
34	33	99	99	0.5	5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	416										
35	34	199/2	199/2	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	417										
35	34	203/2	203/2	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	418										
35	34	199/2	199/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	419										
35	34	201/2	201/2	1.5	1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	420										
35	34	102	102	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	421										
35	34	199/2	199/2	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	422										
35	34	100	100	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	423										
35	34	201/2	201/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	424										
35	34	101	101	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	425										
35	34	203/2	203/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	426										
35	34	102	102	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	427										
35	34	199/2	199/2	0.0	0	0	FiguredBass	3/4	4	1	0									1/8	6			
35	34	199/2	199/2	0.5	0	0	Chord	3/4	4	1	1/8	1/8	1	428										
35	34	100	100	0.5	1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	429										
35	34	201/2	201/2	0.5	1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	430										
35	34	101	101	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	431										
35	34	203/2	203/2	0.0	1/2	1/2	FiguredBass	3/4	4	1	0									1/8	6			
35	34	203/2	203/2	0.5	1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	432										
35	34	102	102	0.5	5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	433										
36	35	205/2	205/2	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	434										
36	35	104	104	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	435										
36	35	209/2	209/2	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	436										
36	35	205/2	205/2	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	437										
36	35	104	104	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	438										
36	35	209/2	209/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	439										
36	35	205/2	205/2	1.5	0	0	Chord	3/4	3	1	3/8	1/4	3/2	440										
36	35	104	104	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	441										
36	35	209/2	209/2	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	442										
36	35	205/2	205/2	0.0	0	0	FiguredBass	3/4	4	1	0									3/8	#			
36	35	205/2	205/2	1.5	0	0	Chord	3/4	4	1	3/8	1/4	3/2	443										
36	35	104	104	0.0	3/8	3/8	FiguredBass	3/4	4	1	0									1/8	6			
36	35	104	104	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	444										
36	35	209/2	209/2	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	445										
37	36	211/2	211/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	446										
37	36	106	106	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	447										
37	36	213/2	213/2	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	448										
37	36	211/2	211/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	449										
37	36	213/2	213/2	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	450										
37	36	211/2	211/2	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	451										
37	36	213/2	213/2	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	452										
37	36	211/2	211/2	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	453										
37	36	213/2	213/2	0.0	1/4	1/4	FiguredBass	3/4	4	1	0									1/2	#			
37	36	213/2	213/2	2.0	1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	454										
38	37	217/2	217/2	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	455										
38	37	111	111	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	456										
38	37	217/2	217/2	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	457										
38	37	111	111	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	458										
38	37	217/2	217/2	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	459										
38	37	111	111	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	460										
38	37	217/2	217/2	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	461										
38	37	111	111	0.0	5/8	5/8	FiguredBass	3/4	4	1	0									1/8	h			
38	37	111	111	0.5	5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	462										
39	38	223/2	223/2	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	463										
39	38	113	113	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	464										
39	38	227/2	227/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	465										
39	38	114	114	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	466										
39	38	223/2	223/2	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	467										
39	38	223/2	223/2	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	468										
39	38	223/2	223/2	0.0	0	0	FiguredBass	3/4	4	1	0									1/2	h			
39	38	223/2	223/2	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	469										
40	39	229/2	229/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	470										
40	39	115	115	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	471										
40	39	231/2	231/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	472										
40	39	116	116	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	473										
40	39	233/2	233/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	474										
40	39	117	117	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	475										
40	39	229/2	229/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	476										
40	39	229/2	229/2	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	477										
40	39	229/2	229/2	0.0	0	0	FiguredBass	3/4	4	1	0									1/4	6			
40	39	229/2	229/2	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	478										
41	40	235/2	235/2	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	479										
41	40	235/2	235/2	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	480										
41	40	118	118	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	481										
41	40	237/2	237/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	482										
41	40	119	119	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	483										
41	40	239/2	239/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	484										
41	40	120	120	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	485										
41	40	235/2	235/2	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	486										
41	40	118	118	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	487										
41	40	237/2	237/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	488										
41	40	119	119	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	489										
41	40	239/2	239/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	490										
41	40	120	120	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	491										
41	40	235/2	235/2	0.5	0	0	Chord	3/4	4	1	1/8	1/8	1	492										
41	40	118	118	0.5	1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	493										
41	40	237/2	237/2	0.5	1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	494										
41	40	119	119	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	495										
41	40	239/2	239/2	0.0	1/2	1/2	FiguredBass	3/4	4	1	0									1/8	6			
41	40	239/2	239/2	0.5	1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	496										
41	40	120	120	0.5	5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	497										
42	41	241/2	241/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	498										
42	41	121	121	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	499										
42	41	243/2	243/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	500										
42	41	122	122	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	501										
42	41	245/2	245/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	502										
42	41	123	123	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	503										
42	41	241/2	241/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	504										
42	41	241/2	241/2	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	505										
42	41	241/2	241/2	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	506										
43	42	247/2	247/2	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	507										
43	42	247/2	247/2	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	508										
43	42	124	124	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	509										
43	42	249/2	249/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	510										
43	42	125	125	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	511										
43	42	251/2	251/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	512										
43	42	126	126	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	513										
43	42	247/2	247/2	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	514										
43	42	124	124	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	515										
43	42	249/2	249/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	516										
43	42	125	125	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	517										
43	42	251/2	251/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	518										
43	42	126	126	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	519										
43	42	247/2	247/2	0.0	0	0	FiguredBass	3/4	4	1	0									1/8	6			
43	42	247/2	247/2	0.5	0	0	Chord	3/4	4	1	1/8	1/8	1	520										
43	42	124	124	0.5	1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	521										
43	42	249/2	249/2	0.5	1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	522										
43	42	125	125	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	523										
43	42	251/2	251/2	0.0	1/2	1/2	FiguredBass	3/4	4	1	0									1/8	6			
43	42	251/2	251/2	0.5	1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	524										
43	42	126	126	0.5	5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	525										
44	43	253/2	253/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	526										
44	43	127	127	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	527										
44	43	255/2	255/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	528										
44	43	128	128	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	529										
44	43	257/2	257/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	530										
44	43	129	129	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	531										
44	43	253/2	253/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	532										
44	43	253/2	253/2	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	533										
44	43	253/2	253/2	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	534										
45	44	259/2	259/2	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	535										
45	44	259/2	259/2	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	536										
45	44	130	130	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	537										
45	44	261/2	261/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	538										
45	44	131	131	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	539										
45	44	263/2	263/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	540										
45	44	132	132	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	541										
45	44	259/2	259/2	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	542										
45	44	130	130	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	543										
45	44	261/2	261/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	544										
45	44	131	131	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	545										
45	44	263/2	263/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	546										
