mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3
24	24	141	141	1.5	3/4	3/4	Chord	12/8	1	1	3/8	1/4	3/2	525				
24	24	138	138	0.5	0	0	Chord	12/8	2	1	1/8	1/8	1	526				
24	24	277/2	277/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8	1/8	1	527				
24	24	139	139	0.5	1/4	1/4	Chord	12/8	2	1	1/8	1/8	1	528				
24	24	279/2	279/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8	1/8	1	529				
24	24	140	140	0.5	1/2	1/2	Chord	12/8	2	1	1/8	1/8	1	530				
24	24	281/2	281/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	531				
24	24	141	141	1.5	3/4	3/4	Chord	12/8	2	1	3/8	1/4	3/2	532				
24	24	138	138	1.5	0	0	Chord	12/8	3	1	3/8	1/4	3/2	533				
24	24	141	141	0.5	3/4	3/4	Chord	12/8	3	1	1/8	1/8	1	534				
24	24	283/2	283/2	0.5	7/8	7/8	Chord	12/8	3	1	1/8	1/8	1	535				
24	24	142	142	0.5	1	1	Chord	12/8	3	1	1/8	1/8	1	536				
24	24	285/2	285/2	0.5	9/8	9/8	Chord	12/8	3	1	1/8	1/8	1	537				
24	24	143	143	0.5	5/4	5/4	Chord	12/8	3	1	1/8	1/8	1	538				
24	24	287/2	287/2	0.5	11/8	11/8	Chord	12/8	3	1	1/8	1/8	1	539				
24	24	138	138	1.5	0	0	Chord	12/8	4	1	3/8	1/4	3/2	540				
24	24	141	141	0.5	3/4	3/4	Chord	12/8	4	1	1/8	1/8	1	541				
24	24	283/2	283/2	0.5	7/8	7/8	Chord	12/8	4	1	1/8	1/8	1	542				
24	24	142	142	0.5	1	1	Chord	12/8	4	1	1/8	1/8	1	543				
24	24	285/2	285/2	0.5	9/8	9/8	Chord	12/8	4	1	1/8	1/8	1	544				
24	24	143	143	0.5	5/4	5/4	Chord	12/8	4	1	1/8	1/8	1	545				
24	24	287/2	287/2	0.5	11/8	11/8	Chord	12/8	4	1	1/8	1/8	1	546				
25	25	144	144	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	547				
25	25	289/2	289/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	548				
25	25	145	145	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	549				
25	25	291/2	291/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4	1/4	1	550				
25	25	293/2	293/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	551				
25	25	147	147	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	552				
25	25	295/2	295/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	553				
25	25	148	148	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	554				
25	25	297/2	297/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8	1/4	3/2	555				
25	25	144	144	0.5	0	0	Chord	12/8	2	1	1/8	1/8	1	556				
25	25	289/2	289/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8	1/8	1	557				
25	25	145	145	0.5	1/4	1/4	Chord	12/8	2	1	1/8	1/8	1	558				
25	25	291/2	291/2	1.0	3/8	3/8	Chord	12/8	2	1	1/4	1/4	1	559				
25	25	293/2	293/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	560				
25	25	147	147	1.5	3/4	3/4	Chord	12/8	2	1	3/8	1/4	3/2	561				
25	25	144	144	1.5	0	0	Chord	12/8	3	1	3/8	1/4	3/2	562				
25	25	291/2	291/2	1.5	3/8	3/8	Chord	12/8	3	1	3/8	1/4	3/2	563				
25	25	147	147	1.5	3/4	3/4	Chord	12/8	3	1	3/8	1/4	3/2	564				
25	25	297/2	297/2	0.5	9/8	9/8	Chord	12/8	3	1	1/8	1/8	1	565				
25	25	149	149	0.5	5/4	5/4	Chord	12/8	3	1	1/8	1/8	1	566				
25	25	299/2	299/2	0.5	11/8	11/8	Chord	12/8	3	1	1/8	1/8	1	567				
25	25	144	144	1.5	0	0	Chord	12/8	4	1	3/8	1/4	3/2	568				
25	25	291/2	291/2	0.0	3/8	3/8	FiguredBass	12/8	4	1	0				3/8	6		
25	25	291/2	291/2	1.5	3/8	3/8	Chord	12/8	4	1	3/8	1/4	3/2	569				
25	25	147	147	0.0	3/4	3/4	FiguredBass	12/8	4	1	0				3/8	#		
25	25	147	147	1.5	3/4	3/4	Chord	12/8	4	1	3/8	1/4	3/2	570				
25	25	297/2	297/2	0.0	9/8	9/8	FiguredBass	12/8	4	1	0				3/8	6		
25	25	297/2	297/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8	1/4	3/2	571				
26	26	150	150	1.5	0	0	Chord	12/8	1	1	3/8	1/4	3/2	572				
26	26	303/2	303/2	3.0	3/8	3/8	Chord	12/8	1	1	3/4	1/2	3/2	573				
26	26	309/2	309/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8	1/4	3/2	574				
26	26	150	150	3.0	0	0	Chord	12/8	2	1	3/4	1/2	3/2	575				
26	26	153	153	1.5	3/4	3/4	Chord	12/8	2	1	3/8	1/4	3/2	576				
26	26	309/2	309/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8	1/4	3/2	577				
26	26	150	150	0.5	0	0	Chord	12/8	3	1	1/8	1/8	1	578				
26	26	301/2	301/2	0.5	1/8	1/8	Chord	12/8	3	1	1/8	1/8	1	579				
26	26	151	151	0.5	1/4	1/4	Chord	12/8	3	1	1/8	1/8	1	580				
26	26	303/2	303/2	0.5	3/8	3/8	Chord	12/8	3	1	1/8	1/8	1	581				
26	26	152	152	0.5	1/2	1/2	Chord	12/8	3	1	1/8	1/8	1	582				
26	26	305/2	305/2	0.5	5/8	5/8	Chord	12/8	3	1	1/8	1/8	1	583				
26	26	153	153	0.5	3/4	3/4	Chord	12/8	3	1	1/8	1/8	1	584				
26	26	307/2	307/2	0.5	7/8	7/8	Chord	12/8	3	1	1/8	1/8	1	585				
26	26	154	154	0.5	1	1	Chord	12/8	3	1	1/8	1/8	1	586				
26	26	309/2	309/2	0.5	9/8	9/8	Chord	12/8	3	1	1/8	1/8	1	587				
26	26	155	155	0.5	5/4	5/4	Chord	12/8	3	1	1/8	1/8	1	588				
26	26	311/2	311/2	0.5	11/8	11/8	Chord	12/8	3	1	1/8	1/8	1	589				
26	26	150	150	0.0	0	0	FiguredBass	12/8	4	1	0				3/8	7		
26	26	150	150	1.5	0	0	Chord	12/8	4	1	3/8	1/4	3/2	590				
26	26	303/2	303/2	0.0	3/8	3/8	FiguredBass	12/8	4	1	0				3/8	7		
26	26	303/2	303/2	1.5	3/8	3/8	Chord	12/8	4	1	3/8	1/4	3/2	591				
26	26	153	153	0.0	3/4	3/4	FiguredBass	12/8	4	1	0				3/8	7	#	
26	26	153	153	1.5	3/4	3/4	Chord	12/8	4	1	3/8	1/4	3/2	592				
26	26	309/2	309/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8	1/4	3/2	593				
27	27	156	156	1.5	0	0	Chord	12/8	1	1	3/8	1/4	3/2	594				
27	27	315/2	315/2	1.5	3/8	3/8	Chord	12/8	1	1	3/8	1/4	3/2	595				
27	27	159	159	1.5	3/4	3/4	Chord	12/8	1	1	3/8	1/4	3/2	596				
27	27	321/2	321/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	597				
27	27	161	161	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	598				
27	27	323/2	323/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	599				
27	27	156	156	1.5	0	0	Chord	12/8	2	1	3/8	1/4	3/2	600				
27	27	315/2	315/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8	1/4	3/2	601				
27	27	159	159	1.5	3/4	3/4	Chord	12/8	2	1	3/8	1/4	3/2	602				
27	27	156	156	1.5	0	0	Chord	12/8	3	1	3/8	1/4	3/2	603				
27	27	315/2	315/2	1.5	3/8	3/8	Chord	12/8	3	1	3/8	1/4	3/2	604				
27	27	159	159	1.5	3/4	3/4	Chord	12/8	3	1	3/8	1/4	3/2	605				
27	27	156	156	0.0	0	0	FiguredBass	12/8	4	1	0				3/8	6	b	
27	27	156	156	1.5	0	0	Chord	12/8	4	1	3/8	1/4	3/2	606				
27	27	315/2	315/2	0.0	3/8	3/8	FiguredBass	12/8	4	1	0				3/8	7	5	
27	27	315/2	315/2	1.5	3/8	3/8	Chord	12/8	4	1	3/8	1/4	3/2	607				
27	27	159	159	0.0	3/4	3/4	FiguredBass	12/8	4	1	0				3/8	#		
27	27	159	159	1.5	3/4	3/4	Chord	12/8	4	1	3/8	1/4	3/2	608				
28	28	162	162	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	609				
28	28	325/2	325/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	610				
28	28	163	163	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	611				
28	28	327/2	327/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	612				
28	28	164	164	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	613				
28	28	329/2	329/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	614				
28	28	165	165	1.5	3/4	3/4	Chord	12/8	1	1	3/8	1/4	3/2	615				
28	28	333/2	333/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	616				
28	28	167	167	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	617				
28	28	335/2	335/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	618				
28	28	327/2	327/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8	1/8	1	619				
28	28	164	164	0.5	1/2	1/2	Chord	12/8	2	1	1/8	1/8	1	620				
28	28	329/2	329/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	621				
28	28	165	165	0.5	3/4	3/4	Chord	12/8	2	1	1/8	1/8	1	622				
28	28	331/2	331/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8	1/8	1	623				
28	28	166	166	0.5	1	1	Chord	12/8	2	1	1/8	1/8	1	624				
28	28	333/2	333/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8	1/8	1	625				
28	28	167	167	0.5	5/4	5/4	Chord	12/8	2	1	1/8	1/8	1	626				
28	28	335/2	335/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	627				
28	28	162	162	1.5	0	0	Chord	12/8	3	1	3/8	1/4	3/2	628				
28	28	165	165	1.5	3/4	3/4	Chord	12/8	3	1	3/8	1/4	3/2	629				
28	28	162	162	0.0	0	0	FiguredBass	12/8	4	1	0				3/8	7	#	
28	28	162	162	1.5	0	0	Chord	12/8	4	1	3/8	1/4	3/2	630				
28	28	165	165	0.0	3/4	3/4	FiguredBass	12/8	4	1	0				3/8	7	#	
28	28	165	165	1.5	3/4	3/4	Chord	12/8	4	1	3/8	1/4	3/2	631				
29	29	168	168	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	632				
29	29	337/2	337/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	633				
29	29	169	169	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	634				
29	29	339/2	339/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	635				
29	29	170	170	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	636				
29	29	341/2	341/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	637				
29	29	171	171	1.5	3/4	3/4	Chord	12/8	1	1	3/8	1/4	3/2	638				
29	29	345/2	345/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8	1/4	3/2	639				
29	29	168	168	1.5	0	0	Chord	12/8	2	1	3/8	1/4	3/2	640				
29	29	339/2	339/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8	1/8	1	641				
29	29	170	170	0.5	1/2	1/2	Chord	12/8	2	1	1/8	1/8	1	642				
29	29	341/2	341/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	643				
29	29	171	171	0.5	3/4	3/4	Chord	12/8	2	1	1/8	1/8	1	644				
29	29	343/2	343/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8	1/8	1	645				
29	29	172	172	0.5	1	1	Chord	12/8	2	1	1/8	1/8	1	646				
29	29	345/2	345/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8	1/8	1	647				
29	29	173	173	0.5	5/4	5/4	Chord	12/8	2	1	1/8	1/8	1	648				
29	29	347/2	347/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	649				
29	29	168	168	1.5	0	0	Chord	12/8	3	1	3/8	1/4	3/2	650				
29	29	171	171	1.5	3/4	3/4	Chord	12/8	3	1	3/8	1/4	3/2	651				
29	29	168	168	0.0	0	0	FiguredBass	12/8	4	1	0				3/8	7	#	
29	29	168	168	1.5	0	0	Chord	12/8	4	1	3/8	1/4	3/2	652				
29	29	171	171	0.0	3/4	3/4	FiguredBass	12/8	4	1	0				3/8	7	#	
29	29	171	171	1.5	3/4	3/4	Chord	12/8	4	1	3/8	1/4	3/2	653				
30	30	174	174	1.5	0	0	Chord	12/8	1	1	3/8	1/4	3/2	654				
30	30	351/2	351/2	3.0	3/8	3/8	Chord	12/8	1	1	3/4	1/2	3/2	655				
30	30	357/2	357/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8	1/4	3/2	656				
30	30	174	174	1.5	0	0	Chord	12/8	2	1	3/8	1/4	3/2	657				
30	30	177	177	3.0	3/4	3/4	Chord	12/8	2	1	3/4	1/2	3/2	658				
30	30	174	174	1.5	0	0	Chord	12/8	3	1	3/8	1/4	3/2	659				
30	30	351/2	351/2	0.5	3/8	3/8	Chord	12/8	3	1	1/8	1/8	1	660				
30	30	176	176	0.5	1/2	1/2	Chord	12/8	3	1	1/8	1/8	1	661				
30	30	353/2	353/2	0.5	5/8	5/8	Chord	12/8	3	1	1/8	1/8	1	662				
30	30	177	177	0.5	3/4	3/4	Chord	12/8	3	1	1/8	1/8	1	663				
30	30	355/2	355/2	0.5	7/8	7/8	Chord	12/8	3	1	1/8	1/8	1	664				
30	30	178	178	0.5	1	1	Chord	12/8	3	1	1/8	1/8	1	665				
30	30	357/2	357/2	0.5	9/8	9/8	Chord	12/8	3	1	1/8	1/8	1	666				
30	30	179	179	0.5	5/4	5/4	Chord	12/8	3	1	1/8	1/8	1	667				
30	30	359/2	359/2	0.5	11/8	11/8	Chord	12/8	3	1	1/8	1/8	1	668				
30	30	174	174	0.0	0	0	FiguredBass	12/8	4	1	0				3/8	#		
30	30	174	174	1.5	0	0	Chord	12/8	4	1	3/8	1/4	3/2	669				
30	30	351/2	351/2	0.0	3/8	3/8	FiguredBass	12/8	4	1	0				3/8	5		
30	30	351/2	351/2	1.5	3/8	3/8	Chord	12/8	4	1	3/8	1/4	3/2	670				
30	30	177	177	0.0	3/4	3/4	FiguredBass	12/8	4	1	0				3/8	6	5	
30	30	177	177	1.5	3/4	3/4	Chord	12/8	4	1	3/8	1/4	3/2	671				
30	30	357/2	357/2	0.0	9/8	9/8	FiguredBass	12/8	4	1	0				3/8	5		
30	30	357/2	357/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8	1/4	3/2	672				
31	31	180	180	1.5	0	0	Chord	12/8	1	1	3/8	1/4	3/2	673				
31	31	363/2	363/2	3.0	3/8	3/8	Chord	12/8	1	1	3/4	1/2	3/2	674				
31	31	369/2	369/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8	1/4	3/2	675				
31	31	180	180	3.0	0	0	Chord	12/8	2	1	3/4	1/2	3/2	676				
31	31	183	183	3.0	3/4	3/4	Chord	12/8	2	1	3/4	1/2	3/2	677				
31	31	180	180	1.5	0	0	Chord	12/8	3	1	3/8	1/4	3/2	678				
31	31	363/2	363/2	0.5	3/8	3/8	Chord	12/8	3	1	1/8	1/8	1	679				
31	31	182	182	0.5	1/2	1/2	Chord	12/8	3	1	1/8	1/8	1	680				
31	31	365/2	365/2	0.5	5/8	5/8	Chord	12/8	3	1	1/8	1/8	1	681				
31	31	183	183	0.5	3/4	3/4	Chord	12/8	3	1	1/8	1/8	1	682				
31	31	367/2	367/2	0.5	7/8	7/8	Chord	12/8	3	1	1/8	1/8	1	683				
31	31	184	184	0.5	1	1	Chord	12/8	3	1	1/8	1/8	1	684				
31	31	369/2	369/2	0.5	9/8	9/8	Chord	12/8	3	1	1/8	1/8	1	685				
31	31	185	185	0.5	5/4	5/4	Chord	12/8	3	1	1/8	1/8	1	686				
31	31	371/2	371/2	0.5	11/8	11/8	Chord	12/8	3	1	1/8	1/8	1	687				
31	31	180	180	0.0	0	0	FiguredBass	12/8	4	1	0				3/8	9		
31	31	180	180	1.5	0	0	Chord	12/8	4	1	3/8	1/4	3/2	688				
31	31	363/2	363/2	0.0	3/8	3/8	FiguredBass	12/8	4	1	0				3/8	6		
31	31	363/2	363/2	1.5	3/8	3/8	Chord	12/8	4	1	3/8	1/4	3/2	689				
31	31	183	183	0.0	3/4	3/4	FiguredBass	12/8	4	1	0				3/8	6	5	
31	31	183	183	1.5	3/4	3/4	Chord	12/8	4	1	3/8	1/4	3/2	690				
31	31	369/2	369/2	0.0	9/8	9/8	FiguredBass	12/8	4	1	0				3/8	6	5	
31	31	369/2	369/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8	1/4	3/2	691				
32	32	186	186	1.5	0	0	Chord	12/8	1	1	3/8	1/4	3/2	692				
32	32	375/2	375/2	3.0	3/8	3/8	Chord	12/8	1	1	3/4	1/2	3/2	693				
32	32	381/2	381/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8	1/4	3/2	694				
32	32	186	186	3.0	0	0	Chord	12/8	2	1	3/4	1/2	3/2	695				
32	32	189	189	3.0	3/4	3/4	Chord	12/8	2	1	3/4	1/2	3/2	696				
32	32	186	186	1.5	0	0	Chord	12/8	3	1	3/8	1/4	3/2	697				
32	32	375/2	375/2	0.5	3/8	3/8	Chord	12/8	3	1	1/8	1/8	1	698				
32	32	188	188	0.5	1/2	1/2	Chord	12/8	3	1	1/8	1/8	1	699				
32	32	377/2	377/2	0.5	5/8	5/8	Chord	12/8	3	1	1/8	1/8	1	700				
32	32	189	189	1.5	3/4	3/4	Chord	12/8	3	1	3/8	1/4	3/2	701				
32	32	381/2	381/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8	1/4	3/2	702				
32	32	186	186	0.0	0	0	FiguredBass	12/8	4	1	0				3/8	9		
32	32	186	186	1.5	0	0	Chord	12/8	4	1	3/8	1/4	3/2	703				
32	32	375/2	375/2	0.0	3/8	3/8	FiguredBass	12/8	4	1	0				3/8	8		
32	32	375/2	375/2	1.5	3/8	3/8	Chord	12/8	4	1	3/8	1/4	3/2	704				
32	32	189	189	0.0	3/4	3/4	FiguredBass	12/8	4	1	0				3/8	6	5	
32	32	189	189	1.5	3/4	3/4	Chord	12/8	4	1	3/8	1/4	3/2	705				
32	32	381/2	381/2	0.0	9/8	9/8	FiguredBass	12/8	4	1	0				3/8	#		
32	32	381/2	381/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8	1/4	3/2	706				
33	33	192	192	3.0	0	0	Chord	12/8	1	1	3/4	1/2	3/2	707				
33	33	192	192	3.0	0	0	Chord	12/8	2	1	3/4	1/2	3/2	708				
33	33	192	192	3.0	0	0	Chord	12/8	3	1	3/4	1/2	3/2	709				
33	33	192	192	3.0	0	0	Chord	12/8	4	1	3/4	1/2	3/2	710				
