mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
8	8	61/2	61/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	109										
8	8	31	31	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	110										
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	111										
8	8	28	28	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	112										
8	8	30	30	0.0	1/2	1/2	FiguredBass	4/4	4	1	0										1/4	5	4	
8	8	30	30	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	113										
8	8	31	31	0.0	3/4	3/4	FiguredBass	4/4	4	1	0										1/4	3		
9	9	32	32	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	114										
9	9	33	33	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	115										
9	9	34	34	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	116										0
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	117										
9	9	35	35	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	118										1
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	119										
9	9	32	32	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	120										
9	9	34	34	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	121										
9	9	32	32	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	122										
9	9	33	33	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	123										
9	9	34	34	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	124										
9	9	32	32	0.0	0	0	FiguredBass	4/4	4	1	0										1/4	5	4	
9	9	32	32	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	125										
9	9	33	33	0.0	1/4	1/4	FiguredBass	4/4	4	1	0										1/4	#		
9	9	33	33	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	126										
9	9	34	34	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	127										
10	10	36	36	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	128										2
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	129										
10	10	37	37	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	130										3
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	131										
10	10	38	38	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	132										
10	10	39	39	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	133										
10	10	36	36	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	134										4
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	135										
10	10	37	37	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	136										5
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	137										
10	10	38	38	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	138										
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	139										
10	10	38	38	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	140										
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	141										
10	10	39	39	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	142										
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	143										
10	10	38	38	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	144										
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	145										
10	10	39	39	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	146										
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	147										
11	11	40	40	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	148										
11	11	41	41	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	149										
11	11	43	43	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	150										
11	11	40	40	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	151										
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	152										
11	11	42	42	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	153										
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	154										
11	11	43	43	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	155										
11	11	40	40	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	156										
11	11	41	41	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	157										
11	11	42	42	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	158										
11	11	40	40	0.0	0	0	FiguredBass	4/4	4	1	0										1/4	5		
11	11	40	40	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	159										
11	11	41	41	0.0	1/4	1/4	FiguredBass	4/4	4	1	0										1/4	6		
11	11	41	41	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	160										
11	11	42	42	0.0	1/2	1/2	FiguredBass	4/4	4	1	0										1/4	7	#	
11	11	42	42	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	161										
11	11	43	43	0.0	3/4	3/4	FiguredBass	4/4	4	1	0										1/4	6	4	
12	12	44	44	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	162										
12	12	46	46	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	163										
12	12	47	47	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	164										
12	12	44	44	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	165										
12	12	45	45	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	166										
12	12	46	46	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	167										
12	12	44	44	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	168										
12	12	46	46	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	169										
12	12	93/2	93/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	170										
12	12	47	47	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	171										
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	172										
12	12	44	44	0.0	0	0	FiguredBass	4/4	4	1	0										1/4	5	4	
12	12	44	44	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	173										
12	12	45	45	0.0	1/4	1/4	FiguredBass	4/4	4	1	0										1/4	#		
12	12	46	46	0.0	1/2	1/2	FiguredBass	4/4	4	1	0										1/4	5		
12	12	46	46	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	174										
12	12	47	47	0.0	3/4	3/4	FiguredBass	4/4	4	1	0										1/4	6		
13	13	48	48	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	175										
13	13	49	49	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	176										
13	13	51	51	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	177										
13	13	48	48	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	178										
13	13	50	50	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	179										
13	13	48	48	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	180										
13	13	97/2	97/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	181										
13	13	49	49	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	182										
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	183										
13	13	50	50	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	184										
13	13	101/2	101/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	185										
13	13	51	51	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	186										
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	187										
13	13	48	48	0.0	0	0	FiguredBass	4/4	4	1	0										1/4	7		
13	13	48	48	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	188										
13	13	49	49	0.0	1/4	1/4	FiguredBass	4/4	4	1	0										1/4	6		
13	13	50	50	0.0	1/2	1/2	FiguredBass	4/4	4	1	0										1/4	7		
13	13	50	50	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	189										
13	13	51	51	0.0	3/4	3/4	FiguredBass	4/4	4	1	0										1/4	6		
14	14	52	52	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	190										
14	14	53	53	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	191										
14	14	215/4	215/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	192										
14	14	54	54	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	193										
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	194										
14	14	55	55	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	195										
14	14	223/4	223/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	196										
14	14	52	52	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	197										
14	14	54	54	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	198										
14	14	55	55	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	199										
14	14	52	52	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	200										
14	14	105/2	105/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	201										
14	14	53	53	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	202										
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	203										
14	14	54	54	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	204										
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	205										
14	14	55	55	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	206										
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	207										
14	14	52	52	0.0	0	0	FiguredBass	4/4	4	1	0										1/4	7		
14	14	52	52	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	208										
14	14	53	53	0.0	1/4	1/4	FiguredBass	4/4	4	1	0										1/4	6		
14	14	54	54	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	209										
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	210										
14	14	55	55	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	211										
14	14	111/2	111/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0										1/8	6		
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	212										
15	15	56	56	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	213										
15	15	57	57	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	214										
15	15	58	58	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	215										
15	15	56	56	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	216										
15	15	58	58	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	217										
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	218										
15	15	59	59	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	219										
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	220										
15	15	56	56	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	221										
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	222										
15	15	57	57	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	223										
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	224										
15	15	58	58	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	225										
15	15	56	56	0.0	0	0	FiguredBass	4/4	4	1	0										1/8	6	5	
15	15	56	56	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	226										
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	227										
15	15	57	57	0.0	1/4	1/4	FiguredBass	4/4	4	1	0										1/8	5	3	
15	15	57	57	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	228										
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	229										
15	15	58	58	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	230										
16	16	60	60	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	231										
16	16	62	62	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	232										
16	16	60	60	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	233										
16	16	61	61	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	234										
16	16	63	63	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	235										
16	16	60	60	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	236										
16	16	62	62	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	237										
16	16	60	60	0.0	0	0	FiguredBass	4/4	4	1	0										1/4	5		
16	16	60	60	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	238										
16	16	61	61	0.0	1/4	1/4	FiguredBass	4/4	4	1	0										1/4	6		
16	16	62	62	0.0	1/2	1/2	FiguredBass	4/4	4	1	0										1/2	7		
16	16	62	62	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	239										
17	17	64	64	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	240										
17	17	66	66	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	241										
17	17	67	67	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	242										
17	17	65	65	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	243										
17	17	66	66	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	244										
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	245										
17	17	64	64	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	246										
17	17	66	66	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	247										
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	248										
17	17	67	67	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	249										
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	250										
17	17	64	64	0.0	0	0	FiguredBass	4/4	4	1	0										1/4	5	4	
17	17	64	64	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	251										
17	17	65	65	0.0	1/4	1/4	FiguredBass	4/4	4	1	0										1/4	3		
17	17	66	66	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	252										
18	18	68	68	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	253										
18	18	69	69	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	254										
18	18	71	71	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	255										
18	18	68	68	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	256										
18	18	70	70	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	257										
18	18	68	68	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	258										
18	18	137/2	137/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	259										
18	18	69	69	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	260										
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	261										
18	18	70	70	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	262										
18	18	141/2	141/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	263										
18	18	71	71	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	264										
