mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	61				
3	3	10	10	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				1/4	b		
3	3	10	10	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	62				
3	3	11	11	0.0	3/4	3/4	FiguredBass	4/4	4	1	0				1/4	h		
3	3	11	11	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	63				
4	4	12	12	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	64				
4	4	25/2	25/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	65				
4	4	13	13	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	66				
4	4	15	15	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	67				
4	4	12	12	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	68				
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	69				
4	4	14	14	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	70				
4	4	29/2	29/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	71				
4	4	15	15	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	72				
4	4	12	12	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	73				
4	4	25/2	25/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	74				
4	4	13	13	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	75				
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	76				
4	4	14	14	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	77				
4	4	29/2	29/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	78				
4	4	15	15	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	79				
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	80				
4	4	12	12	0.0	0	0	FiguredBass	4/4	4	1	0				1/4	7		
4	4	12	12	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	81				
4	4	13	13	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/8	6		
4	4	27/2	27/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0				1/8	6		
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	82				
4	4	14	14	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				1/8	h		
4	4	14	14	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	83				
4	4	29/2	29/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	84				
4	4	15	15	0.0	3/4	3/4	FiguredBass	4/4	4	1	0				1/8	b5		
4	4	15	15	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	85				
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	86				
5	5	16	16	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	87				
5	5	18	18	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	88				
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	89				
5	5	19	19	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	90				
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	91				
5	5	16	16	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	92				
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	93				
5	5	18	18	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	94				
5	5	16	16	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	95				
5	5	33/2	33/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	96				
5	5	17	17	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	97				
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	98				
5	5	18	18	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	99				
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	100				
5	5	19	19	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	101				
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	102				
5	5	16	16	0.0	0	0	FiguredBass	4/4	4	1	0				1/8	6	5	b
5	5	16	16	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	103				
5	5	33/2	33/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	104				
5	5	17	17	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/8	4		
5	5	17	17	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	105				
5	5	35/2	35/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0				1/8	h		
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	106				
5	5	18	18	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				1/8	b		
5	5	18	18	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	107				
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	108				
5	5	19	19	0.0	3/4	3/4	FiguredBass	4/4	4	1	0				1/8	6		
5	5	19	19	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	109				
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	110				
6	6	20	20	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	111				
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	112				
6	6	45/2	45/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	113				
6	6	23	23	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	114				
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	115				
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	116				
6	6	21	21	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	117				
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	118				
6	6	22	22	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	119				
6	6	45/2	45/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	120				
6	6	20	20	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	121				
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	122				
6	6	21	21	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	123				
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	124				
6	6	22	22	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	125				
6	6	45/2	45/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	126				
6	6	23	23	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	127				
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	128				
6	6	20	20	0.0	0	0	FiguredBass	4/4	4	1	0				1/8	b		
6	6	20	20	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	129				
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	130				
6	6	21	21	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/8	6		
6	6	21	21	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	131				
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	132				
6	6	22	22	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				1/8	b		
6	6	22	22	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	133				
6	6	45/2	45/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	134				
6	6	23	23	0.0	3/4	3/4	FiguredBass	4/4	4	1	0				1/8	6		
6	6	23	23	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	135				
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	136				
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	137				
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	138				
7	7	27	27	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	139				
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	140				
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	141				
7	7	25	25	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	142				
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	143				
7	7	26	26	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	144				
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	145				
7	7	24	24	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	146				
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	147				
7	7	25	25	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	148				
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	149				
7	7	26	26	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	150				
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	151				
7	7	27	27	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	152				
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	153				
7	7	24	24	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	154				
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	155				
7	7	25	25	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/8	6		
7	7	25	25	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	156				
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	157				
7	7	26	26	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	158				
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	159				
7	7	27	27	0.0	3/4	3/4	FiguredBass	4/4	4	1	0				1/8	6		
7	7	27	27	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	160				
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	161				
8	8	28	28	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	162				
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	163				
8	8	61/2	61/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	164				
8	8	31	31	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	165				
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	166				
8	8	29	29	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	167				
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	168				
8	8	30	30	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	169				
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	170				
8	8	28	28	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	171				
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	172				
8	8	29	29	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	173				
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	174				
8	8	30	30	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	175				
8	8	61/2	61/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	176				
8	8	31	31	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	177				
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	178				
8	8	28	28	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	179				
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	180				
8	8	29	29	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/8	6		
8	8	29	29	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	181				
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	182				
8	8	30	30	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				1/4	5		
8	8	30	30	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	183				
8	8	31	31	0.0	3/4	3/4	FiguredBass	4/4	4	1	0				1/8	6		
8	8	63/2	63/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0				1/8	b		
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	184				
9	9	32	32	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	185				
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	186				
9	9	33	33	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	187				
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	188				
9	9	35	35	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	189				
9	9	32	32	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	190				
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	191				
9	9	34	34	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	192				
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	193				
9	9	32	32	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	194				
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	195				
9	9	33	33	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	196				
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	197				
9	9	34	34	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	198				
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	199				
9	9	35	35	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	200				
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	201				
9	9	32	32	0.0	0	0	FiguredBass	4/4	4	1	0				1/4	5		
9	9	32	32	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	202				
9	9	33	33	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/8	6		
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	203				
9	9	34	34	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				1/4	5	h	
9	9	34	34	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	204				
9	9	35	35	0.0	3/4	3/4	FiguredBass	4/4	4	1	0				1/8	6b		
9	9	71/2	71/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0				1/8	5\		
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	205				
10	10	36	36	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	206				
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	207				
10	10	37	37	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	208				
10	10	39	39	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	209				
10	10	36	36	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	210				
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	211				
10	10	38	38	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	212				
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	213				
10	10	39	39	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	214				
10	10	36	36	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	215				
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	216				
10	10	37	37	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	217				
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	218				
10	10	38	38	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	219				
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	220				
10	10	39	39	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	221				
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	222				
10	10	36	36	0.0	0	0	FiguredBass	4/4	4	1	0				1/4	5		
10	10	36	36	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	223				
10	10	37	37	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/8	6		
10	10	75/2	75/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0				1/8	6		
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	224				
10	10	38	38	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				1/4	7	h	
10	10	38	38	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	225				
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	226				
10	10	39	39	0.0	3/4	3/4	FiguredBass	4/4	4	1	0				1/8	5		
10	10	39	39	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	227				
10	10	79/2	79/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0				1/8	6		
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	228				
11	11	40	40	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	229				
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	230				
11	11	40	40	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	231				
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	232				
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	233				
11	11	40	40	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	234				
11	11	81/2	81/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	235				
11	11	41	41	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	236				
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	237				
11	11	42	42	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	238				
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	239				
11	11	43	43	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	240				
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	241				
11	11	40	40	0.0	0	0	FiguredBass	4/4	4	1	0				1/8	6	5	
11	11	40	40	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	242				
11	11	81/2	81/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	243				
11	11	41	41	0.0	1/4	1/4	FiguredBass	4/4	4	1	0				1/8	4		
11	11	41	41	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	244				
11	11	83/2	83/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0				1/8	h		
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	245				
11	11	42	42	0.0	1/2	1/2	FiguredBass	4/4	4	1	0				1/8	b		
11	11	42	42	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	246				
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	247				
11	11	43	43	0.0	3/4	3/4	FiguredBass	4/4	4	1	0				1/8	6		
11	11	43	43	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	248				
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	249				
12	12	44	44	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	250				
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	251				
12	12	44	44	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	252				
