mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
15	15	87	87	3.0	3/4	3/4	Chord	6/4	1	1	3/4	1/2	3/2	257						
15	15	84	84	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	258						
15	15	85	85	2.0	1/4	1/4	Chord	6/4	2	1	1/2	1/2	1	259						
15	15	87	87	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	260						
15	15	88	88	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	261						16
15	15	177/2	177/2	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	262						16
15	15	89	89	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	263						
15	15	84	84	1.0	0	0	Chord	6/4	3	1	1/4	1/4	1	264						
15	15	85	85	2.0	1/4	1/4	Chord	6/4	3	1	1/2	1/2	1	265						
15	15	87	87	3.0	3/4	3/4	Chord	6/4	3	1	3/4	1/2	3/2	266						
15	15	84	84	1.0	0	0	Chord	6/4	4	1	1/4	1/4	1	267						
15	15	85	85	0.0	1/4	1/4	FiguredBass	6/4	4	1	0					3/8	5	4		
15	15	85	85	2.0	1/4	1/4	Chord	6/4	4	1	1/2	1/2	1	268						
15	15	173/2	173/2	0.0	5/8	5/8	FiguredBass	6/4	4	1	0					1/8	#			
15	15	87	87	3.0	3/4	3/4	Chord	6/4	4	1	3/4	1/2	3/2	269						
16	16	93	93	1.0	3/4	3/4	Chord	6/4	1	1	1/4	1/4	1	270						
16	16	94	94	0.5	1	1	Chord	6/4	1	1	1/8	1/8	1	271						17
16	16	189/2	189/2	0.5	9/8	9/8	Chord	6/4	1	1	1/8	1/8	1	272						17
16	16	95	95	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	273						
16	16	90	90	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	274						
16	16	91	91	1.0	1/4	1/4	Chord	6/4	2	1	1/4	1/4	1	275						
16	16	92	92	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	276						
16	16	93	93	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	277						
16	16	94	94	2.0	1	1	Chord	6/4	2	1	1/2	1/2	1	278						
16	16	90	90	3.0	0	0	Chord	6/4	3	1	3/4	1/2	3/2	279						
16	16	93	93	3.0	3/4	3/4	Chord	6/4	3	1	3/4	1/2	3/2	280						
16	16	90	90	0.0	0	0	FiguredBass	6/4	4	1	0					3/4	6			
16	16	90	90	3.0	0	0	Chord	6/4	4	1	3/4	1/2	3/2	281						
16	16	93	93	0.0	3/4	3/4	FiguredBass	6/4	4	1	0					1/4	5			
16	16	93	93	3.0	3/4	3/4	Chord	6/4	4	1	3/4	1/2	3/2	282						
16	16	94	94	0.0	1	1	FiguredBass	6/4	4	1	0					1/2	6			
17	17	96	96	1.0	0	0	Chord	6/4	1	1	1/4	1/4	1	283						
17	17	97	97	1.0	1/4	1/4	Chord	6/4	1	1	1/4	1/4	1	284						
17	17	98	98	1.0	1/2	1/2	Chord	6/4	1	1	1/4	1/4	1	285						
17	17	99	99	2.0	3/4	3/4	Chord	6/4	1	1	1/2	1/2	1	286						
17	17	101	101	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	287						
17	17	96	96	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	288						
17	17	97	97	3.0	1/4	1/4	Chord	6/4	2	1	3/4	1/2	3/2	289						
17	17	100	100	2.0	1	1	Chord	6/4	2	1	1/2	1/2	1	290						
17	17	96	96	3.0	0	0	Chord	6/4	3	1	3/4	1/2	3/2	291						
17	17	99	99	1.0	3/4	3/4	Chord	6/4	3	1	1/4	1/4	1	292						
17	17	100	100	1.0	1	1	Chord	6/4	3	1	1/4	1/4	1	293						
17	17	101	101	1.0	5/4	5/4	Chord	6/4	3	1	1/4	1/4	1	294						
17	17	96	96	0.0	0	0	FiguredBass	6/4	4	1	0					1/4	5	4		
17	17	96	96	3.0	0	0	Chord	6/4	4	1	3/4	1/2	3/2	295						
17	17	97	97	0.0	1/4	1/4	FiguredBass	6/4	4	1	0					1/2	3			
17	17	99	99	0.0	3/4	3/4	FiguredBass	6/4	4	1	0					1/4	9			
17	17	99	99	1.0	3/4	3/4	Chord	6/4	4	1	1/4	1/4	1	296						
17	17	100	100	0.0	1	1	FiguredBass	6/4	4	1	0					1/4	6b			
17	17	100	100	1.0	1	1	Chord	6/4	4	1	1/4	1/4	1	297						
17	17	101	101	0.0	5/4	5/4	FiguredBass	6/4	4	1	0					1/4	5b			
17	17	101	101	1.0	5/4	5/4	Chord	6/4	4	1	1/4	1/4	1	298						
18	18	102	102	1.0	0	0	Chord	6/4	1	1	1/4	1/4	1	299						
18	18	103	103	3.0	1/4	1/4	Chord	6/4	1	1	3/4	1/2	3/2	300						
18	18	106	106	2.0	1	1	Chord	6/4	1	1	1/2	1/2	1	301						
18	18	102	102	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	302						
18	18	103	103	1.0	1/4	1/4	Chord	6/4	2	1	1/4	1/4	1	303						
18	18	104	104	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	304						
18	18	105	105	2.0	3/4	3/4	Chord	6/4	2	1	1/2	1/2	1	305						
18	18	107	107	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	306						
18	18	102	102	2.0	0	0	Chord	6/4	3	1	1/2	1/2	1	307						
18	18	104	104	1.0	1/2	1/2	Chord	6/4	3	1	1/4	1/4	1	308						
18	18	105	105	1.0	3/4	3/4	Chord	6/4	3	1	1/4	1/4	1	309						
18	18	106	106	1.0	1	1	Chord	6/4	3	1	1/4	1/4	1	310						
18	18	107	107	1.0	5/4	5/4	Chord	6/4	3	1	1/4	1/4	1	311						
18	18	102	102	0.0	0	0	FiguredBass	6/4	4	1	0					1/4	5	4b		
18	18	102	102	2.0	0	0	Chord	6/4	4	1	1/2	1/2	1	312						
18	18	103	103	0.0	1/4	1/4	FiguredBass	6/4	4	1	0					1/4	3			
18	18	104	104	1.0	1/2	1/2	Chord	6/4	4	1	1/4	1/4	1	313						
18	18	105	105	0.0	3/4	3/4	FiguredBass	6/4	4	1	0					1/4	7	b		
18	18	105	105	1.0	3/4	3/4	Chord	6/4	4	1	1/4	1/4	1	314						
18	18	106	106	0.0	1	1	FiguredBass	6/4	4	1	0					1/4	b7			
18	18	106	106	1.0	1	1	Chord	6/4	4	1	1/4	1/4	1	315						
18	18	107	107	1.0	5/4	5/4	Chord	6/4	4	1	1/4	1/4	1	316						
19	19	108	108	1.0	0	0	Chord	6/4	1	1	1/4	1/4	1	317						
19	19	109	109	3.0	1/4	1/4	Chord	6/4	1	1	3/4	1/2	3/2	318						
19	19	112	112	2.0	1	1	Chord	6/4	1	1	1/2	1/2	1	319						
19	19	108	108	2.0	0	0	Chord	6/4	2	1	1/2	1/2	1	320						
19	19	110	110	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	321						
19	19	111	111	2.0	3/4	3/4	Chord	6/4	2	1	1/2	1/2	1	322						
19	19	113	113	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	323						
19	19	108	108	2.0	0	0	Chord	6/4	3	1	1/2	1/2	1	324						
19	19	110	110	1.0	1/2	1/2	Chord	6/4	3	1	1/4	1/4	1	325						
19	19	111	111	2.0	3/4	3/4	Chord	6/4	3	1	1/2	1/2	1	326						
19	19	113	113	1.0	5/4	5/4	Chord	6/4	3	1	1/4	1/4	1	327						
19	19	108	108	0.0	0	0	FiguredBass	6/4	4	1	0					1/4	7			
19	19	108	108	2.0	0	0	Chord	6/4	4	1	1/2	1/2	1	328						
19	19	109	109	0.0	1/4	1/4	FiguredBass	6/4	4	1	0					1/4	6			
19	19	110	110	1.0	1/2	1/2	Chord	6/4	4	1	1/4	1/4	1	329						
19	19	111	111	0.0	3/4	3/4	FiguredBass	6/4	4	1	0					1/4	7			
19	19	111	111	2.0	3/4	3/4	Chord	6/4	4	1	1/2	1/2	1	330						
19	19	112	112	0.0	1	1	FiguredBass	6/4	4	1	0					1/4	6			
19	19	113	113	1.0	5/4	5/4	Chord	6/4	4	1	1/4	1/4	1	331						
20	20	114	114	1.0	0	0	Chord	6/4	1	1	1/4	1/4	1	332						
20	20	115	115	3.0	1/4	1/4	Chord	6/4	1	1	3/4	1/2	3/2	333						
20	20	118	118	1.0	1	1	Chord	6/4	1	1	1/4	1/4	1	334						
20	20	119	119	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	335						
20	20	114	114	2.0	0	0	Chord	6/4	2	1	1/2	1/2	1	336						
20	20	116	116	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	337						
20	20	117	117	2.0	3/4	3/4	Chord	6/4	2	1	1/2	1/2	1	338						
20	20	119	119	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	339						
20	20	114	114	2.0	0	0	Chord	6/4	3	1	1/2	1/2	1	340						
20	20	116	116	1.0	1/2	1/2	Chord	6/4	3	1	1/4	1/4	1	341						
20	20	117	117	2.0	3/4	3/4	Chord	6/4	3	1	1/2	1/2	1	342						
20	20	119	119	1.0	5/4	5/4	Chord	6/4	3	1	1/4	1/4	1	343						
20	20	114	114	0.0	0	0	FiguredBass	6/4	4	1	0					1/4	7			
20	20	114	114	2.0	0	0	Chord	6/4	4	1	1/2	1/2	1	344						
20	20	115	115	0.0	1/4	1/4	FiguredBass	6/4	4	1	0					1/4	6	b		
20	20	116	116	0.0	1/2	1/2	FiguredBass	6/4	4	1	0					1/4	b			
20	20	116	116	1.0	1/2	1/2	Chord	6/4	4	1	1/4	1/4	1	345						
20	20	117	117	0.0	3/4	3/4	FiguredBass	6/4	4	1	0					1/4	b7			
20	20	117	117	2.0	3/4	3/4	Chord	6/4	4	1	1/2	1/2	1	346						
20	20	118	118	0.0	1	1	FiguredBass	6/4	4	1	0					1/4	6			
20	20	119	119	1.0	5/4	5/4	Chord	6/4	4	1	1/4	1/4	1	347						
21	21	120	120	1.0	0	0	Chord	6/4	1	1	1/4	1/4	1	348						18
21	21	121	121	1.0	1/4	1/4	Chord	6/4	1	1	1/4	1/4	1	349						
21	21	122	122	1.0	1/2	1/2	Chord	6/4	1	1	1/4	1/4	1	350						
21	21	124	124	1.0	1	1	Chord	6/4	1	1	1/4	1/4	1	351						
21	21	125	125	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	352						
21	21	120	120	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	353						19
21	21	121	121	1.0	1/4	1/4	Chord	6/4	2	1	1/4	1/4	1	354						
21	21	122	122	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	355						
21	21	123	123	2.0	3/4	3/4	Chord	6/4	2	1	1/2	1/2	1	356						
21	21	125	125	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	357						
21	21	120	120	2.0	0	0	Chord	6/4	3	1	1/2	1/2	1	358						
21	21	122	122	1.0	1/2	1/2	Chord	6/4	3	1	1/4	1/4	1	359						
21	21	123	123	3.0	3/4	3/4	Chord	6/4	3	1	3/4	1/2	3/2	360						
21	21	120	120	2.0	0	0	Chord	6/4	4	1	1/2	1/2	1	361						
21	21	122	122	1.0	1/2	1/2	Chord	6/4	4	1	1/4	1/4	1	362						
21	21	123	123	0.0	3/4	3/4	FiguredBass	6/4	4	1	0					1/4	5	4		
21	21	123	123	3.0	3/4	3/4	Chord	6/4	4	1	3/4	1/2	3/2	363						
21	21	124	124	0.0	1	1	FiguredBass	6/4	4	1	0					1/2	3			
22	22	127	127	1.0	1/4	1/4	Chord	6/4	1	1	1/4	1/4	1	364						
22	22	128	128	1.0	1/2	1/2	Chord	6/4	1	1	1/4	1/4	1	365						
22	22	130	130	1.0	1	1	Chord	6/4	1	1	1/4	1/4	1	366						
22	22	131	131	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	367						
22	22	126	126	2.0	0	0	Chord	6/4	2	1	1/2	1/2	1	368						
22	22	128	128	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	369						
22	22	129	129	2.0	3/4	3/4	Chord	6/4	2	1	1/2	1/2	1	370						
22	22	131	131	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	371						
22	22	126	126	3.0	0	0	Chord	6/4	3	1	3/4	1/2	3/2	372						
22	22	129	129	3.0	3/4	3/4	Chord	6/4	3	1	3/4	1/2	3/2	373						
22	22	126	126	3.0	0	0	Chord	6/4	4	1	3/4	1/2	3/2	374						
22	22	129	129	0.0	3/4	3/4	FiguredBass	6/4	4	1	0					1/2	8			
22	22	129	129	3.0	3/4	3/4	Chord	6/4	4	1	3/4	1/2	3/2	375						
22	22	131	131	0.0	5/4	5/4	FiguredBass	6/4	4	1	0					1/4	b7			
23	23	133	133	1.0	1/4	1/4	Chord	6/4	1	1	1/4	1/4	1	376						
23	23	134	134	1.0	1/2	1/2	Chord	6/4	1	1	1/4	1/4	1	377						
23	23	136	136	1.0	1	1	Chord	6/4	1	1	1/4	1/4	1	378						
23	23	137	137	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	379						
23	23	132	132	2.0	0	0	Chord	6/4	2	1	1/2	1/2	1	380						
23	23	134	134	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	381						
23	23	135	135	2.0	3/4	3/4	Chord	6/4	2	1	1/2	1/2	1	382						
23	23	137	137	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	383						
23	23	132	132	3.0	0	0	Chord	6/4	3	1	3/4	1/2	3/2	384						
23	23	135	135	3.0	3/4	3/4	Chord	6/4	3	1	3/4	1/2	3/2	385						
23	23	132	132	0.0	0	0	FiguredBass	6/4	4	1	0					1/4	5	4b		
23	23	132	132	3.0	0	0	Chord	6/4	4	1	3/4	1/2	3/2	386						
23	23	133	133	0.0	1/4	1/4	FiguredBass	6/4	4	1	0					1/2	3			
23	23	135	135	0.0	3/4	3/4	FiguredBass	6/4	4	1	0					1/4	5	4		
23	23	135	135	3.0	3/4	3/4	Chord	6/4	4	1	3/4	1/2	3/2	387						
23	23	136	136	0.0	1	1	FiguredBass	6/4	4	1	0					1/2	3h			
24	24	139	139	1.0	1/4	1/4	Chord	6/4	1	1	1/4	1/4	1	388						
24	24	140	140	1.0	1/2	1/2	Chord	6/4	1	1	1/4	1/4	1	389						
24	24	142	142	1.0	1	1	Chord	6/4	1	1	1/4	1/4	1	390						
24	24	143	143	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	391						
24	24	138	138	2.0	0	0	Chord	6/4	2	1	1/2	1/2	1	392						
24	24	140	140	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	393						
24	24	141	141	2.0	3/4	3/4	Chord	6/4	2	1	1/2	1/2	1	394						
24	24	143	143	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	395						
24	24	138	138	3.0	0	0	Chord	6/4	3	1	3/4	1/2	3/2	396						
24	24	141	141	3.0	3/4	3/4	Chord	6/4	3	1	3/4	1/2	3/2	397						
24	24	138	138	0.0	0	0	FiguredBass	6/4	4	1	0					1/4	9			
24	24	138	138	3.0	0	0	Chord	6/4	4	1	3/4	1/2	3/2	398						
24	24	139	139	0.0	1/4	1/4	FiguredBass	6/4	4	1	0					1/2	8			
24	24	141	141	0.0	3/4	3/4	FiguredBass	6/4	4	1	0					1/4	7			
24	24	141	141	3.0	3/4	3/4	Chord	6/4	4	1	3/4	1/2	3/2	399						
24	24	142	142	0.0	1	1	FiguredBass	6/4	4	1	0					1/2	6			
25	25	144	144	2.0	0	0	Chord	6/4	1	1	1/2	1/2	1	400	articStaccatoAbove					
25	25	146	146	2.0	1/2	1/2	Chord	6/4	1	1	1/2	1/2	1	401	articStaccatoAbove					
25	25	148	148	1.5	1	1	Chord	6/4	1	1	3/8	1/4	3/2	402						
25	25	299/2	299/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	403						
25	25	144	144	2.0	0	0	Chord	6/4	2	1	1/2	1/2	1	404	articStaccatoAbove					
25	25	146	146	2.0	1/2	1/2	Chord	6/4	2	1	1/2	1/2	1	405	articStaccatoBelow					
25	25	148	148	2.0	1	1	Chord	6/4	2	1	1/2	1/2	1	406	articStaccatoBelow					
25	25	144	144	2.0	0	0	Chord	6/4	3	1	1/2	1/2	1	407	articStaccatoBelow					
25	25	146	146	2.0	1/2	1/2	Chord	6/4	3	1	1/2	1/2	1	408	articStaccatoBelow					
25	25	148	148	2.0	1	1	Chord	6/4	3	1	1/2	1/2	1	409	articStaccatoBelow					
25	25	144	144	0.0	0	0	FiguredBass	6/4	4	1	0					1/2	7			
25	25	144	144	2.0	0	0	Chord	6/4	4	1	1/2	1/2	1	410	articStaccatoBelow					
25	25	146	146	0.0	1/2	1/2	FiguredBass	6/4	4	1	0					1/2	7	5		
25	25	146	146	2.0	1/2	1/2	Chord	6/4	4	1	1/2	1/2	1	411	articStaccatoBelow					
25	25	148	148	0.0	1	1	FiguredBass	6/4	4	1	0					3/8	5	4		
25	25	148	148	2.0	1	1	Chord	6/4	4	1	1/2	1/2	1	412	articStaccatoBelow					
25	25	299/2	299/2	0.0	11/8	11/8	FiguredBass	6/4	4	1	0					1/8	3			
26	26	150	150	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	413						
26	26	150	150	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	414						
26	26	151	151	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	415						20
26	26	303/2	303/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	416						20
26	26	152	152	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	417						
26	26	153	153	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	418						
26	26	154	154	1.0	1	1	Chord	6/4	2	1	1/4	1/4	1	419						
26	26	155	155	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	420						
26	26	150	150	3.0	0	0	Chord	6/4	3	1	3/4	1/2	3/2	421						
26	26	153	153	3.0	3/4	3/4	Chord	6/4	3	1	3/4	1/2	3/2	422						
26	26	150	150	3.0	0	0	Chord	6/4	4	1	3/4	1/2	3/2	423						
26	26	153	153	0.0	3/4	3/4	FiguredBass	6/4	4	1	0					3/4	6			
26	26	153	153	3.0	3/4	3/4	Chord	6/4	4	1	3/4	1/2	3/2	424						
27	27	156	156	1.0	0	0	Chord	6/4	1	1	1/4	1/4	1	425						
27	27	157	157	0.5	1/4	1/4	Chord	6/4	1	1	1/8	1/8	1	426						21
27	27	315/2	315/2	0.5	3/8	3/8	Chord	6/4	1	1	1/8	1/8	1	427						21
27	27	158	158	1.0	1/2	1/2	Chord	6/4	1	1	1/4	1/4	1	428						
27	27	159	159	1.0	3/4	3/4	Chord	6/4	1	1	1/4	1/4	1	429						
27	27	160	160	1.0	1	1	Chord	6/4	1	1	1/4	1/4	1	430						
27	27	161	161	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	431						
27	27	156	156	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	432						
27	27	157	157	3.0	1/4	1/4	Chord	6/4	2	1	3/4	1/2	3/2	433						
27	27	160	160	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	434						22
27	27	321/2	321/2	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	435						22
27	27	161	161	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	436						
27	27	156	156	3.0	0	0	Chord	6/4	3	1	3/4	1/2	3/2	437						
27	27	159	159	2.0	3/4	3/4	Chord	6/4	3	1	1/2	1/2	1	438						
27	27	156	156	0.0	0	0	FiguredBass	6/4	4	1	0					1/4	5			
27	27	156	156	3.0	0	0	Chord	6/4	4	1	3/4	1/2	3/2	439						
27	27	157	157	0.0	1/4	1/4	FiguredBass	6/4	4	1	0					1/2	6\			
27	27	159	159	0.0	3/4	3/4	FiguredBass	6/4	4	1	0					1/4	5	4		
27	27	159	159	2.0	3/4	3/4	Chord	6/4	4	1	1/2	1/2	1	440						
27	27	160	160	0.0	1	1	FiguredBass	6/4	4	1	0					1/4	3			
28	28	162	162	1.0	0	0	Chord	6/4	1	1	1/4	1/4	1	441						
28	28	163	163	3.0	1/4	1/4	Chord	6/4	1	1	3/4	1/2	3/2	442						
28	28	166	166	0.5	1	1	Chord	6/4	1	1	1/8	1/8	1	443						
28	28	333/2	333/2	0.5	9/8	9/8	Chord	6/4	1	1	1/8	1/8	1	444						
28	28	167	167	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	445						
28	28	162	162	3.0	0	0	Chord	6/4	2	1	3/4	1/2	3/2	446						
28	28	165	165	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	447						
28	28	166	166	2.0	1	1	Chord	6/4	2	1	1/2	1/2	1	448						
28	28	162	162	1.0	0	0	Chord	6/4	3	1	1/4	1/4	1	449						
28	28	163	163	0.5	1/4	1/4	Chord	6/4	3	1	1/8	1/8	1	450						23
28	28	327/2	327/2	0.5	3/8	3/8	Chord	6/4	3	1	1/8	1/8	1	451						23
28	28	164	164	1.0	1/2	1/2	Chord	6/4	3	1	1/4	1/4	1	452						
28	28	165	165	1.0	3/4	3/4	Chord	6/4	3	1	1/4	1/4	1	453						
28	28	166	166	1.0	1	1	Chord	6/4	3	1	1/4	1/4	1	454						
28	28	167	167	1.0	5/4	5/4	Chord	6/4	3	1	1/4	1/4	1	455						
28	28	162	162	1.0	0	0	Chord	6/4	4	1	1/4	1/4	1	456						
28	28	163	163	0.0	1/4	1/4	FiguredBass	6/4	4	1	0					1/8	6			
28	28	163	163	0.5	1/4	1/4	Chord	6/4	4	1	1/8	1/8	1	457						24
28	28	327/2	327/2	0.5	3/8	3/8	Chord	6/4	4	1	1/8	1/8	1	458						24
28	28	164	164	1.0	1/2	1/2	Chord	6/4	4	1	1/4	1/4	1	459						
28	28	165	165	0.0	3/4	3/4	FiguredBass	6/4	4	1	0					1/4	7			
28	28	165	165	1.0	3/4	3/4	Chord	6/4	4	1	1/4	1/4	1	460						
28	28	166	166	0.0	1	1	FiguredBass	6/4	4	1	0					1/4	7			
28	28	166	166	1.0	1	1	Chord	6/4	4	1	1/4	1/4	1	461						
28	28	167	167	1.0	5/4	5/4	Chord	6/4	4	1	1/4	1/4	1	462						
29	29	168	168	2.0	0	0	Chord	6/4	1	1	1/2	1/2	1	463						
29	29	170	170	1.0	1/2	1/2	Chord	6/4	1	1	1/4	1/4	1	464						
29	29	171	171	1.0	3/4	3/4	Chord	6/4	1	1	1/4	1/4	1	465						
29	29	172	172	1.0	1	1	Chord	6/4	1	1	1/4	1/4	1	466						
29	29	173	173	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	467						
29	29	168	168	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	468						
29	29	169	169	3.0	1/4	1/4	Chord	6/4	2	1	3/4	1/2	3/2	469						
29	29	172	172	2.0	1	1	Chord	6/4	2	1	1/2	1/2	1	470						
29	29	168	168	2.0	0	0	Chord	6/4	3	1	1/2	1/2	1	471						
29	29	170	170	1.0	1/2	1/2	Chord	6/4	3	1	1/4	1/4	1	472						
29	29	171	171	2.0	3/4	3/4	Chord	6/4	3	1	1/2	1/2	1	473						
29	29	173	173	1.0	5/4	5/4	Chord	6/4	3	1	1/4	1/4	1	474						
29	29	168	168	0.0	0	0	FiguredBass	6/4	4	1	0					1/4	9			
29	29	168	168	2.0	0	0	Chord	6/4	4	1	1/2	1/2	1	475						
29	29	169	169	0.0	1/4	1/4	FiguredBass	6/4	4	1	0					1/4	8			
29	29	170	170	1.0	1/2	1/2	Chord	6/4	4	1	1/4	1/4	1	476						
29	29	171	171	0.0	3/4	3/4	FiguredBass	6/4	4	1	0					1/4	7			
29	29	171	171	2.0	3/4	3/4	Chord	6/4	4	1	1/2	1/2	1	477						
29	29	172	172	0.0	1	1	FiguredBass	6/4	4	1	0					1/4	6b			
29	29	173	173	0.0	5/4	5/4	FiguredBass	6/4	4	1	0					1/4	6			
29	29	173	173	1.0	5/4	5/4	Chord	6/4	4	1	1/4	1/4	1	478						
30	30	174	174	1.0	0	0	Chord	6/4	1	1	1/4	1/4	1	479						
30	30	175	175	1.0	1/4	1/4	Chord	6/4	1	1	1/4	1/4	1	480						
30	30	176	176	1.0	1/2	1/2	Chord	6/4	1	1	1/4	1/4	1	481						
30	30	177	177	3.0	3/4	3/4	Chord	6/4	1	1	3/4	1/2	3/2	482						
30	30	174	174	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	483						
30	30	175	175	3.0	1/4	1/4	Chord	6/4	2	1	3/4	1/2	3/2	484						
30	30	178	178	2.0	1	1	Chord	6/4	2	1	1/2	1/2	1	485						
30	30	174	174	2.0	0	0	Chord	6/4	3	1	1/2	1/2	1	486						
30	30	176	176	1.0	1/2	1/2	Chord	6/4	3	1	1/4	1/4	1	487						
30	30	177	177	1.0	3/4	3/4	Chord	6/4	3	1	1/4	1/4	1	488						
30	30	178	178	1.0	1	1	Chord	6/4	3	1	1/4	1/4	1	489						
30	30	179	179	1.0	5/4	5/4	Chord	6/4	3	1	1/4	1/4	1	490						
30	30	174	174	0.0	0	0	FiguredBass	6/4	4	1	0					1/4	b7			
30	30	174	174	2.0	0	0	Chord	6/4	4	1	1/2	1/2	1	491						
30	30	175	175	0.0	1/4	1/4	FiguredBass	6/4	4	1	0					1/4	6			
30	30	176	176	0.0	1/2	1/2	FiguredBass	6/4	4	1	0					1/4	6			
30	30	176	176	1.0	1/2	1/2	Chord	6/4	4	1	1/4	1/4	1	492						
30	30	177	177	0.0	3/4	3/4	FiguredBass	6/4	4	1	0					1/4	6b	5		
30	30	177	177	1.0	3/4	3/4	Chord	6/4	4	1	1/4	1/4	1	493						
30	30	178	178	0.0	1	1	FiguredBass	6/4	4	1	0					1/4	5b			
30	30	178	178	1.0	1	1	Chord	6/4	4	1	1/4	1/4	1	494						
30	30	179	179	1.0	5/4	5/4	Chord	6/4	4	1	1/4	1/4	1	495						
31	31	180	180	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	496						
31	31	183	183	1.0	3/4	3/4	Chord	6/4	1	1	1/4	1/4	1	497						
31	31	184	184	2.0	1	1	Chord	6/4	1	1	1/2	1/2	1	498						
31	31	180	180	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	499						
31	31	181	181	2.0	1/4	1/4	Chord	6/4	2	1	1/2	1/2	1	500						
31	31	183	183	3.0	3/4	3/4	Chord	6/4	2	1	3/4	1/2	3/2	501						
31	31	180	180	1.0	0	0	Chord	6/4	3	1	1/4	1/4	1	502						
31	31	181	181	0.5	1/4	1/4	Chord	6/4	3	1	1/8	1/8	1	503						
31	31	363/2	363/2	0.5	3/8	3/8	Chord	6/4	3	1	1/8	1/8	1	504						
31	31	182	182	1.0	1/2	1/2	Chord	6/4	3	1	1/4	1/4	1	505						
31	31	183	183	1.0	3/4	3/4	Chord	6/4	3	1	1/4	1/4	1	506						
31	31	184	184	1.0	1	1	Chord	6/4	3	1	1/4	1/4	1	507						
31	31	185	185	1.0	5/4	5/4	Chord	6/4	3	1	1/4	1/4	1	508						
31	31	180	180	0.0	0	0	FiguredBass	6/4	4	1	0					1/4	9			
31	31	180	180	2.0	0	0	Chord	6/4	4	1	1/2	1/2	1	509						
31	31	181	181	0.0	1/4	1/4	FiguredBass	6/4	4	1	0					1/4	8			
31	31	182	182	1.0	1/2	1/2	Chord	6/4	4	1	1/4	1/4	1	510						
