mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
1	1	0	0	0.0	0	0	Tempo	3/4	1	1	0				𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0				
1	1	1	1	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	0									
1	1	2	2	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1									
1	1	1	1	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	2									
1	1	2	2	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	3									
1	1	1	1	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	4									
1	1	2	2	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	5									
1	1	1	1	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	6									
1	1	2	2	0.0	1/2	1/2	FiguredBass	3/4	4	1	0									1/4	6		
1	1	2	2	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	7									
2	2	3	3	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	8									
2	2	5	5	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	9									
2	2	3	3	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	10									
2	2	5	5	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	11									
2	2	3	3	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	12									
2	2	5	5	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	13									
2	2	3	3	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	14									
2	2	5	5	0.0	1/2	1/2	FiguredBass	3/4	4	1	0									1/4	6		
2	2	5	5	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	15									
3	3	6	6	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	16									
3	3	8	8	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	17									
3	3	6	6	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	18									
3	3	8	8	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	19									
3	3	6	6	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	20									
3	3	8	8	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	21									
