mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3
24	24	69	69	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	271									
24	24	141/2	141/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	272									
24	24	69	69	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	273									
24	24	141/2	141/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	274									
24	24	69	69	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	275									
24	24	141/2	141/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	276									
25	25	72	72	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	277									
25	25	147/2	147/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	278									
25	25	72	72	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	279									
25	25	147/2	147/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	280									
25	25	74	74	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	281									
25	25	149/2	149/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	282									
25	25	72	72	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	283									
25	25	147/2	147/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	284									
25	25	72	72	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	285									
25	25	147/2	147/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									3/8	6	5	h
25	25	147/2	147/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	286									
26	26	75	75	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	287									
26	26	151/2	151/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	288									
26	26	76	76	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	289									
26	26	153/2	153/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	290									
26	26	75	75	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	291									
26	26	153/2	153/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	292									
26	26	75	75	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	293									
26	26	153/2	153/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	294									
26	26	75	75	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	295									
26	26	153/2	153/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									3/8	6	5	
26	26	153/2	153/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	296									
27	27	78	78	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	297									
27	27	159/2	159/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	298									
27	27	80	80	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	299									
27	27	161/2	161/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	300									
27	27	78	78	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	301									
27	27	159/2	159/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	302									
27	27	78	78	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	303									
27	27	159/2	159/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	304									
27	27	78	78	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	305									
27	27	159/2	159/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	306									
28	28	81	81	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	307									
28	28	163/2	163/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	308									
28	28	82	82	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	309									
28	28	165/2	165/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	310									
28	28	165/2	165/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	311									
28	28	165/2	165/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	312									
28	28	83	83	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	313									
28	28	167/2	167/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	314									
28	28	165/2	165/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	315									
28	28	83	83	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	316									
28	28	167/2	167/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	317									
29	29	84	84	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	318									
29	29	171/2	171/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	319									
29	29	86	86	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	320									
29	29	173/2	173/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	321									
29	29	84	84	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	322									
29	29	171/2	171/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	323									
29	29	84	84	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	324									
29	29	169/2	169/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	325									
29	29	85	85	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	326									
29	29	171/2	171/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	327									
29	29	84	84	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	328									
29	29	169/2	169/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	329									
29	29	85	85	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	330									
29	29	171/2	171/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	331									
30	30	87	87	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	332									
30	30	175/2	175/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	333									
30	30	88	88	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	334									
30	30	177/2	177/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	335									
30	30	177/2	177/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	336									
30	30	89	89	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	337									
30	30	179/2	179/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	338									
30	30	87	87	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	339									
30	30	177/2	177/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	340									
30	30	89	89	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	341									
30	30	179/2	179/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	342									
30	30	87	87	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	343									
30	30	177/2	177/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	344									
30	30	89	89	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	345									
30	30	179/2	179/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	346									
31	31	90	90	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	347									
31	31	183/2	183/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	348									
31	31	185/2	185/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	349									
31	31	90	90	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	350									
31	31	91	91	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	351									
31	31	183/2	183/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	352									
31	31	90	90	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	353									
31	31	181/2	181/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	354									
31	31	91	91	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	355									
31	31	183/2	183/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	356									
31	31	185/2	185/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	357									
31	31	90	90	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	6		
31	31	90	90	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	358									
31	31	181/2	181/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	359									
31	31	91	91	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	360									
31	31	183/2	183/2	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	361									
31	31	185/2	185/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	362									
32	32	93	93	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	363									
32	32	187/2	187/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	364									
32	32	94	94	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	365									
32	32	189/2	189/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	366									
32	32	189/2	189/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	367									
32	32	95	95	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	368									
32	32	191/2	191/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	369									
32	32	93	93	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	370									
32	32	94	94	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	371									
32	32	189/2	189/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	372									
32	32	93	93	0.0	0	0	FiguredBass	6/8	4	1	0									1/4	6b		
32	32	93	93	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	373									
32	32	94	94	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	374									
32	32	189/2	189/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	375									
33	33	195/2	195/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	376									
33	33	98	98	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	377									
33	33	197/2	197/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	378									
33	33	96	96	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	379									
33	33	193/2	193/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	380									
33	33	97	97	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	381									
33	33	195/2	195/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	382									
33	33	195/2	195/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	383									
33	33	195/2	195/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	384									
34	34	99	99	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	385									
34	34	199/2	199/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	386									
34	34	100	100	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	387									
34	34	201/2	201/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	388									
34	34	99	99	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	389									
34	34	201/2	201/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	390									
34	34	101	101	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	391									
34	34	203/2	203/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	392									
34	34	201/2	201/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	393									
34	34	201/2	201/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	394									
35	35	102	102	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	395									
35	35	207/2	207/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	396									
35	35	104	104	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	397									
35	35	209/2	209/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	398									
35	35	102	102	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	399									
35	35	205/2	205/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	400									
35	35	103	103	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	401									
35	35	207/2	207/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	402									
35	35	207/2	207/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	403									
35	35	207/2	207/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	404									
36	36	105	105	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	405									
36	36	211/2	211/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	406									
36	36	106	106	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	407									
36	36	213/2	213/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	408									
36	36	105	105	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	409									
36	36	213/2	213/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	410									
36	36	213/2	213/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	411									
36	36	213/2	213/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	412									
37	37	219/2	219/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	413									
37	37	108	108	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	414									
37	37	219/2	219/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	415									
37	37	110	110	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	416									
37	37	221/2	221/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	417									
37	37	108	108	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	418									
37	37	219/2	219/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	419									
37	37	108	108	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	420									
37	37	219/2	219/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									3/8	6	5	
37	37	219/2	219/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	421									
38	38	111	111	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	422									
38	38	223/2	223/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	423									
38	38	112	112	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	424									
38	38	225/2	225/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	425									
38	38	111	111	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	426									
38	38	225/2	225/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	427									
38	38	113	113	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	428									
38	38	227/2	227/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	429									
38	38	111	111	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	430									
38	38	225/2	225/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	431									
38	38	111	111	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	432									
38	38	225/2	225/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									3/8	6	5	#
38	38	225/2	225/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	433									
39	39	114	114	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	434									
39	39	229/2	229/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	435									
39	39	115	115	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	436									
39	39	231/2	231/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	437									
39	39	114	114	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	438									
39	39	231/2	231/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	439									
39	39	116	116	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	440									
39	39	233/2	233/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	441									
39	39	114	114	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	442									
39	39	231/2	231/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	443									
39	39	114	114	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	444									
39	39	231/2	231/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									3/8	6	5	b
39	39	231/2	231/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	445									
40	40	117	117	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	446									
40	40	235/2	235/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	447									
40	40	118	118	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	448									
40	40	237/2	237/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	449									
40	40	117	117	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	450									
40	40	237/2	237/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	451									
40	40	117	117	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	452									
40	40	237/2	237/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	453									
40	40	117	117	0.0	0	0	FiguredBass	6/8	4	1	0									3/8	#		
40	40	117	117	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	454									
40	40	237/2	237/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	455									
41	41	120	120	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	456									
41	41	243/2	243/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	457									
41	41	122	122	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	458									
41	41	245/2	245/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	459									
41	41	243/2	243/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	460									
41	41	120	120	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	461									
41	41	243/2	243/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	462									
41	41	120	120	0.0	0	0	FiguredBass	6/8	4	1	0									3/8	6b		
41	41	120	120	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	463									
41	41	243/2	243/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									3/8	7b		
41	41	243/2	243/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	464									
42	42	123	123	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	465									
42	42	249/2	249/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	466									
42	42	125	125	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	467									
42	42	251/2	251/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	468									
42	42	123	123	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	469									
42	42	247/2	247/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	470									
42	42	124	124	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	471									
42	42	249/2	249/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	472									
42	42	123	123	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	473									
42	42	247/2	247/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	474									
42	42	124	124	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	475									
42	42	249/2	249/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	476									
42	42	123	123	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	6		
42	42	123	123	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	477									
42	42	247/2	247/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	478									
42	42	124	124	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	479									
42	42	249/2	249/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									3/8	7		
42	42	249/2	249/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	480									
43	43	126	126	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	481									
43	43	255/2	255/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	482									
43	43	126	126	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	483									
43	43	253/2	253/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	484									
43	43	127	127	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	485									
43	43	255/2	255/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	486									
43	43	126	126	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	487									
43	43	253/2	253/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	488									
43	43	127	127	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	489									
43	43	255/2	255/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	490									
43	43	126	126	0.0	0	0	FiguredBass	6/8	4	1	0									1/8	6		
43	43	126	126	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	491									
43	43	253/2	253/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	492									
43	43	127	127	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	493									
43	43	255/2	255/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									3/8	#		
43	43	255/2	255/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	494									
44	44	129	129	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	495									
44	44	261/2	261/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	496									
44	44	131	131	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	497									
44	44	263/2	263/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	498									
44	44	129	129	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	499									
44	44	259/2	259/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	500									
44	44	130	130	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	501									
44	44	261/2	261/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	502									
44	44	129	129	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	503									
44	44	261/2	261/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	504									
44	44	129	129	0.0	0	0	FiguredBass	6/8	4	1	0									3/8	6		
44	44	129	129	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	505									
44	44	261/2	261/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									3/8	9		
44	44	261/2	261/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	506									
45	45	132	132	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	507									
45	45	267/2	267/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	508									
45	45	134	134	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	509									
45	45	269/2	269/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	510									
45	45	132	132	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	511									
45	45	265/2	265/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	512									
45	45	133	133	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	513									
45	45	267/2	267/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	514									
45	45	132	132	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	515									
45	45	267/2	267/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	516									
45	45	132	132	0.0	0	0	FiguredBass	6/8	4	1	0									3/8	5		
45	45	132	132	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	517									
45	45	267/2	267/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									3/8	7	#	
45	45	267/2	267/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	518									
46	46	135	135	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	519									
46	46	271/2	271/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	520									
46	46	136	136	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	521									
46	46	273/2	273/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	522									
46	46	275/2	275/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	523									
46	46	135	135	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	524									
46	46	136	136	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	525									
46	46	273/2	273/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	526									
46	46	137	137	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	527									
46	46	275/2	275/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	528									
46	46	135	135	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	529									
46	46	273/2	273/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	530									
46	46	135	135	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	531									
46	46	273/2	273/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	532									
47	47	138	138	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	533									
47	47	279/2	279/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	534									
47	47	140	140	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	535									
47	47	281/2	281/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	536									
47	47	138	138	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	537									
47	47	139	139	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	538									
47	47	279/2	279/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	539									
47	47	138	138	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	540									
47	47	279/2	279/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	541									
47	47	138	138	0.0	0	0	FiguredBass	6/8	4	1	0									1/4	5	4	
47	47	138	138	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	542									
47	47	139	139	0.0	1/4	1/4	FiguredBass	6/8	4	1	0									1/8	#		
47	47	279/2	279/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0									3/8	5		
47	47	279/2	279/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	543									
48	48	141	141	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	544									
48	48	285/2	285/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	545									
