mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
3	3	39/4	39/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	34										
3	3	10	10	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	35										
3	3	11	11	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	36										
3	3	45/4	45/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	37										
3	3	23/2	23/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	38										
3	3	47/4	47/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	39										
3	3	8	8	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	40										
3	3	33/4	33/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	41										
3	3	17/2	17/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	42										
3	3	35/4	35/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	43										
3	3	9	9	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	44										
3	3	10	10	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	45										
3	3	41/4	41/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	46										
3	3	21/2	21/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	47										
3	3	43/4	43/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	48										
3	3	11	11	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	49										
3	3	10	10	0.25	1/2	1/2	Chord	4/4	3	1	1/16	1/16	1	50										
3	3	41/4	41/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16	1/16	1	51										
3	3	21/2	21/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16	1/16	1	52										
3	3	43/4	43/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	53										
3	3	11	11	0.25	3/4	3/4	Chord	4/4	3	1	1/16	1/16	1	54										
3	3	45/4	45/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16	1/16	1	55										
3	3	23/2	23/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16	1/16	1	56										
3	3	47/4	47/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	57										
3	3	8	8	0.0	0	0	FiguredBass	4/4	4	1	0										1/4	#		
3	3	8	8	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	58										
3	3	9	9	0.0	1/4	1/4	FiguredBass	4/4	4	1	0										1/4	6		
3	3	9	9	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	59										
3	3	10	10	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	60										
3	3	11	11	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	61										
4	4	12	12	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	62										
4	4	13	13	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	63										
4	4	14	14	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	64										
4	4	15	15	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	65										
4	4	61/4	61/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	66										
4	4	31/2	31/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	67										
4	4	63/4	63/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	68										
4	4	12	12	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	69										
4	4	13	13	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	70										
4	4	14	14	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	71										
4	4	15	15	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	72										
4	4	12	12	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	73										
4	4	13	13	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	74										
4	4	14	14	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	75										
4	4	15	15	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	76										
4	4	12	12	0.0	0	0	FiguredBass	4/4	4	1	0										1/4	#		
4	4	12	12	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	77										
4	4	13	13	0.0	1/4	1/4	FiguredBass	4/4	4	1	0										1/4	6		
4	4	13	13	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	78										
4	4	14	14	0.0	1/2	1/2	FiguredBass	4/4	4	1	0										1/4	#		
4	4	14	14	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	79										
4	4	15	15	0.0	3/4	3/4	FiguredBass	4/4	4	1	0										1/4	6		
4	4	15	15	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	80										
5	5	16	16	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	81										
5	5	65/4	65/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	82										
5	5	33/2	33/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	83										
5	5	67/4	67/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	84										
5	5	17	17	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	85										
5	5	71/4	71/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	86										
5	5	18	18	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	87										
5	5	16	16	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	88										
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	89										
5	5	18	18	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	90										
5	5	16	16	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	91										
5	5	18	18	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	92										
5	5	16	16	0.0	0	0	FiguredBass	4/4	4	1	0										1/2	6		
5	5	16	16	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	93										
5	5	18	18	0.0	1/2	1/2	FiguredBass	4/4	4	1	0										1/2	#		
5	5	18	18	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	94										
6	6	20	20	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	95										
6	6	81/4	81/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	96										
6	6	41/2	41/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	97										
6	6	83/4	83/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	98										
6	6	21	21	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	99										
6	6	85/4	85/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	100										
6	6	43/2	43/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	101										
6	6	87/4	87/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	102										
6	6	22	22	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	103										
6	6	22	22	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	104										
6	6	89/4	89/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	105										
6	6	45/2	45/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	106										
6	6	91/4	91/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	107										
6	6	23	23	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	108										
6	6	93/4	93/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	109										
6	6	47/2	47/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	110										
6	6	95/4	95/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	111										
6	6	22	22	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	112										
6	6	22	22	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	113										
7	7	24	24	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	114										
7	7	97/4	97/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	115										
7	7	49/2	49/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	116										
7	7	99/4	99/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	117										
7	7	25	25	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	118										
7	7	101/4	101/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	119										
7	7	51/2	51/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	120										
7	7	103/4	103/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	121										
7	7	26	26	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	122										
7	7	24	24	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	123										
7	7	26	26	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	124										
7	7	105/4	105/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	125										
7	7	53/2	53/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	126										
7	7	107/4	107/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	127										
7	7	27	27	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	128										
7	7	109/4	109/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	129										
7	7	55/2	55/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	130										
7	7	111/4	111/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	131										
7	7	24	24	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	132										
7	7	26	26	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	133										
7	7	24	24	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	134										
7	7	26	26	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	135										
8	8	28	28	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	136										
8	8	113/4	113/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	137										
8	8	57/2	57/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	138										
8	8	115/4	115/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	139										
8	8	29	29	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	140										
8	8	117/4	117/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	141										
8	8	59/2	59/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	142										
8	8	119/4	119/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	143										
8	8	30	30	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	144										
8	8	28	28	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	145										
8	8	30	30	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	146										
8	8	121/4	121/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	147										
8	8	61/2	61/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	148										
8	8	123/4	123/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	149										
8	8	31	31	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	150										
8	8	125/4	125/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	151										
8	8	63/2	63/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	152										
8	8	127/4	127/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	153										
8	8	28	28	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	154										
8	8	30	30	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	155										
8	8	28	28	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	156										
8	8	30	30	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	157										
9	9	32	32	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	158										
9	9	129/4	129/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	159										
9	9	65/2	65/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	160										
9	9	131/4	131/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	161										
9	9	33	33	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	162										
9	9	133/4	133/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	163										
9	9	67/2	67/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	164										
9	9	135/4	135/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	165										
9	9	34	34	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	166										
9	9	137/4	137/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	167										
9	9	69/2	69/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	168										
9	9	139/4	139/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	169										
9	9	35	35	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	170										
9	9	141/4	141/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	171										
9	9	71/2	71/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	172										
9	9	143/4	143/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	173										
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	174										
9	9	34	34	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	175										
9	9	137/4	137/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	176										
9	9	69/2	69/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	177										
9	9	139/4	139/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	178										
9	9	35	35	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	179										
9	9	141/4	141/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	180										
9	9	71/2	71/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	181										
9	9	143/4	143/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	182										
9	9	32	32	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	183										
9	9	34	34	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	184										
9	9	32	32	0.0	0	0	FiguredBass	4/4	4	1	0										1/2	5		
9	9	32	32	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	185										
9	9	34	34	0.0	1/2	1/2	FiguredBass	4/4	4	1	0										1/4	5		
9	9	34	34	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	186										
9	9	35	35	0.0	3/4	3/4	FiguredBass	4/4	4	1	0										1/4	6		
10	10	36	36	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	187										
10	10	37	37	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	188										
10	10	39	39	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	189										
10	10	36	36	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	190										
10	10	37	37	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	191										
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	192										
10	10	36	36	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	193										
10	10	37	37	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	194										
10	10	38	38	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	195										
10	10	39	39	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	196										
10	10	36	36	0.0	0	0	FiguredBass	4/4	4	1	0										1/4	6		
10	10	36	36	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	197										
10	10	37	37	0.0	1/4	1/4	FiguredBass	4/4	4	1	0										1/4	b7	5	
10	10	37	37	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	198										
10	10	38	38	0.0	1/2	1/2	FiguredBass	4/4	4	1	0										1/4	5	4	
10	10	38	38	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	199										
10	10	39	39	0.0	3/4	3/4	FiguredBass	4/4	4	1	0										1/4	3		
10	10	39	39	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	200										
11	11	40	40	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	201										
11	11	42	42	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	202										
11	11	169/4	169/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	203										
11	11	85/2	85/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	204										
11	11	171/4	171/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	205										
11	11	43	43	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	206										
11	11	173/4	173/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	207										
11	11	87/2	87/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	208										
11	11	175/4	175/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	209										
11	11	40	40	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	210										
11	11	42	42	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	211										
11	11	169/4	169/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	212										
11	11	85/2	85/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	213										
11	11	171/4	171/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	214										
11	11	43	43	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	215										
11	11	173/4	173/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	216										
11	11	87/2	87/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	217										
11	11	175/4	175/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	218										
11	11	40	40	0.25	0	0	Chord	4/4	3	1	1/16	1/16	1	219										
11	11	161/4	161/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16	1/16	1	220										
11	11	81/2	81/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16	1/16	1	221										
11	11	163/4	163/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	222										
11	11	41	41	0.25	1/4	1/4	Chord	4/4	3	1	1/16	1/16	1	223										
11	11	165/4	165/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16	1/16	1	224										
11	11	83/2	83/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	225										
11	11	167/4	167/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	226										
11	11	42	42	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	227										
11	11	40	40	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	228										
11	11	42	42	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	229										
12	12	44	44	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	230										
12	12	46	46	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	231										
12	12	185/4	185/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	232										
12	12	93/2	93/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	233										
12	12	187/4	187/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	234										
12	12	47	47	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	235										
12	12	189/4	189/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	236										
12	12	95/2	95/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	237										
12	12	191/4	191/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	238										
12	12	44	44	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	239										
12	12	46	46	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	240										
12	12	185/4	185/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	241										
12	12	93/2	93/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	242										
12	12	187/4	187/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	243										
12	12	47	47	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	244										
12	12	189/4	189/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	245										
12	12	95/2	95/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	246										
12	12	191/4	191/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	247										
12	12	44	44	0.25	0	0	Chord	4/4	3	1	1/16	1/16	1	248										
12	12	177/4	177/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16	1/16	1	249										
12	12	89/2	89/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16	1/16	1	250										
12	12	179/4	179/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	251										
12	12	45	45	0.25	1/4	1/4	Chord	4/4	3	1	1/16	1/16	1	252										
12	12	181/4	181/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16	1/16	1	253										
12	12	91/2	91/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	254										
12	12	183/4	183/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	255										
12	12	46	46	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	256										
12	12	44	44	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	257										
12	12	46	46	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	258										
13	13	48	48	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	259										
13	13	50	50	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	260										
13	13	201/4	201/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	261										
13	13	101/2	101/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	262										
13	13	203/4	203/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	263										
13	13	51	51	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	264										
13	13	205/4	205/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	265										
13	13	103/2	103/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	266										
13	13	207/4	207/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	267										
13	13	48	48	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	268										
13	13	193/4	193/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	269										
13	13	97/2	97/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	270										
13	13	195/4	195/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	271										
13	13	49	49	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	272										
13	13	197/4	197/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	273										
13	13	99/2	99/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	274										
13	13	199/4	199/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	275										
13	13	50	50	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	276										
