mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
13	13	48	48	0.25	0	0	Chord	4/4	3	1	1/16	1/16	1	277										
13	13	193/4	193/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16	1/16	1	278										
13	13	97/2	97/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16	1/16	1	279										
13	13	195/4	195/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	280										
13	13	49	49	0.25	1/4	1/4	Chord	4/4	3	1	1/16	1/16	1	281										
13	13	197/4	197/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16	1/16	1	282										
13	13	99/2	99/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	283										
13	13	199/4	199/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	284										
13	13	50	50	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	285										
13	13	48	48	0.0	0	0	FiguredBass	4/4	4	1	0										1/4	#		
13	13	48	48	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	286										
13	13	49	49	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	287										
13	13	50	50	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	288										
14	14	52	52	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	289										
14	14	54	54	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	290										
14	14	217/4	217/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	291										
14	14	109/2	109/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	292										
14	14	219/4	219/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	293										
14	14	55	55	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	294										
14	14	221/4	221/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	295										
14	14	111/2	111/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	296										
14	14	223/4	223/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	297										
14	14	52	52	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	298										
14	14	209/4	209/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	299										
14	14	105/2	105/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	300										
14	14	211/4	211/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	301										
14	14	53	53	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	302										
14	14	213/4	213/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	303										
14	14	107/2	107/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	304										
14	14	215/4	215/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	305										
14	14	54	54	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	306										
14	14	52	52	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	307										
14	14	54	54	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	308										
14	14	52	52	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	309										
14	14	54	54	0.0	1/2	1/2	FiguredBass	4/4	4	1	0										1/2	6		
14	14	54	54	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	310										
15	15	56	56	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	311										
15	15	229/4	229/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	312										
15	15	115/2	115/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	313										
15	15	231/4	231/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	314										
15	15	58	58	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	315										
15	15	233/4	233/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	316										
15	15	117/2	117/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	317										
15	15	235/4	235/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	318										
15	15	59	59	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	319										
15	15	239/4	239/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	320										
15	15	56	56	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	321										
15	15	225/4	225/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	322										
15	15	113/2	113/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	323										
15	15	227/4	227/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	324										
15	15	57	57	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	325										
15	15	59	59	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	326										
15	15	56	56	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	327										
15	15	57	57	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	328										
15	15	58	58	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	329										
15	15	59	59	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	330										
15	15	56	56	0.0	0	0	FiguredBass	4/4	4	1	0										1/4	#		
15	15	56	56	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	331										
15	15	57	57	0.0	1/4	1/4	FiguredBass	4/4	4	1	0										1/4	b		
15	15	57	57	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	332										
15	15	58	58	0.0	1/2	1/2	FiguredBass	4/4	4	1	0										1/4	5	4	
15	15	58	58	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	333										
15	15	59	59	0.0	3/4	3/4	FiguredBass	4/4	4	1	0										1/4	#		
15	15	59	59	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	334										
16	16	60	60	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	335										
16	16	62	62	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	336										
16	16	249/4	249/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	337										
16	16	125/2	125/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	338										
16	16	251/4	251/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	339										
16	16	63	63	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	340										
16	16	253/4	253/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	341										
16	16	127/2	127/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	342										
16	16	255/4	255/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	343										
16	16	60	60	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	344										
16	16	241/4	241/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	345										
16	16	121/2	121/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	346										
16	16	243/4	243/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	347										
16	16	61	61	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	348										
16	16	245/4	245/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	349										
16	16	123/2	123/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	350										
16	16	247/4	247/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	351										
16	16	62	62	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	352										
16	16	60	60	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	353										
16	16	62	62	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	354										
16	16	60	60	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	355										
16	16	62	62	0.0	1/2	1/2	FiguredBass	4/4	4	1	0										1/2	6		
16	16	62	62	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	356										
17	17	64	64	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	357										
17	17	66	66	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	358										
17	17	265/4	265/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	359										
17	17	133/2	133/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	360										
17	17	267/4	267/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	361										
17	17	67	67	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	362										
17	17	269/4	269/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	363										
17	17	135/2	135/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	364										
17	17	271/4	271/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	365										
17	17	64	64	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	366										
17	17	257/4	257/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	367										
17	17	129/2	129/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	368										
17	17	259/4	259/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	369										
17	17	65	65	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	370										
17	17	261/4	261/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	371										
17	17	131/2	131/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	372										
17	17	263/4	263/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	373										
17	17	66	66	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	374										
17	17	64	64	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	375										
17	17	66	66	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	376										
17	17	64	64	0.0	0	0	FiguredBass	4/4	4	1	0										1/4	5		
17	17	64	64	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	377										
17	17	65	65	0.0	1/4	1/4	FiguredBass	4/4	4	1	0										1/4	6		
17	17	66	66	0.0	1/2	1/2	FiguredBass	4/4	4	1	0										1/4	5		
17	17	66	66	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	378										
17	17	67	67	0.0	3/4	3/4	FiguredBass	4/4	4	1	0										1/4	6		
18	18	68	68	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	379										
18	18	70	70	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	380										0
18	18	281/4	281/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	381										0
18	18	141/2	141/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	382										0
18	18	283/4	283/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	383										
18	18	71	71	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	384										1
18	18	285/4	285/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	385										1
18	18	143/2	143/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	386										1
18	18	287/4	287/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	387										
18	18	68	68	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	388										
18	18	273/4	273/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	389										
18	18	137/2	137/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	390										
18	18	275/4	275/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	391										
18	18	69	69	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	392										
18	18	277/4	277/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	393										
18	18	139/2	139/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	394										
18	18	279/4	279/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	395										
18	18	70	70	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	396										
18	18	68	68	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	397										
18	18	70	70	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	398										
18	18	68	68	0.0	0	0	FiguredBass	4/4	4	1	0										1/2	#		
18	18	68	68	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	399										
18	18	70	70	0.0	1/2	1/2	FiguredBass	4/4	4	1	0										1/4	5		
18	18	70	70	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	400										
18	18	71	71	0.0	3/4	3/4	FiguredBass	4/4	4	1	0										1/4	6		
19	19	72	72	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	401	ornamentTrill									
19	19	74	74	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	402										
19	19	72	72	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	403	ornamentTrill									
19	19	74	74	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	404										
19	19	72	72	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	405										
19	19	74	74	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	406										
19	19	72	72	0.0	0	0	FiguredBass	4/4	4	1	0										1/2	6\		
19	19	72	72	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	407										
19	19	74	74	0.0	1/2	1/2	FiguredBass	4/4	4	1	0										1/2	#		
19	19	74	74	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	408										
