mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2
9	9	32	32	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	272				
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	273				
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	274				
9	9	34	34	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/8	6	
9	9	34	34	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	275				
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	276				
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	277				
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	278				
10	10	37	37	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	279				
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	280				
10	10	38	38	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	281				
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	282				
10	10	39	39	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	283				
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	284				
10	10	36	36	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	285				
10	10	145/4	145/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	286				
10	10	73/2	73/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	287				
10	10	147/4	147/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	288				
10	10	37	37	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	289				
10	10	149/4	149/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	290				
10	10	75/2	75/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	291				
10	10	151/4	151/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	292				
10	10	38	38	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	293				
10	10	153/4	153/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	294				
10	10	77/2	77/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	295				
10	10	155/4	155/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	296				
10	10	39	39	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	297				
10	10	157/4	157/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	298				
10	10	79/2	79/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	299				
10	10	159/4	159/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	300				
10	10	36	36	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	301				
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	302				
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	303				
10	10	38	38	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	304				
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	305				
10	10	39	39	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	306				
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	307				
10	10	36	36	0.0	0	0	FiguredBass	4/4	4	1	0					1/8	6	
10	10	36	36	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	308				
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	309				
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	310				
10	10	38	38	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	311				
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	312				
10	10	39	39	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/8	6	
10	10	39	39	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	313				
10	10	79/2	79/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0					1/8	6	
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	314				
11	11	40	40	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	315	ornamentTrill			
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	316				
11	11	42	42	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	317				
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	318				
11	11	40	40	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	319				
11	11	161/4	161/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	320				
11	11	81/2	81/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	321				
11	11	163/4	163/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	322				
11	11	41	41	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	323				
11	11	42	42	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	324				
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	325				
11	11	43	43	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	326				
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	327				
11	11	40	40	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	328				
11	11	81/2	81/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	329				
11	11	41	41	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	330				
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	331				
11	11	42	42	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	332				
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	333				
11	11	43	43	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	334				
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	335				
11	11	40	40	0.0	0	0	FiguredBass	4/4	4	1	0					1/8	6	5
11	11	40	40	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	336				
11	11	81/2	81/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	337				
11	11	41	41	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/8	3	
11	11	41	41	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	338				
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	339				
11	11	42	42	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	340				
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	341				
12	12	44	44	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	342				
12	12	177/4	177/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	343				
12	12	89/2	89/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	344				
12	12	179/4	179/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	345				
12	12	45	45	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	346				
12	12	181/4	181/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	347				
12	12	91/2	91/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	348				
12	12	183/4	183/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	349				
12	12	46	46	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	350				
12	12	185/4	185/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	351				
12	12	93/2	93/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	352				
12	12	187/4	187/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	353				
12	12	47	47	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	354				
12	12	189/4	189/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	355				
12	12	95/2	95/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	356				
12	12	191/4	191/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	357				
12	12	89/2	89/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	358				
12	12	45	45	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	359				
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	360				
12	12	93/2	93/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	361				
12	12	47	47	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	362				
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	363				
12	12	44	44	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	364				
12	12	89/2	89/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	365				
12	12	45	45	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	366				
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	367				
12	12	46	46	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	368				
12	12	93/2	93/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	369				
12	12	47	47	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	370				
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	371				
12	12	44	44	0.0	0	0	FiguredBass	4/4	4	1	0					1/4	6	
12	12	44	44	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	372				
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	373				
12	12	46	46	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/4	6	
12	12	46	46	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	374				
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	375				
13	13	48	48	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	376				
13	13	193/4	193/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	377				
13	13	97/2	97/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	378				
13	13	195/4	195/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	379				
13	13	49	49	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	380				
13	13	197/4	197/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	381				
13	13	99/2	99/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	382				
13	13	199/4	199/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	383				
13	13	50	50	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	384				
13	13	201/4	201/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	385				
13	13	101/2	101/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	386				
13	13	203/4	203/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	387				
13	13	51	51	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	388				
13	13	205/4	205/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	389				
13	13	103/2	103/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	390				
13	13	207/4	207/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	391				
13	13	97/2	97/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	392				
13	13	49	49	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	393				
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	394				
13	13	50	50	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	395				
13	13	101/2	101/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	396				
13	13	51	51	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	397				
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	398				
13	13	48	48	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	399				
13	13	97/2	97/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	400				
13	13	49	49	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	401				
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	402				
13	13	50	50	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	403				
13	13	101/2	101/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	404				
13	13	51	51	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	405				
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	406				
13	13	48	48	0.0	0	0	FiguredBass	4/4	4	1	0					1/4	6	
13	13	48	48	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	407				
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	408				
13	13	50	50	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	409				
13	13	101/2	101/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	410				
13	13	51	51	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/8	6	
13	13	51	51	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	411				
13	13	103/2	103/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0					1/8	6	
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	412				
14	14	52	52	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	413				
14	14	209/4	209/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	414				
14	14	105/2	105/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	415				
14	14	211/4	211/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	416				
14	14	53	53	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	417				
14	14	54	54	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	418				
14	14	217/4	217/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	419				
14	14	109/2	109/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	420				
14	14	219/4	219/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	421				
14	14	55	55	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	422				
14	14	221/4	221/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	423				
14	14	111/2	111/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	424				
14	14	223/4	223/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	425				
14	14	52	52	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	426				
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	427				
14	14	54	54	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	428				
14	14	217/4	217/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	429				
14	14	109/2	109/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	430				
14	14	219/4	219/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	431				
14	14	55	55	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	432				
14	14	221/4	221/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	433				
14	14	111/2	111/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	434				
14	14	223/4	223/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	435				
14	14	52	52	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	436				
14	14	105/2	105/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	437				
14	14	53	53	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	438				
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	439				
14	14	54	54	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	440				
14	14	52	52	0.0	0	0	FiguredBass	4/4	4	1	0					1/8	6	5
14	14	52	52	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	441				
14	14	105/2	105/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	442				
14	14	53	53	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/8	5	4
14	14	53	53	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	443				
14	14	107/2	107/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0					1/8	3	
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	444				
14	14	54	54	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	445				
15	15	56	56	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	446				
15	15	58	58	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	447				
15	15	233/4	233/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	448				
15	15	117/2	117/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	449				
15	15	235/4	235/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	450				
15	15	59	59	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	451				
15	15	237/4	237/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	452				
15	15	119/2	119/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	453				
15	15	239/4	239/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	454				
15	15	56	56	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	455				
15	15	58	58	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	456				
15	15	233/4	233/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	457				
15	15	117/2	117/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	458				
15	15	235/4	235/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	459				
15	15	59	59	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	460				
15	15	237/4	237/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	461				
15	15	119/2	119/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	462				
15	15	239/4	239/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	463				
15	15	56	56	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	464				
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	465				
15	15	57	57	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	466				
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	467				
15	15	58	58	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	468				
15	15	56	56	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	469				
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	470				
15	15	57	57	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	471				
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	472				
15	15	58	58	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	473				
16	16	60	60	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	474				
16	16	62	62	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	475				
16	16	249/4	249/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	476				
16	16	125/2	125/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	477				
16	16	251/4	251/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	478				
16	16	63	63	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	479				
16	16	253/4	253/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	480				
16	16	127/2	127/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	481				
16	16	255/4	255/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	482				
16	16	60	60	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	483				
16	16	62	62	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	484				
16	16	249/4	249/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	485				
16	16	125/2	125/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	486				
16	16	251/4	251/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	487				
16	16	63	63	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	488				
16	16	253/4	253/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	489				
16	16	127/2	127/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	490				
16	16	255/4	255/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	491				
16	16	60	60	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	492				
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	493				
16	16	61	61	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	494				
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	495				
16	16	62	62	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	496				
16	16	60	60	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	497				
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	498				
16	16	61	61	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/8	#	
16	16	61	61	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	499				
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	500				
16	16	62	62	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	501				
17	17	64	64	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	502				
17	17	66	66	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	503				
17	17	265/4	265/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	504				
17	17	133/2	133/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	505				
17	17	267/4	267/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	506				
17	17	67	67	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	507				
17	17	269/4	269/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	508				
17	17	135/2	135/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	509				
17	17	271/4	271/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	510				
17	17	64	64	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	511				
17	17	66	66	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	512				
17	17	265/4	265/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	513				
17	17	133/2	133/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	514				
17	17	267/4	267/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	515				
17	17	67	67	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	516				
17	17	269/4	269/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	517				
17	17	135/2	135/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	518				
17	17	271/4	271/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	519				
17	17	64	64	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	520				
17	17	129/2	129/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	521				
17	17	65	65	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	522				
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	523				
17	17	66	66	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	524				
17	17	64	64	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	525				
17	17	129/2	129/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	526				
17	17	65	65	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	527				
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	528				
17	17	66	66	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	529				
18	18	68	68	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	530				
18	18	70	70	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	531				
18	18	281/4	281/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	532				
18	18	141/2	141/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	533				
18	18	283/4	283/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	534				
18	18	71	71	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	535				
18	18	285/4	285/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	536				
18	18	143/2	143/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	537				
18	18	287/4	287/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	538				
18	18	68	68	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	539				
18	18	70	70	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	540				
18	18	281/4	281/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	541				
18	18	141/2	141/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	542				
18	18	283/4	283/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	543				
18	18	71	71	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	544				
18	18	285/4	285/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	545				
18	18	143/2	143/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	546				
18	18	287/4	287/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	547				
18	18	68	68	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	548				
18	18	137/2	137/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	549				
18	18	69	69	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	550				
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	551				
18	18	70	70	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	552				
