mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2
3	3	35/4	35/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	69				
3	3	9	9	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	70				
3	3	37/4	37/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	71				
3	3	19/2	19/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	72				
3	3	39/4	39/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	73				
3	3	10	10	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	74				
3	3	41/4	41/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	75				
3	3	21/2	21/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	76				
3	3	43/4	43/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	77				
3	3	11	11	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	78				
3	3	45/4	45/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	79				
3	3	23/2	23/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	80				
3	3	47/4	47/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	81				
3	3	8	8	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	82				
3	3	17/2	17/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	83				
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	84				
3	3	10	10	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	85				
3	3	21/2	21/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	86				
3	3	23/2	23/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	87				
3	3	8	8	0.0	0	0	FiguredBass	4/4	4	1	0					1/8	6	
3	3	8	8	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	88				
3	3	17/2	17/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	89				
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	90				
3	3	10	10	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/8	6	
3	3	10	10	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	91				
3	3	21/2	21/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	92				
3	3	23/2	23/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	93				
4	4	12	12	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	94				
4	4	25/2	25/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	95				
4	4	13	13	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	96				
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	97				
4	4	14	14	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	98				
4	4	12	12	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	99				
4	4	25/2	25/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	100				
4	4	13	13	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	101				
4	4	14	14	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	102	ornamentTrill			
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	103				
4	4	12	12	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	104				
4	4	25/2	25/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	105				
4	4	13	13	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	106				
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	107				
4	4	14	14	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	108				
4	4	29/2	29/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	109				
4	4	15	15	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	110				
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	111				
4	4	12	12	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	112				
4	4	25/2	25/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	113				
4	4	13	13	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/8	6	
4	4	13	13	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	114				
4	4	27/2	27/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0					1/8	6	
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	115				
4	4	14	14	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/8	6	5
4	4	14	14	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	116				
4	4	29/2	29/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	117				
4	4	15	15	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/8	3	
4	4	15	15	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	118				
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	119				
5	5	16	16	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	120				
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	121				
5	5	18	18	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	122				
5	5	73/4	73/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	123				
5	5	37/2	37/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	124				
5	5	75/4	75/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	125				
5	5	19	19	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	126				
5	5	77/4	77/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	127				
5	5	39/2	39/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	128				
5	5	79/4	79/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	129				
5	5	16	16	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	130				
5	5	33/2	33/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	131				
5	5	17	17	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	132				
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	133				
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	134				
5	5	19	19	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	135				
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	136				
5	5	16	16	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	137				
5	5	33/2	33/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	138				
5	5	17	17	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	139				
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	140				
5	5	18	18	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	141				
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	142				
5	5	19	19	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	143				
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	144				
5	5	16	16	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	145				
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	146				
5	5	18	18	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/4	6	
5	5	18	18	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	147				
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	148				
6	6	20	20	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	149				
6	6	81/4	81/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	150				
6	6	41/2	41/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	151				
6	6	83/4	83/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	152				
6	6	21	21	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	153				
6	6	85/4	85/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	154				
6	6	43/2	43/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	155				
6	6	87/4	87/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	156				
6	6	22	22	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	157				
6	6	89/4	89/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	158				
6	6	45/2	45/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	159				
6	6	91/4	91/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	160				
6	6	23	23	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	161				
6	6	93/4	93/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	162				
6	6	47/2	47/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	163				
6	6	95/4	95/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	164				
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	165				
6	6	21	21	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	166				
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	167				
6	6	45/2	45/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	168				
6	6	23	23	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	169				
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	170				
6	6	20	20	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	171				
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	172				
6	6	21	21	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	173				
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	174				
6	6	22	22	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	175				
6	6	45/2	45/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	176				
6	6	23	23	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	177				
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	178				
6	6	20	20	0.0	0	0	FiguredBass	4/4	4	1	0					1/4	6	
6	6	20	20	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	179				
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	180				
6	6	22	22	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/4	6	
6	6	22	22	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	181				
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	182				
7	7	24	24	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	183				
7	7	97/4	97/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	184				
7	7	49/2	49/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	185				
7	7	99/4	99/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	186				
7	7	25	25	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	187				
7	7	101/4	101/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	188				
7	7	51/2	51/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	189				
7	7	103/4	103/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	190				
7	7	26	26	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	191				
7	7	105/4	105/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	192				
7	7	53/2	53/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	193				
7	7	107/4	107/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	194				
7	7	27	27	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	195				
7	7	109/4	109/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	196				
7	7	55/2	55/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	197				
7	7	111/4	111/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	198				
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	199				
7	7	25	25	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	200				
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	201				
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	202				
7	7	27	27	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	203				
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	204				
7	7	24	24	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	205				
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	206				
7	7	25	25	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	207				
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	208				
7	7	26	26	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	209				
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	210				
7	7	27	27	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	211				
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	212				
7	7	24	24	0.0	0	0	FiguredBass	4/4	4	1	0					1/4	6	
7	7	24	24	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	213				
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	214				
7	7	26	26	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/8	7	#
7	7	26	26	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	215				
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	216				
7	7	27	27	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/8	5	
7	7	27	27	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	217				
7	7	55/2	55/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0					1/8	6	
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	218				
8	8	28	28	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	219				
8	8	113/4	113/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	220				
8	8	57/2	57/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	221				
8	8	115/4	115/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	222				
8	8	29	29	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	223				
8	8	30	30	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	224				
8	8	61/2	61/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	225				
8	8	31	31	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	226				
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	227				
8	8	28	28	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	228				
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	229				
8	8	30	30	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	230				
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	231				
8	8	28	28	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	232				
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	233				
8	8	29	29	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	234				
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	235				
8	8	30	30	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	236				
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	237				
8	8	28	28	0.0	0	0	FiguredBass	4/4	4	1	0					1/8	6	5
8	8	28	28	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	238				
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	239				
8	8	29	29	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/8	5	4
8	8	29	29	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	240				
8	8	59/2	59/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0					1/8	#	
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	241				
8	8	30	30	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	242				
8	8	63/2	63/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0					1/8	6	
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	243				
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	244				
9	9	33	33	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	245				
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	246				
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	247				
9	9	35	35	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	248				
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	249				
9	9	32	32	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	250				
9	9	129/4	129/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	251				
9	9	65/2	65/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	252				
9	9	131/4	131/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	253				
9	9	33	33	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	254				
9	9	133/4	133/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	255				
9	9	67/2	67/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	256				
9	9	135/4	135/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	257				
9	9	34	34	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	258				
9	9	137/4	137/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	259				
9	9	69/2	69/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	260				
9	9	139/4	139/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	261				
9	9	35	35	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	262				
9	9	141/4	141/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	263				
9	9	71/2	71/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	264				
9	9	143/4	143/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	265				
9	9	32	32	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	266				
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	267				
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	268				
9	9	34	34	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	269				
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	270				
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	271				
9	9	32	32	0.0	0	0	FiguredBass	4/4	4	1	0					1/8	6	
