mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
2	2	9/2	9/2	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	16					
2	2	11/2	11/2	0.0	5/8	5/8	FiguredBass	6/8	4	1	0				1/8	#			
2	2	11/2	11/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	17					
3	3	6	6	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	18					
3	3	13/2	13/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	19					
3	3	27/4	27/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	20					
3	3	7	7	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	21					
3	3	29/4	29/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	22					
3	3	15/2	15/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	23					
3	3	8	8	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	24					
3	3	17/2	17/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	25					
3	3	15/2	15/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	26					
3	3	17/2	17/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	27					
3	3	6	6	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	28					
3	3	7	7	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	29					
3	3	15/2	15/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0				1/4	6			
3	3	15/2	15/2	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	30					
3	3	17/2	17/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	31					
4	4	9	9	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	32					
4	4	10	10	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	33					
4	4	21/2	21/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	34					
4	4	11	11	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	35					
4	4	45/4	45/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	36					
4	4	23/2	23/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	37					
4	4	47/4	47/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	38					
4	4	9	9	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	39					
4	4	19/2	19/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	40					
4	4	39/4	39/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	41					
4	4	10	10	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	42					
4	4	21/2	21/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	43					
4	4	11	11	1.0	1/2	1/2	Chord	6/8	2	1	1/4	1/4	1	44					
4	4	9	9	0.0	0	0	FiguredBass	6/8	4	1	0				1/4	5	4		
4	4	9	9	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	45					
4	4	10	10	0.0	1/4	1/4	FiguredBass	6/8	4	1	0				1/8	#			
4	4	10	10	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	46					
4	4	21/2	21/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0				1/4	5			
4	4	21/2	21/2	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	47					
4	4	23/2	23/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	48					
5	5	12	12	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	49					
5	5	25/2	25/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	50					
5	5	51/4	51/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	51					
5	5	13	13	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	52					
5	5	53/4	53/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	53					
5	5	27/2	27/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	54					
5	5	29/2	29/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	55					
5	5	12	12	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	56					
5	5	25/2	25/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4	1/4	1	57					
5	5	27/2	27/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	58					
5	5	14	14	0.25	1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	59					
5	5	57/4	57/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	60					
5	5	29/2	29/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	61					
5	5	59/4	59/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	62					
5	5	12	12	0.0	0	0	FiguredBass	6/8	4	1	0				1/8	5	4		
5	5	12	12	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	63					
5	5	25/2	25/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0				1/4	#			
5	5	25/2	25/2	1.0	1/8	1/8	Chord	6/8	4	1	1/4	1/4	1	64					
5	5	27/2	27/2	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	65					
5	5	29/2	29/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	66					
6	6	15	15	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	67					
6	6	16	16	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	68					
6	6	33/2	33/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	69					
6	6	17	17	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	70					
6	6	35/2	35/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	71					
6	6	15	15	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	72					
6	6	31/2	31/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	73					
6	6	63/4	63/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	74					
6	6	16	16	0.25	1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	75					
6	6	65/4	65/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	76					
6	6	33/2	33/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	77					
6	6	35/2	35/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	78					
6	6	33/2	33/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	79					
6	6	35/2	35/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	80					
6	6	15	15	0.0	0	0	FiguredBass	6/8	4	1	0				1/4	5			
6	6	15	15	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	81					
6	6	16	16	0.0	1/4	1/4	FiguredBass	6/8	4	1	0				1/8	6\			
6	6	16	16	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	82					
6	6	33/2	33/2	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	83					
6	6	35/2	35/2	0.0	5/8	5/8	FiguredBass	6/8	4	1	0				1/8	6			
6	6	35/2	35/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	84					
7	7	18	18	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	85					
7	7	19	19	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	86					
7	7	39/2	39/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	87					
7	7	18	18	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	88					
7	7	37/2	37/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	89					
7	7	19	19	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	90					
7	7	39/2	39/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	91					
7	7	20	20	0.25	1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	92					
7	7	81/4	81/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	93					
7	7	41/2	41/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	94					
7	7	83/4	83/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	95					
7	7	18	18	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	96					
7	7	37/2	37/2	0.25	1/8	1/8	Chord	6/8	3	1	1/16	1/16	1	97					
7	7	75/4	75/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16	1/16	1	98					
7	7	19	19	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	99					
7	7	39/2	39/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	100					
7	7	20	20	1.0	1/2	1/2	Chord	6/8	3	1	1/4	1/4	1	101					
7	7	18	18	0.0	0	0	FiguredBass	6/8	4	1	0				1/8	7			
7	7	18	18	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	102					
7	7	37/2	37/2	0.25	1/8	1/8	Chord	6/8	4	1	1/16	1/16	1	103					
7	7	75/4	75/4	0.25	3/16	3/16	Chord	6/8	4	1	1/16	1/16	1	104					
7	7	19	19	0.0	1/4	1/4	FiguredBass	6/8	4	1	0				1/8	#			
7	7	19	19	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	105					
7	7	39/2	39/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	106					
7	7	20	20	1.0	1/2	1/2	Chord	6/8	4	1	1/4	1/4	1	107					
8	8	23	23	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	108					
8	8	93/4	93/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	109					
8	8	47/2	47/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	110					
8	8	95/4	95/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	111					
8	8	21	21	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	112					
8	8	43/2	43/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	113					
8	8	87/4	87/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	114					
8	8	22	22	0.25	1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	115					
8	8	89/4	89/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	116					
8	8	45/2	45/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	117					
8	8	23	23	1.0	1/2	1/2	Chord	6/8	2	1	1/4	1/4	1	118					
8	8	21	21	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	119					
8	8	43/2	43/2	1.0	1/8	1/8	Chord	6/8	3	1	1/4	1/4	1	120					
8	8	45/2	45/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	121					
8	8	23	23	1.0	1/2	1/2	Chord	6/8	3	1	1/4	1/4	1	122					
8	8	21	21	0.0	0	0	FiguredBass	6/8	4	1	0				1/8	4	2		
8	8	21	21	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	123					
8	8	43/2	43/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0				1/4	6			
8	8	43/2	43/2	1.0	1/8	1/8	Chord	6/8	4	1	1/4	1/4	1	124					
8	8	45/2	45/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	125					
8	8	23	23	0.0	1/2	1/2	FiguredBass	6/8	4	1	0				1/4	b			
8	8	23	23	1.0	1/2	1/2	Chord	6/8	4	1	1/4	1/4	1	126					
9	9	24	24	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	127					
9	9	49/2	49/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	128					
9	9	99/4	99/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	129					
9	9	25	25	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	130					
9	9	101/4	101/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	131					
9	9	51/2	51/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	132					
9	9	26	26	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	133					
9	9	24	24	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	134					
9	9	49/2	49/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4	1/4	1	135					
9	9	51/2	51/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	136					
9	9	24	24	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	137					
9	9	49/2	49/2	1.0	1/8	1/8	Chord	6/8	3	1	1/4	1/4	1	138					
9	9	51/2	51/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	139					
9	9	26	26	0.25	1/2	1/2	Chord	6/8	3	1	1/16	1/16	1	140					
9	9	105/4	105/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16	1/16	1	141					
9	9	53/2	53/2	0.25	5/8	5/8	Chord	6/8	3	1	1/16	1/16	1	142					
9	9	107/4	107/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16	1/16	1	143					
9	9	24	24	0.0	0	0	FiguredBass	6/8	4	1	0				1/8	5	4		
9	9	24	24	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	144					
9	9	49/2	49/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0				1/4	#			
9	9	49/2	49/2	1.0	1/8	1/8	Chord	6/8	4	1	1/4	1/4	1	145					
9	9	51/2	51/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0				1/8	#			
9	9	51/2	51/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	146					
9	9	26	26	1.0	1/2	1/2	Chord	6/8	4	1	1/4	1/4	1	147					
10	10	27	27	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	148					
10	10	55/2	55/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4	1/4	1	149					
10	10	57/2	57/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	150					
10	10	29	29	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	151					
10	10	59/2	59/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	152					
10	10	27	27	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	153					
10	10	55/2	55/2	0.25	1/8	1/8	Chord	6/8	3	1	1/16	1/16	1	154					
10	10	111/4	111/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16	1/16	1	155					
10	10	28	28	0.25	1/4	1/4	Chord	6/8	3	1	1/16	1/16	1	156					
10	10	113/4	113/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16	1/16	1	157					
10	10	57/2	57/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	158					
10	10	27	27	0.0	0	0	FiguredBass	6/8	4	1	0				1/8	5	4		
10	10	27	27	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	159					
10	10	55/2	55/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0				1/4	#			
10	10	55/2	55/2	1.0	1/8	1/8	Chord	6/8	4	1	1/4	1/4	1	160					
10	10	57/2	57/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	161					
11	11	61/2	61/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	162					
11	11	31	31	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	163					
11	11	63/2	63/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	164					
11	11	32	32	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	165					
11	11	129/4	129/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	166					
11	11	65/2	65/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	167					
11	11	30	30	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	168					
11	11	61/2	61/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	169					
11	11	123/4	123/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	170					
11	11	31	31	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	171					
11	11	63/2	63/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	172					
11	11	32	32	1.0	1/2	1/2	Chord	6/8	2	1	1/4	1/4	1	173					
12	12	33	33	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	174					
12	12	67/2	67/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	175					
12	12	34	34	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	176					
12	12	69/2	69/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	177					
12	12	71/2	71/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	178					
12	12	33	33	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	179					
12	12	67/2	67/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	180					
12	12	34	34	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	181					
12	12	69/2	69/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	182					
12	12	35	35	0.25	1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	183					
12	12	141/4	141/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	184					
12	12	71/2	71/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	185					
12	12	143/4	143/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	186					
12	12	67/2	67/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	187					
12	12	34	34	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	188					
12	12	69/2	69/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	189					
12	12	35	35	0.25	1/2	1/2	Chord	6/8	3	1	1/16	1/16	1	190					
12	12	141/4	141/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16	1/16	1	191					
12	12	71/2	71/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	192					
12	12	67/2	67/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	193					
12	12	34	34	0.0	1/4	1/4	FiguredBass	6/8	4	1	0				1/8	6			
12	12	34	34	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	194					
12	12	69/2	69/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0				1/8	7			
12	12	69/2	69/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	195					
12	12	35	35	0.25	1/2	1/2	Chord	6/8	4	1	1/16	1/16	1	196					
12	12	141/4	141/4	0.25	9/16	9/16	Chord	6/8	4	1	1/16	1/16	1	197					
12	12	71/2	71/2	0.0	5/8	5/8	FiguredBass	6/8	4	1	0				1/8	#			
12	12	71/2	71/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	198					
13	13	36	36	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	199					
13	13	73/2	73/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4	1/4	1	200					
13	13	75/2	75/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	201					
13	13	38	38	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	202					
13	13	36	36	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	203					
13	13	75/2	75/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	204					
13	13	36	36	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	205					
13	13	73/2	73/2	0.25	1/8	1/8	Chord	6/8	3	1	1/16	1/16	1	206					
13	13	147/4	147/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16	1/16	1	207					
13	13	37	37	0.25	1/4	1/4	Chord	6/8	3	1	1/16	1/16	1	208					
13	13	149/4	149/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16	1/16	1	209					
13	13	75/2	75/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	210					
13	13	38	38	0.25	1/2	1/2	Chord	6/8	3	1	1/16	1/16	1	211					
13	13	153/4	153/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16	1/16	1	212					
13	13	77/2	77/2	0.25	5/8	5/8	Chord	6/8	3	1	1/16	1/16	1	213					
13	13	155/4	155/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16	1/16	1	214					
13	13	36	36	0.0	0	0	FiguredBass	6/8	4	1	0				1/8	5			
13	13	36	36	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	215					
13	13	73/2	73/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0				1/8	6b			
13	13	37	37	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	216					
13	13	75/2	75/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0				1/8	b7			
13	13	75/2	75/2	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	217					
13	13	38	38	0.0	1/2	1/2	FiguredBass	6/8	4	1	0				1/8	6			
13	13	77/2	77/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	218					
14	14	39	39	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	219					
14	14	79/2	79/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4	1/4	1	220					
14	14	81/2	81/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	221					
14	14	41	41	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	222					
14	14	39	39	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	223					
14	14	79/2	79/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4	1/4	1	224					
14	14	81/2	81/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	225					
14	14	83/2	83/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	226					
14	14	39	39	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	227					
14	14	79/2	79/2	0.25	1/8	1/8	Chord	6/8	3	1	1/16	1/16	1	228					
14	14	159/4	159/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16	1/16	1	229					
14	14	40	40	0.25	1/4	1/4	Chord	6/8	3	1	1/16	1/16	1	230					
14	14	161/4	161/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16	1/16	1	231					
14	14	81/2	81/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	232					
14	14	83/2	83/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	233					
14	14	39	39	0.0	0	0	FiguredBass	6/8	4	1	0				1/8	7			
14	14	39	39	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	234					
14	14	79/2	79/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0				1/8	6			
14	14	40	40	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	235					
14	14	81/2	81/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0				1/4	h			
14	14	81/2	81/2	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	236					
14	14	83/2	83/2	0.0	5/8	5/8	FiguredBass	6/8	4	1	0				1/8	6			
14	14	83/2	83/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	237					
15	15	42	42	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	238					
15	15	85/2	85/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4	1/4	1	239					
15	15	87/2	87/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	240					
15	15	44	44	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	241					
15	15	42	42	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	242					
15	15	43	43	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	243					
15	15	87/2	87/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	244					
15	15	44	44	1.0	1/2	1/2	Chord	6/8	2	1	1/4	1/4	1	245					
15	15	42	42	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	246					
15	15	43	43	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	247					
15	15	87/2	87/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	248					
15	15	44	44	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	249					
15	15	89/2	89/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	250					
15	15	42	42	0.0	0	0	FiguredBass	6/8	4	1	0				1/8	9	h		
15	15	42	42	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	251					
15	15	85/2	85/2	0.0	1/8	1/8	FiguredBass	6/8	4	1	0				1/8	8			
15	15	43	43	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	252					
15	15	87/2	87/2	0.0	3/8	3/8	FiguredBass	6/8	4	1	0				1/8	7	h		
15	15	87/2	87/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	253					
15	15	44	44	0.0	1/2	1/2	FiguredBass	6/8	4	1	0				1/8	5			
15	15	44	44	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	254					
15	15	89/2	89/2	0.0	5/8	5/8	FiguredBass	6/8	4	1	0				1/8	6			
