mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
7	7	9	9	1.0	0	0	Chord	3/8	4	1	1/4	1/4	1	31									
7	7	10	10	0.5	1/4	1/4	Chord	3/8	4	1	1/8	1/8	1	32									
8	8	21/2	21/2	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	33									
8	8	21/2	21/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	34									5
8	8	11	11	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	35									
8	8	23/2	23/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	36									
8	8	21/2	21/2	0.0	0	0	FiguredBass	3/8	4	1	0									3/8	b		
8	8	21/2	21/2	1.5	0	0	Chord	3/8	4	1	3/8	1/4	3/2	37									
9	9	12	12	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	38									
9	9	13	13	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	39									
9	9	12	12	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	40									
9	9	13	13	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	41									
9	9	13	13	0.0	1/4	1/4	FiguredBass	3/8	4	1	0									1/8	#		
9	9	13	13	0.5	1/4	1/4	Chord	3/8	4	1	1/8	1/8	1	42									
10	10	27/2	27/2	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	43									
10	10	29/2	29/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	44									
10	10	27/2	27/2	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	45									
10	10	29/2	29/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	46									
10	10	27/2	27/2	1.0	0	0	Chord	3/8	4	1	1/4	1/4	1	47									
11	11	15	15	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	48									
11	11	16	16	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	49									
11	11	15	15	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	50									
11	11	16	16	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	51									
11	11	16	16	0.5	1/4	1/4	Chord	3/8	3	1	1/8	1/8	1	52									
11	11	16	16	0.0	1/4	1/4	FiguredBass	3/8	4	1	0									1/8	#		
11	11	16	16	0.5	1/4	1/4	Chord	3/8	4	1	1/8	1/8	1	53									
12	12	33/2	33/2	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	54									
12	12	33/2	33/2	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	55									
12	12	35/2	35/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	56									
12	12	33/2	33/2	0.5	0	0	Chord	3/8	3	1	1/8	1/8	1	57									
12	12	17	17	0.5	1/8	1/8	Chord	3/8	3	1	1/8	1/8	1	58									
12	12	35/2	35/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8	1/8	1	59									
12	12	33/2	33/2	1.5	0	0	Chord	3/8	4	1	3/8	1/4	3/2	60									
13	13	19	19	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	61									
13	13	18	18	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	62									
13	13	19	19	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	63									
13	13	18	18	0.5	0	0	Chord	3/8	3	1	1/8	1/8	1	64									
13	13	37/2	37/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8	1/8	1	65									
13	13	19	19	0.5	1/4	1/4	Chord	3/8	3	1	1/8	1/8	1	66									
13	13	18	18	0.0	0	0	FiguredBass	3/8	4	1	0									1/8	7		
13	13	18	18	1.5	0	0	Chord	3/8	4	1	3/8	1/4	3/2	67									
13	13	37/2	37/2	0.0	1/8	1/8	FiguredBass	3/8	4	1	0									1/8	6		
13	13	19	19	0.0	1/4	1/4	FiguredBass	3/8	4	1	0									1/8	6\		
14	14	39/2	39/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	68									6
14	14	20	20	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	69									
14	14	41/2	41/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	70									
14	14	39/2	39/2	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	71									
14	14	39/2	39/2	0.5	0	0	Chord	3/8	3	1	1/8	1/8	1	72									
14	14	20	20	0.5	1/8	1/8	Chord	3/8	3	1	1/8	1/8	1	73									
14	14	41/2	41/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8	1/8	1	74									
14	14	39/2	39/2	0.0	0	0	FiguredBass	3/8	4	1	0									1/8	6		
14	14	39/2	39/2	0.5	0	0	Chord	3/8	4	1	1/8	1/8	1	75									
14	14	20	20	0.5	1/8	1/8	Chord	3/8	4	1	1/8	1/8	1	76									
14	14	41/2	41/2	0.5	1/4	1/4	Chord	3/8	4	1	1/8	1/8	1	77									
15	15	21	21	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	78									7
15	15	43/2	43/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	79									
15	15	22	22	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	80									
15	15	21	21	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	81									
15	15	21	21	1.5	0	0	Chord	3/8	3	1	3/8	1/4	3/2	82									
15	15	21	21	0.0	0	0	FiguredBass	3/8	4	1	0									3/8	5		
15	15	21	21	1.5	0	0	Chord	3/8	4	1	3/8	1/4	3/2	83									
16	16	45/2	45/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	84									8
16	16	23	23	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	85									
16	16	47/2	47/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	86									
16	16	47/2	47/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	87									
16	16	45/2	45/2	1.0	0	0	Chord	3/8	3	1	1/4	1/4	1	88									
16	16	45/2	45/2	1.0	0	0	Chord	3/8	4	1	1/4	1/4	1	89									
16	16	47/2	47/2	0.0	1/4	1/4	FiguredBass	3/8	4	1	0									1/8	6		
16	16	47/2	47/2	0.5	1/4	1/4	Chord	3/8	4	1	1/8	1/8	1	90									
17	17	24	24	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	91									
17	17	24	24	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	92									9
17	17	49/2	49/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	93									
17	17	25	25	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	94									
17	17	24	24	0.5	0	0	Chord	3/8	4	1	1/8	1/8	1	95									
17	17	49/2	49/2	0.5	1/8	1/8	Chord	3/8	4	1	1/8	1/8	1	96									
17	17	25	25	0.0	1/4	1/4	FiguredBass	3/8	4	1	0									1/8	6		
17	17	25	25	0.5	1/4	1/4	Chord	3/8	4	1	1/8	1/8	1	97									
18	18	53/2	53/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	98									
18	18	51/2	51/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	99									
18	18	26	26	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	100									
18	18	53/2	53/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	101									
18	18	51/2	51/2	0.0	0	0	FiguredBass	3/8	4	1	0									1/8	5		
18	18	51/2	51/2	0.5	0	0	Chord	3/8	4	1	1/8	1/8	1	102									
18	18	26	26	0.5	1/8	1/8	Chord	3/8	4	1	1/8	1/8	1	103									
18	18	53/2	53/2	0.5	1/4	1/4	Chord	3/8	4	1	1/8	1/8	1	104									
19	19	27	27	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	105									10
19	19	55/2	55/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	106									
19	19	28	28	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	107									
19	19	27	27	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	108									
19	19	28	28	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	109									
19	19	27	27	0.0	0	0	FiguredBass	3/8	4	1	0									1/4	7	5\	
19	19	27	27	1.5	0	0	Chord	3/8	4	1	3/8	1/4	3/2	110									
19	19	28	28	0.0	1/4	1/4	FiguredBass	3/8	4	1	0									1/8	6\		
20	20	57/2	57/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	111									11
20	20	29	29	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	112									
20	20	59/2	59/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	113									
20	20	57/2	57/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	114									12
20	20	29	29	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	115									
20	20	59/2	59/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	116									
20	20	59/2	59/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8	1/8	1	117									
20	20	57/2	57/2	1.0	0	0	Chord	3/8	4	1	1/4	1/4	1	118									
20	20	59/2	59/2	0.5	1/4	1/4	Chord	3/8	4	1	1/8	1/8	1	119									
21	21	30	30	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	120									
21	21	31	31	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	121									
21	21	30	30	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	122									
21	21	31	31	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	123									
21	21	30	30	0.5	0	0	Chord	3/8	3	1	1/8	1/8	1	124									
21	21	61/2	61/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8	1/8	1	125									
21	21	31	31	0.5	1/4	1/4	Chord	3/8	3	1	1/8	1/8	1	126									
21	21	30	30	0.0	0	0	FiguredBass	3/8	4	1	0									1/8	#		
21	21	30	30	0.5	0	0	Chord	3/8	4	1	1/8	1/8	1	127									
21	21	61/2	61/2	0.5	1/8	1/8	Chord	3/8	4	1	1/8	1/8	1	128									
21	21	31	31	0.0	1/4	1/4	FiguredBass	3/8	4	1	0									1/8	6		
21	21	31	31	0.5	1/4	1/4	Chord	3/8	4	1	1/8	1/8	1	129									
22	22	63/2	63/2	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	130									
22	22	65/2	65/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	131									
22	22	63/2	63/2	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	132									
22	22	65/2	65/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	133									
22	22	63/2	63/2	1.0	0	0	Chord	3/8	3	1	1/4	1/4	1	134									
22	22	65/2	65/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8	1/8	1	135									
22	22	63/2	63/2	0.0	0	0	FiguredBass	3/8	4	1	0									1/4	6	5	
22	22	63/2	63/2	1.0	0	0	Chord	3/8	4	1	1/4	1/4	1	136									
22	22	65/2	65/2	0.0	1/4	1/4	FiguredBass	3/8	4	1	0									1/8	#		
22	22	65/2	65/2	0.5	1/4	1/4	Chord	3/8	4	1	1/8	1/8	1	137									
23	23	33	33	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	138									
23	23	33	33	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	139									13
23	23	67/2	67/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	140									
23	23	34	34	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	141									
23	23	33	33	0.5	0	0	Chord	3/8	3	1	1/8	1/8	1	142									
23	23	67/2	67/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8	1/8	1	143									
23	23	34	34	0.5	1/4	1/4	Chord	3/8	3	1	1/8	1/8	1	144									
23	23	33	33	0.0	0	0	FiguredBass	3/8	4	1	0									1/8	6		
23	23	33	33	0.5	0	0	Chord	3/8	4	1	1/8	1/8	1	145									
23	23	67/2	67/2	0.5	1/8	1/8	Chord	3/8	4	1	1/8	1/8	1	146									
23	23	34	34	0.5	1/4	1/4	Chord	3/8	4	1	1/8	1/8	1	147									
24	24	69/2	69/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	148									14
24	24	35	35	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	149									
24	24	71/2	71/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	150									
24	24	69/2	69/2	1.5	0	0	Chord	3/8	3	1	3/8	1/4	3/2	151									
24	24	69/2	69/2	0.0	0	0	FiguredBass	3/8	4	1	0									1/4	6		
24	24	69/2	69/2	1.5	0	0	Chord	3/8	4	1	3/8	1/4	3/2	152									
24	24	71/2	71/2	0.0	1/4	1/4	FiguredBass	3/8	4	1	0									1/8	5		
25	25	36	36	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	153									15
25	25	73/2	73/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	154									
25	25	37	37	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	155									
25	25	36	36	0.5	0	0	Chord	3/8	3	1	1/8	1/8	1	156									
25	25	73/2	73/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8	1/8	1	157									
25	25	37	37	0.5	1/4	1/4	Chord	3/8	3	1	1/8	1/8	1	158									
25	25	36	36	0.5	0	0	Chord	3/8	4	1	1/8	1/8	1	159									
25	25	73/2	73/2	0.5	1/8	1/8	Chord	3/8	4	1	1/8	1/8	1	160									
25	25	37	37	0.5	1/4	1/4	Chord	3/8	4	1	1/8	1/8	1	161									
26	26	77/2	77/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	162									
26	26	75/2	75/2	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	163									
26	26	77/2	77/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	164									
26	26	75/2	75/2	0.5	0	0	Chord	3/8	3	1	1/8	1/8	1	165									
26	26	38	38	0.5	1/8	1/8	Chord	3/8	3	1	1/8	1/8	1	166									
26	26	77/2	77/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8	1/8	1	167									
26	26	75/2	75/2	0.5	0	0	Chord	3/8	4	1	1/8	1/8	1	168									
26	26	38	38	0.5	1/8	1/8	Chord	3/8	4	1	1/8	1/8	1	169									
26	26	77/2	77/2	0.0	1/4	1/4	FiguredBass	3/8	4	1	0									1/8	6	#	
26	26	77/2	77/2	0.5	1/4	1/4	Chord	3/8	4	1	1/8	1/8	1	170									
27	27	39	39	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	171									16
27	27	79/2	79/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	172									
27	27	40	40	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	173									
27	27	39	39	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	174									17
27	27	79/2	79/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	175									
27	27	40	40	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	176									
27	27	39	39	0.5	0	0	Chord	3/8	3	1	1/8	1/8	1	177									
27	27	79/2	79/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8	1/8	1	178									
27	27	40	40	0.5	1/4	1/4	Chord	3/8	3	1	1/8	1/8	1	179									
27	27	39	39	0.5	0	0	Chord	3/8	4	1	1/8	1/8	1	180									
27	27	79/2	79/2	0.5	1/8	1/8	Chord	3/8	4	1	1/8	1/8	1	181									
27	27	40	40	0.5	1/4	1/4	Chord	3/8	4	1	1/8	1/8	1	182									
28	28	81/2	81/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	183									18
28	28	41	41	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	184									
28	28	83/2	83/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	185									
28	28	81/2	81/2	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	186									
28	28	83/2	83/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	187									
28	28	81/2	81/2	1.0	0	0	Chord	3/8	3	1	1/4	1/4	1	188									
28	28	83/2	83/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8	1/8	1	189									
28	28	81/2	81/2	0.0	0	0	FiguredBass	3/8	4	1	0									1/4	5\	4	
28	28	81/2	81/2	1.0	0	0	Chord	3/8	4	1	1/4	1/4	1	190									
28	28	83/2	83/2	0.0	1/4	1/4	FiguredBass	3/8	4	1	0									1/8	#		
28	28	83/2	83/2	0.5	1/4	1/4	Chord	3/8	4	1	1/8	1/8	1	191									
29	29	42	42	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	192									19
29	29	85/2	85/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	193									
29	29	43	43	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	194									
29	29	42	42	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	195									
29	29	42	42	1.5	0	0	Chord	3/8	3	1	3/8	1/4	3/2	196									
29	29	42	42	1.5	0	0	Chord	3/8	4	1	3/8	1/4	3/2	197									
30	30	87/2	87/2	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	198									
30	30	89/2	89/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	199									
30	30	87/2	87/2	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	200									
30	30	89/2	89/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	201									
30	30	89/2	89/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8	1/8	1	202									
30	30	89/2	89/2	0.0	1/4	1/4	FiguredBass	3/8	4	1	0									1/8	#		
30	30	89/2	89/2	0.5	1/4	1/4	Chord	3/8	4	1	1/8	1/8	1	203									
31	31	45	45	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	204									20
31	31	91/2	91/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	205									
31	31	46	46	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	206									
31	31	45	45	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	207									
31	31	46	46	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	208									
31	31	45	45	0.5	0	0	Chord	3/8	3	1	1/8	1/8	1	209									
31	31	91/2	91/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8	1/8	1	210									
31	31	46	46	0.5	1/4	1/4	Chord	3/8	3	1	1/8	1/8	1	211									
31	31	45	45	1.5	0	0	Chord	3/8	4	1	3/8	1/4	3/2	212									
32	32	93/2	93/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	213									21
32	32	47	47	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	214									
32	32	95/2	95/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	215									
32	32	93/2	93/2	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	216									
32	32	95/2	95/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	217									
32	32	93/2	93/2	0.5	0	0	Chord	3/8	3	1	1/8	1/8	1	218									
32	32	47	47	0.5	1/8	1/8	Chord	3/8	3	1	1/8	1/8	1	219									
32	32	95/2	95/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8	1/8	1	220									
32	32	93/2	93/2	0.0	0	0	FiguredBass	3/8	4	1	0									1/4	7		
32	32	93/2	93/2	1.5	0	0	Chord	3/8	4	1	3/8	1/4	3/2	221									
32	32	95/2	95/2	0.0	1/4	1/4	FiguredBass	3/8	4	1	0									1/8	6\		
33	33	48	48	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	222									
33	33	48	48	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	223									22
33	33	97/2	97/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	224									
33	33	49	49	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	225									
33	33	48	48	0.5	0	0	Chord	3/8	3	1	1/8	1/8	1	226									
33	33	97/2	97/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8	1/8	1	227									
33	33	49	49	0.5	1/4	1/4	Chord	3/8	3	1	1/8	1/8	1	228									
33	33	48	48	1.5	0	0	Chord	3/8	4	1	3/8	1/4	3/2	229									
34	34	99/2	99/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	230									23
34	34	50	50	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	231									
34	34	101/2	101/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	232									
34	34	99/2	99/2	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	233									
34	34	99/2	99/2	1.5	0	0	Chord	3/8	3	1	3/8	1/4	3/2	234									
34	34	99/2	99/2	0.0	0	0	FiguredBass	3/8	4	1	0									3/8	#		
34	34	99/2	99/2	1.5	0	0	Chord	3/8	4	1	3/8	1/4	3/2	235									
35	35	51	51	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	236									
35	35	51	51	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	237									24
35	35	103/2	103/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	238									
35	35	52	52	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	239									
35	35	51	51	1.5	0	0	Chord	3/8	3	1	3/8	1/4	3/2	240									
35	35	51	51	1.5	0	0	Chord	3/8	4	1	3/8	1/4	3/2	241									
36	36	105/2	105/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	242									25
36	36	53	53	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	243									
36	36	107/2	107/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	244									
36	36	105/2	105/2	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	245									
36	36	105/2	105/2	1.5	0	0	Chord	3/8	3	1	3/8	1/4	3/2	246									
36	36	105/2	105/2	1.5	0	0	Chord	3/8	4	1	3/8	1/4	3/2	247									
37	37	54	54	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	248									26
37	37	109/2	109/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	249									
37	37	55	55	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	250									
37	37	54	54	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	251									27
37	37	109/2	109/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	252									
37	37	55	55	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	253									
37	37	54	54	1.0	0	0	Chord	3/8	3	1	1/4	1/4	1	254									
37	37	55	55	0.5	1/4	1/4	Chord	3/8	3	1	1/8	1/8	1	255									
37	37	54	54	1.0	0	0	Chord	3/8	4	1	1/4	1/4	1	256									
37	37	55	55	0.5	1/4	1/4	Chord	3/8	4	1	1/8	1/8	1	257									
38	38	111/2	111/2	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	258									
38	38	113/2	113/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	259									
38	38	111/2	111/2	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	260									
38	38	113/2	113/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	261									
38	38	111/2	111/2	1.0	0	0	Chord	3/8	3	1	1/4	1/4	1	262									
38	38	113/2	113/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8	1/8	1	263									
38	38	111/2	111/2	0.0	0	0	FiguredBass	3/8	4	1	0									1/4	5	4	
38	38	111/2	111/2	1.0	0	0	Chord	3/8	4	1	1/4	1/4	1	264									
38	38	113/2	113/2	0.0	1/4	1/4	FiguredBass	3/8	4	1	0									1/8	3		
38	38	113/2	113/2	0.5	1/4	1/4	Chord	3/8	4	1	1/8	1/8	1	265									
