mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
4	4	14	14	0.0	1/2	1/2	FiguredBass	4/4	4	1	0							1/4	7		
4	4	14	14	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	50							
4	4	15	15	0.0	3/4	3/4	FiguredBass	4/4	4	1	0							1/4	7b	5	
4	4	15	15	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	51							
5	5	16	16	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	52							
5	5	18	18	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	53							
5	5	16	16	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	54							
5	5	17	17	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	55							
5	5	18	18	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	56							
5	5	16	16	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	57							
5	5	17	17	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	58							
5	5	18	18	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	59							
5	5	16	16	0.0	0	0	FiguredBass	4/4	4	1	0							1/4	5	4	
5	5	16	16	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	60							
5	5	17	17	0.0	1/4	1/4	FiguredBass	4/4	4	1	0							1/4	3		
5	5	17	17	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	61							
5	5	18	18	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	62							
6	6	20	20	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	63							
6	6	21	21	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	64							
6	6	22	22	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	65							
6	6	20	20	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	66							
6	6	21	21	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	67							
6	6	22	22	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	68							
6	6	20	20	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	69							
6	6	21	21	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	70							
6	6	22	22	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	71							
6	6	20	20	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	72							
6	6	21	21	0.0	1/4	1/4	FiguredBass	4/4	4	1	0							1/4	6		
6	6	21	21	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	73							
6	6	22	22	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	74							
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	75							
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	76							
7	7	26	26	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	77							
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	78							
7	7	24	24	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	79							
7	7	26	26	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	80							
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	81							
7	7	24	24	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	82							
7	7	25	25	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	83							
7	7	26	26	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	84							
7	7	24	24	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	85							
7	7	25	25	0.0	1/4	1/4	FiguredBass	4/4	4	1	0							1/4	6	4+	
7	7	25	25	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	86							
7	7	26	26	0.0	1/2	1/2	FiguredBass	4/4	4	1	0							1/2	6		
7	7	26	26	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	87							
8	8	28	28	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	88							
8	8	29	29	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	89							
8	8	31	31	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	90							
8	8	28	28	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	91							
8	8	29	29	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	92							
8	8	30	30	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	93							
8	8	61/2	61/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	94							
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	95							
8	8	28	28	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	96							
8	8	29	29	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	97							
8	8	30	30	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	98							
8	8	28	28	0.0	0	0	FiguredBass	4/4	4	1	0							1/4	7		
8	8	28	28	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	99							
8	8	29	29	0.0	1/4	1/4	FiguredBass	4/4	4	1	0							1/4	7	#	
8	8	29	29	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	100							
8	8	30	30	0.0	1/2	1/2	FiguredBass	4/4	4	1	0							1/4	4		
8	8	30	30	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	101							
8	8	31	31	0.0	3/4	3/4	FiguredBass	4/4	4	1	0							1/4	3		
9	9	32	32	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	102							
9	9	34	34	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	103							
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	104							
9	9	35	35	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	105							
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	106							
9	9	33	33	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	107							
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	108							
9	9	34	34	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	109							
9	9	71/2	71/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	110							1
9	9	143/4	143/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	111							
9	9	32	32	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	112							
9	9	34	34	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	113							
9	9	35	35	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	114							
9	9	32	32	0.0	0	0	FiguredBass	4/4	4	1	0							1/2	6	5	
9	9	32	32	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	115							
9	9	34	34	0.0	1/2	1/2	FiguredBass	4/4	4	1	0							1/4	5		
9	9	34	34	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	116							
9	9	35	35	0.0	3/4	3/4	FiguredBass	4/4	4	1	0							1/4	6		
9	9	35	35	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	117							
10	10	36	36	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	118							
10	10	73/2	73/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	119							2
10	10	147/4	147/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	120							
10	10	37	37	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	121							
10	10	38	38	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	122							
10	10	77/2	77/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	123							3
10	10	155/4	155/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	124							
10	10	39	39	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	125							
10	10	36	36	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	126							
10	10	75/2	75/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	127							4
10	10	151/4	151/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	128							
10	10	38	38	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	129							
10	10	79/2	79/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	130							5
10	10	159/4	159/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	131							
10	10	36	36	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	132							
10	10	38	38	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	133							
10	10	36	36	0.0	0	0	FiguredBass	4/4	4	1	0							1/4	6		
10	10	36	36	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	134							
10	10	37	37	0.0	1/4	1/4	FiguredBass	4/4	4	1	0							1/4	6		
10	10	38	38	0.0	1/2	1/2	FiguredBass	4/4	4	1	0							1/4	7		
10	10	38	38	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	135							
10	10	39	39	0.0	3/4	3/4	FiguredBass	4/4	4	1	0							1/4	6		
11	11	40	40	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	136							
11	11	41	41	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	137							
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	138							
11	11	40	40	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	139							
11	11	81/2	81/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	140							
11	11	41	41	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	141							
11	11	43	43	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	142							
11	11	40	40	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	143							
11	11	41	41	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	144							
11	11	42	42	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	145							
11	11	43	43	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	146							
11	11	40	40	0.0	0	0	FiguredBass	4/4	4	1	0							1/4	7	#	
11	11	40	40	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	147							
11	11	41	41	0.0	1/4	1/4	FiguredBass	4/4	4	1	0							1/4	5		
11	11	41	41	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	148							
11	11	42	42	0.0	1/2	1/2	FiguredBass	4/4	4	1	0							1/4	6	5	
11	11	42	42	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	149							
11	11	43	43	0.0	3/4	3/4	FiguredBass	4/4	4	1	0							1/4	#		
11	11	43	43	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	150							
12	12	44	44	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	151							
12	12	89/2	89/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	152							
12	12	45	45	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	153							
12	12	46	46	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	154							
12	12	93/2	93/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	155							6
12	12	187/4	187/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	156							
12	12	47	47	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	157							
12	12	44	44	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	158							
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	159							
12	12	46	46	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	160							
12	12	95/2	95/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	161							7
12	12	191/4	191/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	162							
12	12	44	44	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	163							
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	164							
12	12	46	46	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	165							
12	12	44	44	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	166							
12	12	91/2	91/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0							1/8	6		
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	167							
12	12	46	46	0.0	1/2	1/2	FiguredBass	4/4	4	1	0							1/4	7		
12	12	46	46	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	168							
12	12	47	47	0.0	3/4	3/4	FiguredBass	4/4	4	1	0							1/4	6		
13	13	48	48	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	169							
13	13	48	48	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	170							
13	13	48	48	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	171							
13	13	48	48	0.0	0	0	FiguredBass	4/4	4	1	0							1/2	#		
13	13	48	48	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	172							
